Shift: 10
kodizom 0 1 2 3 4 5 6
ozidomk 5 4 3 2 1 6 0
ozidmko 5 4 3 2 6 0 1
ozidmok 5 4 3 2 6 1 0
ozimkod 5 4 3 6 0 1 2
ozimkdo 5 4 3 6 0 2 1
ozimokd 5 4 3 6 1 0 2
ozimodk 5 4 3 6 1 2 0
ozimdko 5 4 3 6 2 0 1
ozimdok 5 4 3 6 2 1 0
ozmkodi 5 4 6 0 1 2 3
ozmkoid 5 4 6 0 1 3 2
ozmkdoi 5 4 6 0 2 1 3
ozmkdio 5 4 6 0 2 3 1
ozmkiod 5 4 6 0 3 1 2
ozmkido 5 4 6 0 3 2 1
ozmokdi 5 4 6 1 0 2 3
ozmokid 5 4 6 1 0 3 2
ozmodki 5 4 6 1 2 0 3
ozmodik 5 4 6 1 2 3 0
ozmoikd 5 4 6 1 3 0 2
ozmoidk 5 4 6 1 3 2 0
ozmdkoi 5 4 6 2 0 1 3
ozmdkio 5 4 6 2 0 3 1
ozmdoki 5 4 6 2 1 0 3
ozmdoik 5 4 6 2 1 3 0
ozmdiko 5 4 6 2 3 0 1
ozmdiok 5 4 6 2 3 1 0
ozmikod 5 4 6 3 0 1 2
ozmikdo 5 4 6 3 0 2 1
ozmiokd 5 4 6 3 1 0 2
ozmiodk 5 4 6 3 1 2 0
ozmidko 5 4 6 3 2 0 1
ozmidok 5 4 6 3 2 1 0
omkodiz 5 6 0 1 2 3 4
omkodzi 5 6 0 1 2 4 3
omkoidz 5 6 0 1 3 2 4
omkoizd 5 6 0 1 3 4 2
omkozdi 5 6 0 1 4 2 3
omkozid 5 6 0 1 4 3 2
omkdoiz 5 6 0 2 1 3 4
omkdozi 5 6 0 2 1 4 3
omkdioz 5 6 0 2 3 1 4
omkdizo 5 6 0 2 3 4 1
omkdzoi 5 6 0 2 4 1 3
omkdzio 5 6 0 2 4 3 1
omkiodz 5 6 0 3 1 2 4
omkiozd 5 6 0 3 1 4 2
omkidoz 5 6 0 3 2 1 4
omkidzo 5 6 0 3 2 4 1
omkizod 5 6 0 3 4 1 2
omkizdo 5 6 0 3 4 2 1
omkzodi 5 6 0 4 1 2 3
omkzoid 5 6 0 4 1 3 2
omkzdoi 5 6 0 4 2 1 3
omkzdio 5 6 0 4 2 3 1
omkziod 5 6 0 4 3 1 2
omkzido 5 6 0 4 3 2 1
omokdiz 5 6 1 0 2 3 4
omokdzi 5 6 1 0 2 4 3
omokidz 5 6 1 0 3 2 4
omokizd 5 6 1 0 3 4 2
omokzdi 5 6 1 0 4 2 3
omokzid 5 6 1 0 4 3 2
omodkiz 5 6 1 2 0 3 4
omodkzi 5 6 1 2 0 4 3
omodikz 5 6 1 2 3 0 4
omodizk 5 6 1 2 3 4 0
omodzki 5 6 1 2 4 0 3
omodzik 5 6 1 2 4 3 0
omoikdz 5 6 1 3 0 2 4
omoikzd 5 6 1 3 0 4 2
omoidkz 5 6 1 3 2 0 4
omoidzk 5 6 1 3 2 4 0
omoizkd 5 6 1 3 4 0 2
omoizdk 5 6 1 3 4 2 0
omozkdi 5 6 1 4 0 2 3
omozkid 5 6 1 4 0 3 2
omozdki 5 6 1 4 2 0 3
omozdik 5 6 1 4 2 3 0
omozikd 5 6 1 4 3 0 2
omozidk 5 6 1 4 3 2 0
omdkoiz 5 6 2 0 1 3 4
omdkozi 5 6 2 0 1 4 3
omdkioz 5 6 2 0 3 1 4
omdkizo 5 6 2 0 3 4 1
omdkzoi 5 6 2 0 4 1 3
omdkzio 5 6 2 0 4 3 1
omdokiz 5 6 2 1 0 3 4
omdokzi 5 6 2 1 0 4 3
omdoikz 5 6 2 1 3 0 4
omdoizk 5 6 2 1 3 4 0
omdozki 5 6 2 1 4 0 3
omdozik 5 6 2 1 4 3 0
omdikoz 5 6 2 3 0 1 4
omdikzo 5 6 2 3 0 4 1
omdiokz 5 6 2 3 1 0 4
omdiozk 5 6 2 3 1 4 0
omdizko 5 6 2 3 4 0 1
omdizok 5 6 2 3 4 1 0
omdzkoi 5 6 2 4 0 1 3
omdzkio 5 6 2 4 0 3 1
omdzoki 5 6 2 4 1 0 3
omdzoik 5 6 2 4 1 3 0
omdziko 5 6 2 4 3 0 1
omdziok 5 6 2 4 3 1 0
omikodz 5 6 3 0 1 2 4
omikozd 5 6 3 0 1 4 2
omikdoz 5 6 3 0 2 1 4
omikdzo 5 6 3 0 2 4 1
omikzod 5 6 3 0 4 1 2
omikzdo 5 6 3 0 4 2 1
omiokdz 5 6 3 1 0 2 4
omiokzd 5 6 3 1 0 4 2
omiodkz 5 6 3 1 2 0 4
omiodzk 5 6 3 1 2 4 0
omiozkd 5 6 3 1 4 0 2
omiozdk 5 6 3 1 4 2 0
omidkoz 5 6 3 2 0 1 4
omidkzo 5 6 3 2 0 4 1
omidokz 5 6 3 2 1 0 4
omidozk 5 6 3 2 1 4 0
omidzko 5 6 3 2 4 0 1
omidzok 5 6 3 2 4 1 0
omizkod 5 6 3 4 0 1 2
omizkdo 5 6 3 4 0 2 1
omizokd 5 6 3 4 1 0 2
omizodk 5 6 3 4 1 2 0
omizdko 5 6 3 4 2 0 1
omizdok 5 6 3 4 2 1 0
omzkodi 5 6 4 0 1 2 3
omzkoid 5 6 4 0 1 3 2
omzkdoi 5 6 4 0 2 1 3
omzkdio 5 6 4 0 2 3 1
omzkiod 5 6 4 0 3 1 2
omzkido 5 6 4 0 3 2 1
omzokdi 5 6 4 1 0 2 3
omzokid 5 6 4 1 0 3 2
omzodki 5 6 4 1 2 0 3
omzodik 5 6 4 1 2 3 0
omzoikd 5 6 4 1 3 0 2
omzoidk 5 6 4 1 3 2 0
omzdkoi 5 6 4 2 0 1 3
omzdkio 5 6 4 2 0 3 1
omzdoki 5 6 4 2 1 0 3
omzdoik 5 6 4 2 1 3 0
omzdiko 5 6 4 2 3 0 1
omzdiok 5 6 4 2 3 1 0
omzikod 5 6 4 3 0 1 2
omzikdo 5 6 4 3 0 2 1
omziokd 5 6 4 3 1 0 2
omziodk 5 6 4 3 1 2 0
omzidko 5 6 4 3 2 0 1
omzidok 5 6 4 3 2 1 0
mkodizo 6 0 1 2 3 4 5
mkodioz 6 0 1 2 3 5 4
mkodzio 6 0 1 2 4 3 5
mkodzoi 6 0 1 2 4 5 3
mkodoiz 6 0 1 2 5 3 4
mkodozi 6 0 1 2 5 4 3
mkoidzo 6 0 1 3 2 4 5
mkoidoz 6 0 1 3 2 5 4
mkoizdo 6 0 1 3 4 2 5
mkoizod 6 0 1 3 4 5 2
mkoiodz 6 0 1 3 5 2 4
mkoiozd 6 0 1 3 5 4 2
mkozdio 6 0 1 4 2 3 5
mkozdoi 6 0 1 4 2 5 3
mkozido 6 0 1 4 3 2 5
mkoziod 6 0 1 4 3 5 2
mkozodi 6 0 1 4 5 2 3
mkozoid 6 0 1 4 5 3 2
mkoodiz 6 0 1 5 2 3 4
mkoodzi 6 0 1 5 2 4 3
mkooidz 6 0 1 5 3 2 4
mkooizd 6 0 1 5 3 4 2
mkoozdi 6 0 1 5 4 2 3
mkoozid 6 0 1 5 4 3 2
mkdoizo 6 0 2 1 3 4 5
mkdoioz 6 0 2 1 3 5 4
mkdozio 6 0 2 1 4 3 5
mkdozoi 6 0 2 1 4 5 3
mkdooiz 6 0 2 1 5 3 4
mkdoozi 6 0 2 1 5 4 3
mkdiozo 6 0 2 3 1 4 5
mkdiooz 6 0 2 3 1 5 4
mkdizoo 6 0 2 3 4 1 5
mkdizoo 6 0 2 3 4 5 1
mkdiooz 6 0 2 3 5 1 4
mkdiozo 6 0 2 3 5 4 1
mkdzoio 6 0 2 4 1 3 5
mkdzooi 6 0 2 4 1 5 3
mkdzioo 6 0 2 4 3 1 5
mkdzioo 6 0 2 4 3 5 1
mkdzooi 6 0 2 4 5 1 3
mkdzoio 6 0 2 4 5 3 1
mkdooiz 6 0 2 5 1 3 4
mkdoozi 6 0 2 5 1 4 3
mkdoioz 6 0 2 5 3 1 4
mkdoizo 6 0 2 5 3 4 1
mkdozoi 6 0 2 5 4 1 3
mkdozio 6 0 2 5 4 3 1
mkiodzo 6 0 3 1 2 4 5
mkiodoz 6 0 3 1 2 5 4
mkiozdo 6 0 3 1 4 2 5
mkiozod 6 0 3 1 4 5 2
mkioodz 6 0 3 1 5 2 4
mkioozd 6 0 3 1 5 4 2
mkidozo 6 0 3 2 1 4 5
mkidooz 6 0 3 2 1 5 4
mkidzoo 6 0 3 2 4 1 5
mkidzoo 6 0 3 2 4 5 1
mkidooz 6 0 3 2 5 1 4
mkidozo 6 0 3 2 5 4 1
mkizodo 6 0 3 4 1 2 5
mkizood 6 0 3 4 1 5 2
mkizdoo 6 0 3 4 2 1 5
mkizdoo 6 0 3 4 2 5 1
mkizood 6 0 3 4 5 1 2
mkizodo 6 0 3 4 5 2 1
mkioodz 6 0 3 5 1 2 4
mkioozd 6 0 3 5 1 4 2
mkiodoz 6 0 3 5 2 1 4
mkiodzo 6 0 3 5 2 4 1
mkiozod 6 0 3 5 4 1 2
mkiozdo 6 0 3 5 4 2 1
mkzodio 6 0 4 1 2 3 5
mkzodoi 6 0 4 1 2 5 3
mkzoido 6 0 4 1 3 2 5
mkzoiod 6 0 4 1 3 5 2
mkzoodi 6 0 4 1 5 2 3
mkzooid 6 0 4 1 5 3 2
mkzdoio 6 0 4 2 1 3 5
mkzdooi 6 0 4 2 1 5 3
mkzdioo 6 0 4 2 3 1 5
mkzdioo 6 0 4 2 3 5 1
mkzdooi 6 0 4 2 5 1 3
mkzdoio 6 0 4 2 5 3 1
mkziodo 6 0 4 3 1 2 5
mkziood 6 0 4 3 1 5 2
mkzidoo 6 0 4 3 2 1 5
mkzidoo 6 0 4 3 2 5 1
mkziood 6 0 4 3 5 1 2
mkziodo 6 0 4 3 5 2 1
mkzoodi 6 0 4 5 1 2 3
mkzooid 6 0 4 5 1 3 2
mkzodoi 6 0 4 5 2 1 3
mkzodio 6 0 4 5 2 3 1
mkzoiod 6 0 4 5 3 1 2
mkzoido 6 0 4 5 3 2 1
mkoodiz 6 0 5 1 2 3 4
mkoodzi 6 0 5 1 2 4 3
mkooidz 6 0 5 1 3 2 4
mkooizd 6 0 5 1 3 4 2
mkoozdi 6 0 5 1 4 2 3
mkoozid 6 0 5 1 4 3 2
mkodoiz 6 0 5 2 1 3 4
mkodozi 6 0 5 2 1 4 3
mkodioz 6 0 5 2 3 1 4
mkodizo 6 0 5 2 3 4 1
mkodzoi 6 0 5 2 4 1 3
mkodzio 6 0 5 2 4 3 1
mkoiodz 6 0 5 3 1 2 4
mkoiozd 6 0 5 3 1 4 2
mkoidoz 6 0 5 3 2 1 4
mkoidzo 6 0 5 3 2 4 1
mkoizod 6 0 5 3 4 1 2
mkoizdo 6 0 5 3 4 2 1
mkozodi 6 0 5 4 1 2 3
mkozoid 6 0 5 4 1 3 2
mkozdoi 6 0 5 4 2 1 3
mkozdio 6 0 5 4 2 3 1
mkoziod 6 0 5 4 3 1 2
mkozido 6 0 5 4 3 2 1
mokdizo 6 1 0 2 3 4 5
mokdioz 6 1 0 2 3 5 4
mokdzio 6 1 0 2 4 3 5
mokdzoi 6 1 0 2 4 5 3
mokdoiz 6 1 0 2 5 3 4
mokdozi 6 1 0 2 5 4 3
mokidzo 6 1 0 3 2 4 5
mokidoz 6 1 0 3 2 5 4
mokizdo 6 1 0 3 4 2 5
mokizod 6 1 0 3 4 5 2
mokiodz 6 1 0 3 5 2 4
mokiozd 6 1 0 3 5 4 2
mokzdio 6 1 0 4 2 3 5
mokzdoi 6 1 0 4 2 5 3
mokzido 6 1 0 4 3 2 5
mokziod 6 1 0 4 3 5 2
mokzodi 6 1 0 4 5 2 3
mokzoid 6 1 0 4 5 3 2
mokodiz 6 1 0 5 2 3 4
mokodzi 6 1 0 5 2 4 3
mokoidz 6 1 0 5 3 2 4
mokoizd 6 1 0 5 3 4 2
mokozdi 6 1 0 5 4 2 3
mokozid 6 1 0 5 4 3 2
modkizo 6 1 2 0 3 4 5
modkioz 6 1 2 0 3 5 4
modkzio 6 1 2 0 4 3 5
modkzoi 6 1 2 0 4 5 3
modkoiz 6 1 2 0 5 3 4
modkozi 6 1 2 0 5 4 3
modikzo 6 1 2 3 0 4 5
modikoz 6 1 2 3 0 5 4
modizko 6 1 2 3 4 0 5
modizok 6 1 2 3 4 5 0
modiokz 6 1 2 3 5 0 4
modiozk 6 1 2 3 5 4 0
modzkio 6 1 2 4 0 3 5
modzkoi 6 1 2 4 0 5 3
modziko 6 1 2 4 3 0 5
modziok 6 1 2 4 3 5 0
modzoki 6 1 2 4 5 0 3
modzoik 6 1 2 4 5 3 0
modokiz 6 1 2 5 0 3 4
modokzi 6 1 2 5 0 4 3
modoikz 6 1 2 5 3 0 4
modoizk 6 1 2 5 3 4 0
modozki 6 1 2 5 4 0 3
modozik 6 1 2 5 4 3 0
moikdzo 6 1 3 0 2 4 5
moikdoz 6 1 3 0 2 5 4
moikzdo 6 1 3 0 4 2 5
moikzod 6 1 3 0 4 5 2
moikodz 6 1 3 0 5 2 4
moikozd 6 1 3 0 5 4 2
moidkzo 6 1 3 2 0 4 5
moidkoz 6 1 3 2 0 5 4
moidzko 6 1 3 2 4 0 5
moidzok 6 1 3 2 4 5 0
moidokz 6 1 3 2 5 0 4
moidozk 6 1 3 2 5 4 0
moizkdo 6 1 3 4 0 2 5
moizkod 6 1 3 4 0 5 2
moizdko 6 1 3 4 2 0 5
moizdok 6 1 3 4 2 5 0
moizokd 6 1 3 4 5 0 2
moizodk 6 1 3 4 5 2 0
moiokdz 6 1 3 5 0 2 4
moiokzd 6 1 3 5 0 4 2
moiodkz 6 1 3 5 2 0 4
moiodzk 6 1 3 5 2 4 0
moiozkd 6 1 3 5 4 0 2
moiozdk 6 1 3 5 4 2 0
mozkdio 6 1 4 0 2 3 5
mozkdoi 6 1 4 0 2 5 3
mozkido 6 1 4 0 3 2 5
mozkiod 6 1 4 0 3 5 2
mozkodi 6 1 4 0 5 2 3
mozkoid 6 1 4 0 5 3 2
mozdkio 6 1 4 2 0 3 5
mozdkoi 6 1 4 2 0 5 3
mozdiko 6 1 4 2 3 0 5
mozdiok 6 1 4 2 3 5 0
mozdoki 6 1 4 2 5 0 3
mozdoik 6 1 4 2 5 3 0
mozikdo 6 1 4 3 0 2 5
mozikod 6 1 4 3 0 5 2
mozidko 6 1 4 3 2 0 5
mozidok 6 1 4 3 2 5 0
moziokd 6 1 4 3 5 0 2
moziodk 6 1 4 3 5 2 0
mozokdi 6 1 4 5 0 2 3
mozokid 6 1 4 5 0 3 2
mozodki 6 1 4 5 2 0 3
mozodik 6 1 4 5 2 3 0
mozoikd 6 1 4 5 3 0 2
mozoidk 6 1 4 5 3 2 0
mookdiz 6 1 5 0 2 3 4
mookdzi 6 1 5 0 2 4 3
mookidz 6 1 5 0 3 2 4
mookizd 6 1 5 0 3 4 2
mookzdi 6 1 5 0 4 2 3
mookzid 6 1 5 0 4 3 2
moodkiz 6 1 5 2 0 3 4
moodkzi 6 1 5 2 0 4 3
moodikz 6 1 5 2 3 0 4
moodizk 6 1 5 2 3 4 0
moodzki 6 1 5 2 4 0 3
moodzik 6 1 5 2 4 3 0
mooikdz 6 1 5 3 0 2 4
mooikzd 6 1 5 3 0 4 2
mooidkz 6 1 5 3 2 0 4
mooidzk 6 1 5 3 2 4 0
mooizkd 6 1 5 3 4 0 2
mooizdk 6 1 5 3 4 2 0
moozkdi 6 1 5 4 0 2 3
moozkid 6 1 5 4 0 3 2
moozdki 6 1 5 4 2 0 3
moozdik 6 1 5 4 2 3 0
moozikd 6 1 5 4 3 0 2
moozidk 6 1 5 4 3 2 0
mdkoizo 6 2 0 1 3 4 5
mdkoioz 6 2 0 1 3 5 4
mdkozio 6 2 0 1 4 3 5
mdkozoi 6 2 0 1 4 5 3
mdkooiz 6 2 0 1 5 3 4
mdkoozi 6 2 0 1 5 4 3
mdkiozo 6 2 0 3 1 4 5
mdkiooz 6 2 0 3 1 5 4
mdkizoo 6 2 0 3 4 1 5
mdkizoo 6 2 0 3 4 5 1
mdkiooz 6 2 0 3 5 1 4
mdkiozo 6 2 0 3 5 4 1
mdkzoio 6 2 0 4 1 3 5
mdkzooi 6 2 0 4 1 5 3
mdkzioo 6 2 0 4 3 1 5
mdkzioo 6 2 0 4 3 5 1
mdkzooi 6 2 0 4 5 1 3
mdkzoio 6 2 0 4 5 3 1
mdkooiz 6 2 0 5 1 3 4
mdkoozi 6 2 0 5 1 4 3
mdkoioz 6 2 0 5 3 1 4
mdkoizo 6 2 0 5 3 4 1
mdkozoi 6 2 0 5 4 1 3
mdkozio 6 2 0 5 4 3 1
mdokizo 6 2 1 0 3 4 5
mdokioz 6 2 1 0 3 5 4
mdokzio 6 2 1 0 4 3 5
mdokzoi 6 2 1 0 4 5 3
mdokoiz 6 2 1 0 5 3 4
mdokozi 6 2 1 0 5 4 3
mdoikzo 6 2 1 3 0 4 5
mdoikoz 6 2 1 3 0 5 4
mdoizko 6 2 1 3 4 0 5
mdoizok 6 2 1 3 4 5 0
mdoiokz 6 2 1 3 5 0 4
mdoiozk 6 2 1 3 5 4 0
mdozkio 6 2 1 4 0 3 5
mdozkoi 6 2 1 4 0 5 3
mdoziko 6 2 1 4 3 0 5
mdoziok 6 2 1 4 3 5 0
mdozoki 6 2 1 4 5 0 3
mdozoik 6 2 1 4 5 3 0
mdookiz 6 2 1 5 0 3 4
mdookzi 6 2 1 5 0 4 3
mdooikz 6 2 1 5 3 0 4
mdooizk 6 2 1 5 3 4 0
mdoozki 6 2 1 5 4 0 3
mdoozik 6 2 1 5 4 3 0
mdikozo 6 2 3 0 1 4 5
mdikooz 6 2 3 0 1 5 4
mdikzoo 6 2 3 0 4 1 5
mdikzoo 6 2 3 0 4 5 1
mdikooz 6 2 3 0 5 1 4
mdikozo 6 2 3 0 5 4 1
mdiokzo 6 2 3 1 0 4 5
mdiokoz 6 2 3 1 0 5 4
mdiozko 6 2 3 1 4 0 5
mdiozok 6 2 3 1 4 5 0
mdiookz 6 2 3 1 5 0 4
mdioozk 6 2 3 1 5 4 0
mdizkoo 6 2 3 4 0 1 5
mdizkoo 6 2 3 4 0 5 1
mdizoko 6 2 3 4 1 0 5
mdizook 6 2 3 4 1 5 0
mdizoko 6 2 3 4 5 0 1
mdizook 6 2 3 4 5 1 0
mdiokoz 6 2 3 5 0 1 4
mdiokzo 6 2 3 5 0 4 1
mdiookz 6 2 3 5 1 0 4
mdioozk 6 2 3 5 1 4 0
mdiozko 6 2 3 5 4 0 1
mdiozok 6 2 3 5 4 1 0
mdzkoio 6 2 4 0 1 3 5
mdzkooi 6 2 4 0 1 5 3
mdzkioo 6 2 4 0 3 1 5
mdzkioo 6 2 4 0 3 5 1
mdzkooi 6 2 4 0 5 1 3
mdzkoio 6 2 4 0 5 3 1
mdzokio 6 2 4 1 0 3 5
mdzokoi 6 2 4 1 0 5 3
mdzoiko 6 2 4 1 3 0 5
mdzoiok 6 2 4 1 3 5 0
mdzooki 6 2 4 1 5 0 3
mdzooik 6 2 4 1 5 3 0
mdzikoo 6 2 4 3 0 1 5
mdzikoo 6 2 4 3 0 5 1
mdzioko 6 2 4 3 1 0 5
mdziook 6 2 4 3 1 5 0
mdzioko 6 2 4 3 5 0 1
mdziook 6 2 4 3 5 1 0
mdzokoi 6 2 4 5 0 1 3
mdzokio 6 2 4 5 0 3 1
mdzooki 6 2 4 5 1 0 3
mdzooik 6 2 4 5 1 3 0
mdzoiko 6 2 4 5 3 0 1
mdzoiok 6 2 4 5 3 1 0
mdokoiz 6 2 5 0 1 3 4
mdokozi 6 2 5 0 1 4 3
mdokioz 6 2 5 0 3 1 4
mdokizo 6 2 5 0 3 4 1
mdokzoi 6 2 5 0 4 1 3
mdokzio 6 2 5 0 4 3 1
mdookiz 6 2 5 1 0 3 4
mdookzi 6 2 5 1 0 4 3
mdooikz 6 2 5 1 3 0 4
mdooizk 6 2 5 1 3 4 0
mdoozki 6 2 5 1 4 0 3
mdoozik 6 2 5 1 4 3 0
mdoikoz 6 2 5 3 0 1 4
mdoikzo 6 2 5 3 0 4 1
mdoiokz 6 2 5 3 1 0 4
mdoiozk 6 2 5 3 1 4 0
mdoizko 6 2 5 3 4 0 1
mdoizok 6 2 5 3 4 1 0
mdozkoi 6 2 5 4 0 1 3
mdozkio 6 2 5 4 0 3 1
mdozoki 6 2 5 4 1 0 3
mdozoik 6 2 5 4 1 3 0
mdoziko 6 2 5 4 3 0 1
mdoziok 6 2 5 4 3 1 0
mikodzo 6 3 0 1 2 4 5
mikodoz 6 3 0 1 2 5 4
mikozdo 6 3 0 1 4 2 5
mikozod 6 3 0 1 4 5 2
mikoodz 6 3 0 1 5 2 4
mikoozd 6 3 0 1 5 4 2
mikdozo 6 3 0 2 1 4 5
mikdooz 6 3 0 2 1 5 4
mikdzoo 6 3 0 2 4 1 5
mikdzoo 6 3 0 2 4 5 1
mikdooz 6 3 0 2 5 1 4
mikdozo 6 3 0 2 5 4 1
mikzodo 6 3 0 4 1 2 5
mikzood 6 3 0 4 1 5 2
mikzdoo 6 3 0 4 2 1 5
mikzdoo 6 3 0 4 2 5 1
mikzood 6 3 0 4 5 1 2
mikzodo 6 3 0 4 5 2 1
mikoodz 6 3 0 5 1 2 4
mikoozd 6 3 0 5 1 4 2
mikodoz 6 3 0 5 2 1 4
mikodzo 6 3 0 5 2 4 1
mikozod 6 3 0 5 4 1 2
mikozdo 6 3 0 5 4 2 1
miokdzo 6 3 1 0 2 4 5
miokdoz 6 3 1 0 2 5 4
miokzdo 6 3 1 0 4 2 5
miokzod 6 3 1 0 4 5 2
miokodz 6 3 1 0 5 2 4
miokozd 6 3 1 0 5 4 2
miodkzo 6 3 1 2 0 4 5
miodkoz 6 3 1 2 0 5 4
miodzko 6 3 1 2 4 0 5
miodzok 6 3 1 2 4 5 0
miodokz 6 3 1 2 5 0 4
miodozk 6 3 1 2 5 4 0
miozkdo 6 3 1 4 0 2 5
miozkod 6 3 1 4 0 5 2
miozdko 6 3 1 4 2 0 5
miozdok 6 3 1 4 2 5 0
miozokd 6 3 1 4 5 0 2
miozodk 6 3 1 4 5 2 0
miookdz 6 3 1 5 0 2 4
miookzd 6 3 1 5 0 4 2
mioodkz 6 3 1 5 2 0 4
mioodzk 6 3 1 5 2 4 0
mioozkd 6 3 1 5 4 0 2
mioozdk 6 3 1 5 4 2 0
midkozo 6 3 2 0 1 4 5
midkooz 6 3 2 0 1 5 4
midkzoo 6 3 2 0 4 1 5
midkzoo 6 3 2 0 4 5 1
midkooz 6 3 2 0 5 1 4
midkozo 6 3 2 0 5 4 1
midokzo 6 3 2 1 0 4 5
midokoz 6 3 2 1 0 5 4
midozko 6 3 2 1 4 0 5
midozok 6 3 2 1 4 5 0
midookz 6 3 2 1 5 0 4
midoozk 6 3 2 1 5 4 0
midzkoo 6 3 2 4 0 1 5
midzkoo 6 3 2 4 0 5 1
midzoko 6 3 2 4 1 0 5
midzook 6 3 2 4 1 5 0
midzoko 6 3 2 4 5 0 1
midzook 6 3 2 4 5 1 0
midokoz 6 3 2 5 0 1 4
midokzo 6 3 2 5 0 4 1
midookz 6 3 2 5 1 0 4
midoozk 6 3 2 5 1 4 0
midozko 6 3 2 5 4 0 1
midozok 6 3 2 5 4 1 0
mizkodo 6 3 4 0 1 2 5
mizkood 6 3 4 0 1 5 2
mizkdoo 6 3 4 0 2 1 5
mizkdoo 6 3 4 0 2 5 1
mizkood 6 3 4 0 5 1 2
mizkodo 6 3 4 0 5 2 1
mizokdo 6 3 4 1 0 2 5
mizokod 6 3 4 1 0 5 2
mizodko 6 3 4 1 2 0 5
mizodok 6 3 4 1 2 5 0
mizookd 6 3 4 1 5 0 2
mizoodk 6 3 4 1 5 2 0
mizdkoo 6 3 4 2 0 1 5
mizdkoo 6 3 4 2 0 5 1
mizdoko 6 3 4 2 1 0 5
mizdook 6 3 4 2 1 5 0
mizdoko 6 3 4 2 5 0 1
mizdook 6 3 4 2 5 1 0
mizokod 6 3 4 5 0 1 2
mizokdo 6 3 4 5 0 2 1
mizookd 6 3 4 5 1 0 2
mizoodk 6 3 4 5 1 2 0
mizodko 6 3 4 5 2 0 1
mizodok 6 3 4 5 2 1 0
miokodz 6 3 5 0 1 2 4
miokozd 6 3 5 0 1 4 2
miokdoz 6 3 5 0 2 1 4
miokdzo 6 3 5 0 2 4 1
miokzod 6 3 5 0 4 1 2
miokzdo 6 3 5 0 4 2 1
miookdz 6 3 5 1 0 2 4
miookzd 6 3 5 1 0 4 2
mioodkz 6 3 5 1 2 0 4
mioodzk 6 3 5 1 2 4 0
mioozkd 6 3 5 1 4 0 2
mioozdk 6 3 5 1 4 2 0
miodkoz 6 3 5 2 0 1 4
miodkzo 6 3 5 2 0 4 1
miodokz 6 3 5 2 1 0 4
miodozk 6 3 5 2 1 4 0
miodzko 6 3 5 2 4 0 1
miodzok 6 3 5 2 4 1 0
miozkod 6 3 5 4 0 1 2
miozkdo 6 3 5 4 0 2 1
miozokd 6 3 5 4 1 0 2
miozodk 6 3 5 4 1 2 0
miozdko 6 3 5 4 2 0 1
miozdok 6 3 5 4 2 1 0
mzkodio 6 4 0 1 2 3 5
mzkodoi 6 4 0 1 2 5 3
mzkoido 6 4 0 1 3 2 5
mzkoiod 6 4 0 1 3 5 2
mzkoodi 6 4 0 1 5 2 3
mzkooid 6 4 0 1 5 3 2
mzkdoio 6 4 0 2 1 3 5
mzkdooi 6 4 0 2 1 5 3
mzkdioo 6 4 0 2 3 1 5
mzkdioo 6 4 0 2 3 5 1
mzkdooi 6 4 0 2 5 1 3
mzkdoio 6 4 0 2 5 3 1
mzkiodo 6 4 0 3 1 2 5
mzkiood 6 4 0 3 1 5 2
mzkidoo 6 4 0 3 2 1 5
mzkidoo 6 4 0 3 2 5 1
mzkiood 6 4 0 3 5 1 2
mzkiodo 6 4 0 3 5 2 1
mzkoodi 6 4 0 5 1 2 3
mzkooid 6 4 0 5 1 3 2
mzkodoi 6 4 0 5 2 1 3
mzkodio 6 4 0 5 2 3 1
mzkoiod 6 4 0 5 3 1 2
mzkoido 6 4 0 5 3 2 1
mzokdio 6 4 1 0 2 3 5
mzokdoi 6 4 1 0 2 5 3
mzokido 6 4 1 0 3 2 5
mzokiod 6 4 1 0 3 5 2
mzokodi 6 4 1 0 5 2 3
mzokoid 6 4 1 0 5 3 2
mzodkio 6 4 1 2 0 3 5
mzodkoi 6 4 1 2 0 5 3
mzodiko 6 4 1 2 3 0 5
mzodiok 6 4 1 2 3 5 0
mzodoki 6 4 1 2 5 0 3
mzodoik 6 4 1 2 5 3 0
mzoikdo 6 4 1 3 0 2 5
mzoikod 6 4 1 3 0 5 2
mzoidko 6 4 1 3 2 0 5
mzoidok 6 4 1 3 2 5 0
mzoiokd 6 4 1 3 5 0 2
mzoiodk 6 4 1 3 5 2 0
mzookdi 6 4 1 5 0 2 3
mzookid 6 4 1 5 0 3 2
mzoodki 6 4 1 5 2 0 3
mzoodik 6 4 1 5 2 3 0
mzooikd 6 4 1 5 3 0 2
mzooidk 6 4 1 5 3 2 0
mzdkoio 6 4 2 0 1 3 5
mzdkooi 6 4 2 0 1 5 3
mzdkioo 6 4 2 0 3 1 5
mzdkioo 6 4 2 0 3 5 1
mzdkooi 6 4 2 0 5 1 3
mzdkoio 6 4 2 0 5 3 1
mzdokio 6 4 2 1 0 3 5
mzdokoi 6 4 2 1 0 5 3
mzdoiko 6 4 2 1 3 0 5
mzdoiok 6 4 2 1 3 5 0
mzdooki 6 4 2 1 5 0 3
mzdooik 6 4 2 1 5 3 0
mzdikoo 6 4 2 3 0 1 5
mzdikoo 6 4 2 3 0 5 1
mzdioko 6 4 2 3 1 0 5
mzdiook 6 4 2 3 1 5 0
mzdioko 6 4 2 3 5 0 1
