Shift: 2
cgvarge 0 1 2 3 4 5 6
gecrvag 5 6 0 4 2 3 1
gecragv 5 6 0 4 3 1 2
gecravg 5 6 0 4 3 2 1
gegcvar 5 6 1 0 2 3 4
gegcvra 5 6 1 0 2 4 3
gegcavr 5 6 1 0 3 2 4
gegcarv 5 6 1 0 3 4 2
gegcrva 5 6 1 0 4 2 3
gegcrav 5 6 1 0 4 3 2
gegvcar 5 6 1 2 0 3 4
gegvcra 5 6 1 2 0 4 3
gegvacr 5 6 1 2 3 0 4
gegvarc 5 6 1 2 3 4 0
gegvrca 5 6 1 2 4 0 3
gegvrac 5 6 1 2 4 3 0
gegacvr 5 6 1 3 0 2 4
gegacrv 5 6 1 3 0 4 2
gegavcr 5 6 1 3 2 0 4
gegavrc 5 6 1 3 2 4 0
gegarcv 5 6 1 3 4 0 2
gegarvc 5 6 1 3 4 2 0
gegrcva 5 6 1 4 0 2 3
gegrcav 5 6 1 4 0 3 2
gegrvca 5 6 1 4 2 0 3
gegrvac 5 6 1 4 2 3 0
gegracv 5 6 1 4 3 0 2
gegravc 5 6 1 4 3 2 0
gevcgar 5 6 2 0 1 3 4
gevcgra 5 6 2 0 1 4 3
gevcagr 5 6 2 0 3 1 4
gevcarg 5 6 2 0 3 4 1
gevcrga 5 6 2 0 4 1 3
gevcrag 5 6 2 0 4 3 1
gevgcar 5 6 2 1 0 3 4
gevgcra 5 6 2 1 0 4 3
gevgacr 5 6 2 1 3 0 4
gevgarc 5 6 2 1 3 4 0
gevgrca 5 6 2 1 4 0 3
gevgrac 5 6 2 1 4 3 0
gevacgr 5 6 2 3 0 1 4
gevacrg 5 6 2 3 0 4 1
gevagcr 5 6 2 3 1 0 4
gevagrc 5 6 2 3 1 4 0
gevarcg 5 6 2 3 4 0 1
gevargc 5 6 2 3 4 1 0
gevrcga 5 6 2 4 0 1 3
gevrcag 5 6 2 4 0 3 1
gevrgca 5 6 2 4 1 0 3
gevrgac 5 6 2 4 1 3 0
gevracg 5 6 2 4 3 0 1
gevragc 5 6 2 4 3 1 0
geacgvr 5 6 3 0 1 2 4
geacgrv 5 6 3 0 1 4 2
geacvgr 5 6 3 0 2 1 4
geacvrg 5 6 3 0 2 4 1
geacrgv 5 6 3 0 4 1 2
geacrvg 5 6 3 0 4 2 1
geagcvr 5 6 3 1 0 2 4
geagcrv 5 6 3 1 0 4 2
geagvcr 5 6 3 1 2 0 4
geagvrc 5 6 3 1 2 4 0
geagrcv 5 6 3 1 4 0 2
geagrvc 5 6 3 1 4 2 0
geavcgr 5 6 3 2 0 1 4
geavcrg 5 6 3 2 0 4 1
geavgcr 5 6 3 2 1 0 4
geavgrc 5 6 3 2 1 4 0
geavrcg 5 6 3 2 4 0 1
geavrgc 5 6 3 2 4 1 0
gearcgv 5 6 3 4 0 1 2
gearcvg 5 6 3 4 0 2 1
geargcv 5 6 3 4 1 0 2
geargvc 5 6 3 4 1 2 0
gearvcg 5 6 3 4 2 0 1
gearvgc 5 6 3 4 2 1 0
gercgva 5 6 4 0 1 2 3
gercgav 5 6 4 0 1 3 2
gercvga 5 6 4 0 2 1 3
gercvag 5 6 4 0 2 3 1
gercagv 5 6 4 0 3 1 2
gercavg 5 6 4 0 3 2 1
gergcva 5 6 4 1 0 2 3
gergcav 5 6 4 1 0 3 2
gergvca 5 6 4 1 2 0 3
gergvac 5 6 4 1 2 3 0
gergacv 5 6 4 1 3 0 2
gergavc 5 6 4 1 3 2 0
gervcga 5 6 4 2 0 1 3
gervcag 5 6 4 2 0 3 1
gervgca 5 6 4 2 1 0 3
gervgac 5 6 4 2 1 3 0
gervacg 5 6 4 2 3 0 1
gervagc 5 6 4 2 3 1 0
geracgv 5 6 4 3 0 1 2
geracvg 5 6 4 3 0 2 1
geragcv 5 6 4 3 1 0 2
geragvc 5 6 4 3 1 2 0
geravcg 5 6 4 3 2 0 1
geravgc 5 6 4 3 2 1 0
ecgvarg 6 0 1 2 3 4 5
ecgvagr 6 0 1 2 3 5 4
ecgvrag 6 0 1 2 4 3 5
ecgvrga 6 0 1 2 4 5 3
ecgvgar 6 0 1 2 5 3 4
ecgvgra 6 0 1 2 5 4 3
ecgavrg 6 0 1 3 2 4 5
ecgavgr 6 0 1 3 2 5 4
ecgarvg 6 0 1 3 4 2 5
ecgargv 6 0 1 3 4 5 2
ecgagvr 6 0 1 3 5 2 4
ecgagrv 6 0 1 3 5 4 2
ecgrvag 6 0 1 4 2 3 5
ecgrvga 6 0 1 4 2 5 3
ecgravg 6 0 1 4 3 2 5
ecgragv 6 0 1 4 3 5 2
ecgrgva 6 0 1 4 5 2 3
ecgrgav 6 0 1 4 5 3 2
ecggvar 6 0 1 5 2 3 4
ecggvra 6 0 1 5 2 4 3
ecggavr 6 0 1 5 3 2 4
ecggarv 6 0 1 5 3 4 2
ecggrva 6 0 1 5 4 2 3
ecggrav 6 0 1 5 4 3 2
ecvgarg 6 0 2 1 3 4 5
ecvgagr 6 0 2 1 3 5 4
ecvgrag 6 0 2 1 4 3 5
ecvgrga 6 0 2 1 4 5 3
ecvggar 6 0 2 1 5 3 4
ecvggra 6 0 2 1 5 4 3
ecvagrg 6 0 2 3 1 4 5
ecvaggr 6 0 2 3 1 5 4
ecvargg 6 0 2 3 4 1 5
ecvargg 6 0 2 3 4 5 1
ecvaggr 6 0 2 3 5 1 4
ecvagrg 6 0 2 3 5 4 1
ecvrgag 6 0 2 4 1 3 5
ecvrgga 6 0 2 4 1 5 3
ecvragg 6 0 2 4 3 1 5
ecvragg 6 0 2 4 3 5 1
ecvrgga 6 0 2 4 5 1 3
ecvrgag 6 0 2 4 5 3 1
ecvggar 6 0 2 5 1 3 4
ecvggra 6 0 2 5 1 4 3
ecvgagr 6 0 2 5 3 1 4
ecvgarg 6 0 2 5 3 4 1
ecvgrga 6 0 2 5 4 1 3
ecvgrag 6 0 2 5 4 3 1
ecagvrg 6 0 3 1 2 4 5
ecagvgr 6 0 3 1 2 5 4
ecagrvg 6 0 3 1 4 2 5
ecagrgv 6 0 3 1 4 5 2
ecaggvr 6 0 3 1 5 2 4
ecaggrv 6 0 3 1 5 4 2
ecavgrg 6 0 3 2 1 4 5
ecavggr 6 0 3 2 1 5 4
ecavrgg 6 0 3 2 4 1 5
ecavrgg 6 0 3 2 4 5 1
ecavggr 6 0 3 2 5 1 4
ecavgrg 6 0 3 2 5 4 1
ecargvg 6 0 3 4 1 2 5
ecarggv 6 0 3 4 1 5 2
ecarvgg 6 0 3 4 2 1 5
ecarvgg 6 0 3 4 2 5 1
ecarggv 6 0 3 4 5 1 2
ecargvg 6 0 3 4 5 2 1
ecaggvr 6 0 3 5 1 2 4
ecaggrv 6 0 3 5 1 4 2
ecagvgr 6 0 3 5 2 1 4
ecagvrg 6 0 3 5 2 4 1
ecagrgv 6 0 3 5 4 1 2
ecagrvg 6 0 3 5 4 2 1
ecrgvag 6 0 4 1 2 3 5
ecrgvga 6 0 4 1 2 5 3
ecrgavg 6 0 4 1 3 2 5
ecrgagv 6 0 4 1 3 5 2
ecrggva 6 0 4 1 5 2 3
ecrggav 6 0 4 1 5 3 2
ecrvgag 6 0 4 2 1 3 5
ecrvgga 6 0 4 2 1 5 3
ecrvagg 6 0 4 2 3 1 5
ecrvagg 6 0 4 2 3 5 1
ecrvgga 6 0 4 2 5 1 3
ecrvgag 6 0 4 2 5 3 1
ecragvg 6 0 4 3 1 2 5
ecraggv 6 0 4 3 1 5 2
ecravgg 6 0 4 3 2 1 5
ecravgg 6 0 4 3 2 5 1
ecraggv 6 0 4 3 5 1 2
ecragvg 6 0 4 3 5 2 1
ecrggva 6 0 4 5 1 2 3
ecrggav 6 0 4 5 1 3 2
ecrgvga 6 0 4 5 2 1 3
ecrgvag 6 0 4 5 2 3 1
ecrgagv 6 0 4 5 3 1 2
ecrgavg 6 0 4 5 3 2 1
ecggvar 6 0 5 1 2 3 4
ecggvra 6 0 5 1 2 4 3
ecggavr 6 0 5 1 3 2 4
ecggarv 6 0 5 1 3 4 2
ecggrva 6 0 5 1 4 2 3
ecggrav 6 0 5 1 4 3 2
ecgvgar 6 0 5 2 1 3 4
ecgvgra 6 0 5 2 1 4 3
ecgvagr 6 0 5 2 3 1 4
ecgvarg 6 0 5 2 3 4 1
ecgvrga 6 0 5 2 4 1 3
ecgvrag 6 0 5 2 4 3 1
ecgagvr 6 0 5 3 1 2 4
ecgagrv 6 0 5 3 1 4 2
ecgavgr 6 0 5 3 2 1 4
ecgavrg 6 0 5 3 2 4 1
ecgargv 6 0 5 3 4 1 2
ecgarvg 6 0 5 3 4 2 1
ecgrgva 6 0 5 4 1 2 3
ecgrgav 6 0 5 4 1 3 2
ecgrvga 6 0 5 4 2 1 3
ecgrvag 6 0 5 4 2 3 1
ecgragv 6 0 5 4 3 1 2
ecgravg 6 0 5 4 3 2 1
egcvarg 6 1 0 2 3 4 5
egcvagr 6 1 0 2 3 5 4
egcvrag 6 1 0 2 4 3 5
egcvrga 6 1 0 2 4 5 3
egcvgar 6 1 0 2 5 3 4
egcvgra 6 1 0 2 5 4 3
egcavrg 6 1 0 3 2 4 5
egcavgr 6 1 0 3 2 5 4
egcarvg 6 1 0 3 4 2 5
egcargv 6 1 0 3 4 5 2
egcagvr 6 1 0 3 5 2 4
egcagrv 6 1 0 3 5 4 2
egcrvag 6 1 0 4 2 3 5
egcrvga 6 1 0 4 2 5 3
egcravg 6 1 0 4 3 2 5
egcragv 6 1 0 4 3 5 2
egcrgva 6 1 0 4 5 2 3
egcrgav 6 1 0 4 5 3 2
egcgvar 6 1 0 5 2 3 4
egcgvra 6 1 0 5 2 4 3
egcgavr 6 1 0 5 3 2 4
egcgarv 6 1 0 5 3 4 2
egcgrva 6 1 0 5 4 2 3
egcgrav 6 1 0 5 4 3 2
egvcarg 6 1 2 0 3 4 5
egvcagr 6 1 2 0 3 5 4
egvcrag 6 1 2 0 4 3 5
egvcrga 6 1 2 0 4 5 3
egvcgar 6 1 2 0 5 3 4
egvcgra 6 1 2 0 5 4 3
egvacrg 6 1 2 3 0 4 5
egvacgr 6 1 2 3 0 5 4
egvarcg 6 1 2 3 4 0 5
egvargc 6 1 2 3 4 5 0
egvagcr 6 1 2 3 5 0 4
egvagrc 6 1 2 3 5 4 0
egvrcag 6 1 2 4 0 3 5
egvrcga 6 1 2 4 0 5 3
egvracg 6 1 2 4 3 0 5
egvragc 6 1 2 4 3 5 0
egvrgca 6 1 2 4 5 0 3
egvrgac 6 1 2 4 5 3 0
egvgcar 6 1 2 5 0 3 4
egvgcra 6 1 2 5 0 4 3
egvgacr 6 1 2 5 3 0 4
egvgarc 6 1 2 5 3 4 0
egvgrca 6 1 2 5 4 0 3
egvgrac 6 1 2 5 4 3 0
egacvrg 6 1 3 0 2 4 5
egacvgr 6 1 3 0 2 5 4
egacrvg 6 1 3 0 4 2 5
egacrgv 6 1 3 0 4 5 2
egacgvr 6 1 3 0 5 2 4
egacgrv 6 1 3 0 5 4 2
egavcrg 6 1 3 2 0 4 5
egavcgr 6 1 3 2 0 5 4
egavrcg 6 1 3 2 4 0 5
egavrgc 6 1 3 2 4 5 0
egavgcr 6 1 3 2 5 0 4
egavgrc 6 1 3 2 5 4 0
egarcvg 6 1 3 4 0 2 5
egarcgv 6 1 3 4 0 5 2
egarvcg 6 1 3 4 2 0 5
egarvgc 6 1 3 4 2 5 0
egargcv 6 1 3 4 5 0 2
egargvc 6 1 3 4 5 2 0
egagcvr 6 1 3 5 0 2 4
egagcrv 6 1 3 5 0 4 2
egagvcr 6 1 3 5 2 0 4
egagvrc 6 1 3 5 2 4 0
egagrcv 6 1 3 5 4 0 2
egagrvc 6 1 3 5 4 2 0
egrcvag 6 1 4 0 2 3 5
egrcvga 6 1 4 0 2 5 3
egrcavg 6 1 4 0 3 2 5
egrcagv 6 1 4 0 3 5 2
egrcgva 6 1 4 0 5 2 3
egrcgav 6 1 4 0 5 3 2
egrvcag 6 1 4 2 0 3 5
egrvcga 6 1 4 2 0 5 3
egrvacg 6 1 4 2 3 0 5
egrvagc 6 1 4 2 3 5 0
egrvgca 6 1 4 2 5 0 3
egrvgac 6 1 4 2 5 3 0
egracvg 6 1 4 3 0 2 5
egracgv 6 1 4 3 0 5 2
egravcg 6 1 4 3 2 0 5
egravgc 6 1 4 3 2 5 0
egragcv 6 1 4 3 5 0 2
egragvc 6 1 4 3 5 2 0
egrgcva 6 1 4 5 0 2 3
egrgcav 6 1 4 5 0 3 2
egrgvca 6 1 4 5 2 0 3
egrgvac 6 1 4 5 2 3 0
egrgacv 6 1 4 5 3 0 2
egrgavc 6 1 4 5 3 2 0
eggcvar 6 1 5 0 2 3 4
eggcvra 6 1 5 0 2 4 3
eggcavr 6 1 5 0 3 2 4
eggcarv 6 1 5 0 3 4 2
eggcrva 6 1 5 0 4 2 3
eggcrav 6 1 5 0 4 3 2
eggvcar 6 1 5 2 0 3 4
eggvcra 6 1 5 2 0 4 3
eggvacr 6 1 5 2 3 0 4
eggvarc 6 1 5 2 3 4 0
eggvrca 6 1 5 2 4 0 3
eggvrac 6 1 5 2 4 3 0
eggacvr 6 1 5 3 0 2 4
eggacrv 6 1 5 3 0 4 2
eggavcr 6 1 5 3 2 0 4
eggavrc 6 1 5 3 2 4 0
eggarcv 6 1 5 3 4 0 2
eggarvc 6 1 5 3 4 2 0
eggrcva 6 1 5 4 0 2 3
eggrcav 6 1 5 4 0 3 2
eggrvca 6 1 5 4 2 0 3
eggrvac 6 1 5 4 2 3 0
eggracv 6 1 5 4 3 0 2
eggravc 6 1 5 4 3 2 0
evcgarg 6 2 0 1 3 4 5
evcgagr 6 2 0 1 3 5 4
evcgrag 6 2 0 1 4 3 5
evcgrga 6 2 0 1 4 5 3
evcggar 6 2 0 1 5 3 4
evcggra 6 2 0 1 5 4 3
evcagrg 6 2 0 3 1 4 5
evcaggr 6 2 0 3 1 5 4
evcargg 6 2 0 3 4 1 5
evcargg 6 2 0 3 4 5 1
evcaggr 6 2 0 3 5 1 4
evcagrg 6 2 0 3 5 4 1
evcrgag 6 2 0 4 1 3 5
evcrgga 6 2 0 4 1 5 3
evcragg 6 2 0 4 3 1 5
evcragg 6 2 0 4 3 5 1
evcrgga 6 2 0 4 5 1 3
evcrgag 6 2 0 4 5 3 1
evcggar 6 2 0 5 1 3 4
evcggra 6 2 0 5 1 4 3
evcgagr 6 2 0 5 3 1 4
evcgarg 6 2 0 5 3 4 1
evcgrga 6 2 0 5 4 1 3
evcgrag 6 2 0 5 4 3 1
evgcarg 6 2 1 0 3 4 5
evgcagr 6 2 1 0 3 5 4
evgcrag 6 2 1 0 4 3 5
evgcrga 6 2 1 0 4 5 3
evgcgar 6 2 1 0 5 3 4
evgcgra 6 2 1 0 5 4 3
evgacrg 6 2 1 3 0 4 5
evgacgr 6 2 1 3 0 5 4
evgarcg 6 2 1 3 4 0 5
evgargc 6 2 1 3 4 5 0
evgagcr 6 2 1 3 5 0 4
evgagrc 6 2 1 3 5 4 0
evgrcag 6 2 1 4 0 3 5
evgrcga 6 2 1 4 0 5 3
evgracg 6 2 1 4 3 0 5
evgragc 6 2 1 4 3 5 0
evgrgca 6 2 1 4 5 0 3
evgrgac 6 2 1 4 5 3 0
evggcar 6 2 1 5 0 3 4
evggcra 6 2 1 5 0 4 3
evggacr 6 2 1 5 3 0 4
evggarc 6 2 1 5 3 4 0
evggrca 6 2 1 5 4 0 3
evggrac 6 2 1 5 4 3 0
evacgrg 6 2 3 0 1 4 5
evacggr 6 2 3 0 1 5 4
evacrgg 6 2 3 0 4 1 5
evacrgg 6 2 3 0 4 5 1
evacggr 6 2 3 0 5 1 4
evacgrg 6 2 3 0 5 4 1
evagcrg 6 2 3 1 0 4 5
evagcgr 6 2 3 1 0 5 4
evagrcg 6 2 3 1 4 0 5
evagrgc 6 2 3 1 4 5 0
evaggcr 6 2 3 1 5 0 4
evaggrc 6 2 3 1 5 4 0
evarcgg 6 2 3 4 0 1 5
evarcgg 6 2 3 4 0 5 1
evargcg 6 2 3 4 1 0 5
evarggc 6 2 3 4 1 5 0
evargcg 6 2 3 4 5 0 1
evarggc 6 2 3 4 5 1 0
evagcgr 6 2 3 5 0 1 4
evagcrg 6 2 3 5 0 4 1
evaggcr 6 2 3 5 1 0 4
evaggrc 6 2 3 5 1 4 0
evagrcg 6 2 3 5 4 0 1
evagrgc 6 2 3 5 4 1 0
evrcgag 6 2 4 0 1 3 5
evrcgga 6 2 4 0 1 5 3
evrcagg 6 2 4 0 3 1 5
evrcagg 6 2 4 0 3 5 1
evrcgga 6 2 4 0 5 1 3
evrcgag 6 2 4 0 5 3 1
evrgcag 6 2 4 1 0 3 5
evrgcga 6 2 4 1 0 5 3
evrgacg 6 2 4 1 3 0 5
evrgagc 6 2 4 1 3 5 0
evrggca 6 2 4 1 5 0 3
evrggac 6 2 4 1 5 3 0
evracgg 6 2 4 3 0 1 5
evracgg 6 2 4 3 0 5 1
evragcg 6 2 4 3 1 0 5
evraggc 6 2 4 3 1 5 0
evragcg 6 2 4 3 5 0 1
evraggc 6 2 4 3 5 1 0
evrgcga 6 2 4 5 0 1 3
evrgcag 6 2 4 5 0 3 1
evrggca 6 2 4 5 1 0 3
evrggac 6 2 4 5 1 3 0
evrgacg 6 2 4 5 3 0 1
evrgagc 6 2 4 5 3 1 0
evgcgar 6 2 5 0 1 3 4
evgcgra 6 2 5 0 1 4 3
evgcagr 6 2 5 0 3 1 4
evgcarg 6 2 5 0 3 4 1
evgcrga 6 2 5 0 4 1 3
evgcrag 6 2 5 0 4 3 1
evggcar 6 2 5 1 0 3 4
evggcra 6 2 5 1 0 4 3
evggacr 6 2 5 1 3 0 4
evggarc 6 2 5 1 3 4 0
evggrca 6 2 5 1 4 0 3
evggrac 6 2 5 1 4 3 0
evgacgr 6 2 5 3 0 1 4
evgacrg 6 2 5 3 0 4 1
evgagcr 6 2 5 3 1 0 4
evgagrc 6 2 5 3 1 4 0
evgarcg 6 2 5 3 4 0 1
evgargc 6 2 5 3 4 1 0
evgrcga 6 2 5 4 0 1 3
evgrcag 6 2 5 4 0 3 1
evgrgca 6 2 5 4 1 0 3
evgrgac 6 2 5 4 1 3 0
evgracg 6 2 5 4 3 0 1
evgragc 6 2 5 4 3 1 0
eacgvrg 6 3 0 1 2 4 5
eacgvgr 6 3 0 1 2 5 4
eacgrvg 6 3 0 1 4 2 5
eacgrgv 6 3 0 1 4 5 2
eacggvr 6 3 0 1 5 2 4
eacggrv 6 3 0 1 5 4 2
eacvgrg 6 3 0 2 1 4 5
eacvggr 6 3 0 2 1 5 4
eacvrgg 6 3 0 2 4 1 5
eacvrgg 6 3 0 2 4 5 1
eacvggr 6 3 0 2 5 1 4
eacvgrg 6 3 0 2 5 4 1
eacrgvg 6 3 0 4 1 2 5
eacrggv 6 3 0 4 1 5 2
eacrvgg 6 3 0 4 2 1 5
eacrvgg 6 3 0 4 2 5 1
eacrggv 6 3 0 4 5 1 2
eacrgvg 6 3 0 4 5 2 1
eacggvr 6 3 0 5 1 2 4
eacggrv 6 3 0 5 1 4 2
eacgvgr 6 3 0 5 2 1 4
eacgvrg 6 3 0 5 2 4 1
eacgrgv 6 3 0 5 4 1 2
eacgrvg 6 3 0 5 4 2 1
eagcvrg 6 3 1 0 2 4 5
eagcvgr 6 3 1 0 2 5 4
eagcrvg 6 3 1 0 4 2 5
eagcrgv 6 3 1 0 4 5 2
eagcgvr 6 3 1 0 5 2 4
eagcgrv 6 3 1 0 5 4 2
eagvcrg 6 3 1 2 0 4 5
eagvcgr 6 3 1 2 0 5 4
eagvrcg 6 3 1 2 4 0 5
eagvrgc 6 3 1 2 4 5 0
eagvgcr 6 3 1 2 5 0 4
eagvgrc 6 3 1 2 5 4 0
eagrcvg 6 3 1 4 0 2 5
eagrcgv 6 3 1 4 0 5 2
eagrvcg 6 3 1 4 2 0 5
eagrvgc 6 3 1 4 2 5 0
eagrgcv 6 3 1 4 5 0 2
eagrgvc 6 3 1 4 5 2 0
eaggcvr 6 3 1 5 0 2 4
eaggcrv 6 3 1 5 0 4 2
eaggvcr 6 3 1 5 2 0 4
eaggvrc 6 3 1 5 2 4 0
eaggrcv 6 3 1 5 4 0 2
eaggrvc 6 3 1 5 4 2 0
eavcgrg 6 3 2 0 1 4 5
eavcggr 6 3 2 0 1 5 4
eavcrgg 6 3 2 0 4 1 5
eavcrgg 6 3 2 0 4 5 1
eavcggr 6 3 2 0 5 1 4
eavcgrg 6 3 2 0 5 4 1
eavgcrg 6 3 2 1 0 4 5
eavgcgr 6 3 2 1 0 5 4
eavgrcg 6 3 2 1 4 0 5
eavgrgc 6 3 2 1 4 5 0
eavggcr 6 3 2 1 5 0 4
eavggrc 6 3 2 1 5 4 0
eavrcgg 6 3 2 4 0 1 5
eavrcgg 6 3 2 4 0 5 1
eavrgcg 6 3 2 4 1 0 5
eavrggc 6 3 2 4 1 5 0
eavrgcg 6 3 2 4 5 0 1
eavrggc 6 3 2 4 5 1 0
eavgcgr 6 3 2 5 0 1 4
eavgcrg 6 3 2 5 0 4 1
eavggcr 6 3 2 5 1 0 4
eavggrc 6 3 2 5 1 4 0
eavgrcg 6 3 2 5 4 0 1
eavgrgc 6 3 2 5 4 1 0
earcgvg 6 3 4 0 1 2 5
earcggv 6 3 4 0 1 5 2
earcvgg 6 3 4 0 2 1 5
earcvgg 6 3 4 0 2 5 1
earcggv 6 3 4 0 5 1 2
earcgvg 6 3 4 0 5 2 1
eargcvg 6 3 4 1 0 2 5
eargcgv 6 3 4 1 0 5 2
eargvcg 6 3 4 1 2 0 5
eargvgc 6 3 4 1 2 5 0
earggcv 6 3 4 1 5 0 2
earggvc 6 3 4 1 5 2 0
earvcgg 6 3 4 2 0 1 5
earvcgg 6 3 4 2 0 5 1
earvgcg 6 3 4 2 1 0 5
earvggc 6 3 4 2 1 5 0
earvgcg 6 3 4 2 5 0 1
earvggc 6 3 4 2 5 1 0
eargcgv 6 3 4 5 0 1 2
eargcvg 6 3 4 5 0 2 1
earggcv 6 3 4 5 1 0 2
earggvc 6 3 4 5 1 2 0
eargvcg 6 3 4 5 2 0 1
eargvgc 6 3 4 5 2 1 0
eagcgvr 6 3 5 0 1 2 4
eagcgrv 6 3 5 0 1 4 2
eagcvgr 6 3 5 0 2 1 4
eagcvrg 6 3 5 0 2 4 1
eagcrgv 6 3 5 0 4 1 2
eagcrvg 6 3 5 0 4 2 1
eaggcvr 6 3 5 1 0 2 4
eaggcrv 6 3 5 1 0 4 2
eaggvcr 6 3 5 1 2 0 4
eaggvrc 6 3 5 1 2 4 0
eaggrcv 6 3 5 1 4 0 2
eaggrvc 6 3 5 1 4 2 0
eagvcgr 6 3 5 2 0 1 4
eagvcrg 6 3 5 2 0 4 1
eagvgcr 6 3 5 2 1 0 4
eagvgrc 6 3 5 2 1 4 0
eagvrcg 6 3 5 2 4 0 1
eagvrgc 6 3 5 2 4 1 0
eagrcgv 6 3 5 4 0 1 2
eagrcvg 6 3 5 4 0 2 1
eagrgcv 6 3 5 4 1 0 2
eagrgvc 6 3 5 4 1 2 0
eagrvcg 6 3 5 4 2 0 1
eagrvgc 6 3 5 4 2 1 0
ercgvag 6 4 0 1 2 3 5
ercgvga 6 4 0 1 2 5 3
ercgavg 6 4 0 1 3 2 5
ercgagv 6 4 0 1 3 5 2
ercggva 6 4 0 1 5 2 3
ercggav 6 4 0 1 5 3 2
ercvgag 6 4 0 2 1 3 5
ercvgga 6 4 0 2 1 5 3
ercvagg 6 4 0 2 3 1 5
ercvagg 6 4 0 2 3 5 1
ercvgga 6 4 0 2 5 1 3
ercvgag 6 4 0 2 5 3 1
ercagvg 6 4 0 3 1 2 5
ercaggv 6 4 0 3 1 5 2
ercavgg 6 4 0 3 2 1 5
ercavgg 6 4 0 3 2 5 1
ercaggv 6 4 0 3 5 1 2
ercagvg 6 4 0 3 5 2 1
ercggva 6 4 0 5 1 2 3
ercggav 6 4 0 5 1 3 2
ercgvga 6 4 0 5 2 1 3
ercgvag 6 4 0 5 2 3 1
ercgagv 6 4 0 5 3 1 2
ercgavg 6 4 0 5 3 2 1
ergcvag 6 4 1 0 2 3 5
ergcvga 6 4 1 0 2 5 3
ergcavg 6 4 1 0 3 2 5
ergcagv 6 4 1 0 3 5 2
ergcgva 6 4 1 0 5 2 3
ergcgav 6 4 1 0 5 3 2
ergvcag 6 4 1 2 0 3 5
ergvcga 6 4 1 2 0 5 3
ergvacg 6 4 1 2 3 0 5
ergvagc 6 4 1 2 3 5 0
ergvgca 6 4 1 2 5 0 3
ergvgac 6 4 1 2 5 3 0
ergacvg 6 4 1 3 0 2 5
ergacgv 6 4 1 3 0 5 2
ergavcg 6 4 1 3 2 0 5
ergavgc 6 4 1 3 2 5 0
ergagcv 6 4 1 3 5 0 2
ergagvc 6 4 1 3 5 2 0
erggcva 6 4 1 5 0 2 3
erggcav 6 4 1 5 0 3 2
erggvca 6 4 1 5 2 0 3
erggvac 6 4 1 5 2 3 0
erggacv 6 4 1 5 3 0 2
erggavc 6 4 1 5 3 2 0
ervcgag 6 4 2 0 1 3 5
ervcgga 6 4 2 0 1 5 3
ervcagg 6 4 2 0 3 1 5
ervcagg 6 4 2 0 3 5 1
ervcgga 6 4 2 0 5 1 3
ervcgag 6 4 2 0 5 3 1
ervgcag 6 4 2 1 0 3 5
ervgcga 6 4 2 1 0 5 3
ervgacg 6 4 2 1 3 0 5
ervgagc 6 4 2 1 3 5 0
ervggca 6 4 2 1 5 0 3
ervggac 6 4 2 1 5 3 0
ervacgg 6 4 2 3 0 1 5
ervacgg 6 4 2 3 0 5 1
ervagcg 6 4 2 3 1 0 5
ervaggc 6 4 2 3 1 5 0
ervagcg 6 4 2 3 5 0 1
ervaggc 6 4 2 3 5 1 0
ervgcga 6 4 2 5 0 1 3
ervgcag 6 4 2 5 0 3 1
ervggca 6 4 2 5 1 0 3
ervggac 6 4 2 5 1 3 0
ervgacg 6 4 2 5 3 0 1
ervgagc 6 4 2 5 3 1 0
eracgvg 6 4 3 0 1 2 5
eracggv 6 4 3 0 1 5 2
eracvgg 6 4 3 0 2 1 5
eracvgg 6 4 3 0 2 5 1
eracggv 6 4 3 0 5 1 2
eracgvg 6 4 3 0 5 2 1
eragcvg 6 4 3 1 0 2 5
eragcgv 6 4 3 1 0 5 2
eragvcg 6 4 3 1 2 0 5
eragvgc 6 4 3 1 2 5 0
eraggcv 6 4 3 1 5 0 2
eraggvc 6 4 3 1 5 2 0
eravcgg 6 4 3 2 0 1 5
eravcgg 6 4 3 2 0 5 1
eravgcg 6 4 3 2 1 0 5
eravggc 6 4 3 2 1 5 0
eravgcg 6 4 3 2 5 0 1
eravggc 6 4 3 2 5 1 0
eragcgv 6 4 3 5 0 1 2
eragcvg 6 4 3 5 0 2 1
eraggcv 6 4 3 5 1 0 2
eraggvc 6 4 3 5 1 2 0
eragvcg 6 4 3 5 2 0 1
eragvgc 6 4 3 5 2 1 0
ergcgva 6 4 5 0 1 2 3
ergcgav 6 4 5 0 1 3 2
ergcvga 6 4 5 0 2 1 3
ergcvag 6 4 5 0 2 3 1
ergcagv 6 4 5 0 3 1 2
ergcavg 6 4 5 0 3 2 1
erggcva 6 4 5 1 0 2 3
erggcav 6 4 5 1 0 3 2
erggvca 6 4 5 1 2 0 3
erggvac 6 4 5 1 2 3 0
erggacv 6 4 5 1 3 0 2
erggavc 6 4 5 1 3 2 0
ergvcga 6 4 5 2 0 1 3
ergvcag 6 4 5 2 0 3 1
ergvgca 6 4 5 2 1 0 3
ergvgac 6 4 5 2 1 3 0
ergvacg 6 4 5 2 3 0 1
ergvagc 6 4 5 2 3 1 0
ergacgv 6 4 5 3 0 1 2
ergacvg 6 4 5 3 0 2 1
ergagcv 6 4 5 3 1 0 2
