Shift: 11
lpejapn 0 1 2 3 4 5 6
panjpel 5 4 6 3 1 2 0
panjelp 5 4 6 3 2 0 1
panjepl 5 4 6 3 2 1 0
pnlpeja 5 6 0 1 2 3 4
pnlpeaj 5 6 0 1 2 4 3
pnlpjea 5 6 0 1 3 2 4
pnlpjae 5 6 0 1 3 4 2
pnlpaej 5 6 0 1 4 2 3
pnlpaje 5 6 0 1 4 3 2
pnlepja 5 6 0 2 1 3 4
pnlepaj 5 6 0 2 1 4 3
pnlejpa 5 6 0 2 3 1 4
pnlejap 5 6 0 2 3 4 1
pnleapj 5 6 0 2 4 1 3
pnleajp 5 6 0 2 4 3 1
pnljpea 5 6 0 3 1 2 4
pnljpae 5 6 0 3 1 4 2
pnljepa 5 6 0 3 2 1 4
pnljeap 5 6 0 3 2 4 1
pnljape 5 6 0 3 4 1 2
pnljaep 5 6 0 3 4 2 1
pnlapej 5 6 0 4 1 2 3
pnlapje 5 6 0 4 1 3 2
pnlaepj 5 6 0 4 2 1 3
pnlaejp 5 6 0 4 2 3 1
pnlajpe 5 6 0 4 3 1 2
pnlajep 5 6 0 4 3 2 1
pnpleja 5 6 1 0 2 3 4
pnpleaj 5 6 1 0 2 4 3
pnpljea 5 6 1 0 3 2 4
pnpljae 5 6 1 0 3 4 2
pnplaej 5 6 1 0 4 2 3
pnplaje 5 6 1 0 4 3 2
pnpelja 5 6 1 2 0 3 4
pnpelaj 5 6 1 2 0 4 3
pnpejla 5 6 1 2 3 0 4
pnpejal 5 6 1 2 3 4 0
pnpealj 5 6 1 2 4 0 3
pnpeajl 5 6 1 2 4 3 0
pnpjlea 5 6 1 3 0 2 4
pnpjlae 5 6 1 3 0 4 2
pnpjela 5 6 1 3 2 0 4
pnpjeal 5 6 1 3 2 4 0
pnpjale 5 6 1 3 4 0 2
pnpjael 5 6 1 3 4 2 0
pnpalej 5 6 1 4 0 2 3
pnpalje 5 6 1 4 0 3 2
pnpaelj 5 6 1 4 2 0 3
pnpaejl 5 6 1 4 2 3 0
pnpajle 5 6 1 4 3 0 2
pnpajel 5 6 1 4 3 2 0
pnelpja 5 6 2 0 1 3 4
pnelpaj 5 6 2 0 1 4 3
pneljpa 5 6 2 0 3 1 4
pneljap 5 6 2 0 3 4 1
pnelapj 5 6 2 0 4 1 3
pnelajp 5 6 2 0 4 3 1
pneplja 5 6 2 1 0 3 4
pneplaj 5 6 2 1 0 4 3
pnepjla 5 6 2 1 3 0 4
pnepjal 5 6 2 1 3 4 0
pnepalj 5 6 2 1 4 0 3
pnepajl 5 6 2 1 4 3 0
pnejlpa 5 6 2 3 0 1 4
pnejlap 5 6 2 3 0 4 1
pnejpla 5 6 2 3 1 0 4
pnejpal 5 6 2 3 1 4 0
pnejalp 5 6 2 3 4 0 1
pnejapl 5 6 2 3 4 1 0
pnealpj 5 6 2 4 0 1 3
pnealjp 5 6 2 4 0 3 1
pneaplj 5 6 2 4 1 0 3
pneapjl 5 6 2 4 1 3 0
pneajlp 5 6 2 4 3 0 1
pneajpl 5 6 2 4 3 1 0
pnjlpea 5 6 3 0 1 2 4
pnjlpae 5 6 3 0 1 4 2
pnjlepa 5 6 3 0 2 1 4
pnjleap 5 6 3 0 2 4 1
pnjlape 5 6 3 0 4 1 2
pnjlaep 5 6 3 0 4 2 1
pnjplea 5 6 3 1 0 2 4
pnjplae 5 6 3 1 0 4 2
pnjpela 5 6 3 1 2 0 4
pnjpeal 5 6 3 1 2 4 0
pnjpale 5 6 3 1 4 0 2
pnjpael 5 6 3 1 4 2 0
pnjelpa 5 6 3 2 0 1 4
pnjelap 5 6 3 2 0 4 1
pnjepla 5 6 3 2 1 0 4
pnjepal 5 6 3 2 1 4 0
pnjealp 5 6 3 2 4 0 1
pnjeapl 5 6 3 2 4 1 0
pnjalpe 5 6 3 4 0 1 2
pnjalep 5 6 3 4 0 2 1
pnjaple 5 6 3 4 1 0 2
pnjapel 5 6 3 4 1 2 0
pnjaelp 5 6 3 4 2 0 1
pnjaepl 5 6 3 4 2 1 0
pnalpej 5 6 4 0 1 2 3
pnalpje 5 6 4 0 1 3 2
pnalepj 5 6 4 0 2 1 3
pnalejp 5 6 4 0 2 3 1
pnaljpe 5 6 4 0 3 1 2
pnaljep 5 6 4 0 3 2 1
pnaplej 5 6 4 1 0 2 3
pnaplje 5 6 4 1 0 3 2
pnapelj 5 6 4 1 2 0 3
pnapejl 5 6 4 1 2 3 0
pnapjle 5 6 4 1 3 0 2
pnapjel 5 6 4 1 3 2 0
pnaelpj 5 6 4 2 0 1 3
pnaeljp 5 6 4 2 0 3 1
pnaeplj 5 6 4 2 1 0 3
pnaepjl 5 6 4 2 1 3 0
pnaejlp 5 6 4 2 3 0 1
pnaejpl 5 6 4 2 3 1 0
pnajlpe 5 6 4 3 0 1 2
pnajlep 5 6 4 3 0 2 1
pnajple 5 6 4 3 1 0 2
pnajpel 5 6 4 3 1 2 0
pnajelp 5 6 4 3 2 0 1
pnajepl 5 6 4 3 2 1 0
nlpejap 6 0 1 2 3 4 5
nlpejpa 6 0 1 2 3 5 4
nlpeajp 6 0 1 2 4 3 5
nlpeapj 6 0 1 2 4 5 3
nlpepja 6 0 1 2 5 3 4
nlpepaj 6 0 1 2 5 4 3
nlpjeap 6 0 1 3 2 4 5
nlpjepa 6 0 1 3 2 5 4
nlpjaep 6 0 1 3 4 2 5
nlpjape 6 0 1 3 4 5 2
nlpjpea 6 0 1 3 5 2 4
nlpjpae 6 0 1 3 5 4 2
nlpaejp 6 0 1 4 2 3 5
nlpaepj 6 0 1 4 2 5 3
nlpajep 6 0 1 4 3 2 5
nlpajpe 6 0 1 4 3 5 2
nlpapej 6 0 1 4 5 2 3
nlpapje 6 0 1 4 5 3 2
nlppeja 6 0 1 5 2 3 4
nlppeaj 6 0 1 5 2 4 3
nlppjea 6 0 1 5 3 2 4
nlppjae 6 0 1 5 3 4 2
nlppaej 6 0 1 5 4 2 3
nlppaje 6 0 1 5 4 3 2
nlepjap 6 0 2 1 3 4 5
nlepjpa 6 0 2 1 3 5 4
nlepajp 6 0 2 1 4 3 5
nlepapj 6 0 2 1 4 5 3
nleppja 6 0 2 1 5 3 4
nleppaj 6 0 2 1 5 4 3
nlejpap 6 0 2 3 1 4 5
nlejppa 6 0 2 3 1 5 4
nlejapp 6 0 2 3 4 1 5
nlejapp 6 0 2 3 4 5 1
nlejppa 6 0 2 3 5 1 4
nlejpap 6 0 2 3 5 4 1
nleapjp 6 0 2 4 1 3 5
nleappj 6 0 2 4 1 5 3
nleajpp 6 0 2 4 3 1 5
nleajpp 6 0 2 4 3 5 1
nleappj 6 0 2 4 5 1 3
nleapjp 6 0 2 4 5 3 1
nleppja 6 0 2 5 1 3 4
nleppaj 6 0 2 5 1 4 3
nlepjpa 6 0 2 5 3 1 4
nlepjap 6 0 2 5 3 4 1
nlepapj 6 0 2 5 4 1 3
nlepajp 6 0 2 5 4 3 1
nljpeap 6 0 3 1 2 4 5
nljpepa 6 0 3 1 2 5 4
nljpaep 6 0 3 1 4 2 5
nljpape 6 0 3 1 4 5 2
nljppea 6 0 3 1 5 2 4
nljppae 6 0 3 1 5 4 2
nljepap 6 0 3 2 1 4 5
nljeppa 6 0 3 2 1 5 4
nljeapp 6 0 3 2 4 1 5
nljeapp 6 0 3 2 4 5 1
nljeppa 6 0 3 2 5 1 4
nljepap 6 0 3 2 5 4 1
nljapep 6 0 3 4 1 2 5
nljappe 6 0 3 4 1 5 2
nljaepp 6 0 3 4 2 1 5
nljaepp 6 0 3 4 2 5 1
nljappe 6 0 3 4 5 1 2
nljapep 6 0 3 4 5 2 1
nljppea 6 0 3 5 1 2 4
nljppae 6 0 3 5 1 4 2
nljpepa 6 0 3 5 2 1 4
nljpeap 6 0 3 5 2 4 1
nljpape 6 0 3 5 4 1 2
nljpaep 6 0 3 5 4 2 1
nlapejp 6 0 4 1 2 3 5
nlapepj 6 0 4 1 2 5 3
nlapjep 6 0 4 1 3 2 5
nlapjpe 6 0 4 1 3 5 2
nlappej 6 0 4 1 5 2 3
nlappje 6 0 4 1 5 3 2
nlaepjp 6 0 4 2 1 3 5
nlaeppj 6 0 4 2 1 5 3
nlaejpp 6 0 4 2 3 1 5
nlaejpp 6 0 4 2 3 5 1
nlaeppj 6 0 4 2 5 1 3
nlaepjp 6 0 4 2 5 3 1
nlajpep 6 0 4 3 1 2 5
nlajppe 6 0 4 3 1 5 2
nlajepp 6 0 4 3 2 1 5
nlajepp 6 0 4 3 2 5 1
nlajppe 6 0 4 3 5 1 2
nlajpep 6 0 4 3 5 2 1
nlappej 6 0 4 5 1 2 3
nlappje 6 0 4 5 1 3 2
nlapepj 6 0 4 5 2 1 3
nlapejp 6 0 4 5 2 3 1
nlapjpe 6 0 4 5 3 1 2
nlapjep 6 0 4 5 3 2 1
nlppeja 6 0 5 1 2 3 4
nlppeaj 6 0 5 1 2 4 3
nlppjea 6 0 5 1 3 2 4
nlppjae 6 0 5 1 3 4 2
nlppaej 6 0 5 1 4 2 3
nlppaje 6 0 5 1 4 3 2
nlpepja 6 0 5 2 1 3 4
nlpepaj 6 0 5 2 1 4 3
nlpejpa 6 0 5 2 3 1 4
nlpejap 6 0 5 2 3 4 1
nlpeapj 6 0 5 2 4 1 3
nlpeajp 6 0 5 2 4 3 1
nlpjpea 6 0 5 3 1 2 4
nlpjpae 6 0 5 3 1 4 2
nlpjepa 6 0 5 3 2 1 4
nlpjeap 6 0 5 3 2 4 1
nlpjape 6 0 5 3 4 1 2
nlpjaep 6 0 5 3 4 2 1
nlpapej 6 0 5 4 1 2 3
nlpapje 6 0 5 4 1 3 2
nlpaepj 6 0 5 4 2 1 3
nlpaejp 6 0 5 4 2 3 1
nlpajpe 6 0 5 4 3 1 2
nlpajep 6 0 5 4 3 2 1
nplejap 6 1 0 2 3 4 5
nplejpa 6 1 0 2 3 5 4
npleajp 6 1 0 2 4 3 5
npleapj 6 1 0 2 4 5 3
nplepja 6 1 0 2 5 3 4
nplepaj 6 1 0 2 5 4 3
npljeap 6 1 0 3 2 4 5
npljepa 6 1 0 3 2 5 4
npljaep 6 1 0 3 4 2 5
npljape 6 1 0 3 4 5 2
npljpea 6 1 0 3 5 2 4
npljpae 6 1 0 3 5 4 2
nplaejp 6 1 0 4 2 3 5
nplaepj 6 1 0 4 2 5 3
nplajep 6 1 0 4 3 2 5
nplajpe 6 1 0 4 3 5 2
nplapej 6 1 0 4 5 2 3
nplapje 6 1 0 4 5 3 2
nplpeja 6 1 0 5 2 3 4
nplpeaj 6 1 0 5 2 4 3
nplpjea 6 1 0 5 3 2 4
nplpjae 6 1 0 5 3 4 2
nplpaej 6 1 0 5 4 2 3
nplpaje 6 1 0 5 4 3 2
npeljap 6 1 2 0 3 4 5
npeljpa 6 1 2 0 3 5 4
npelajp 6 1 2 0 4 3 5
npelapj 6 1 2 0 4 5 3
npelpja 6 1 2 0 5 3 4
npelpaj 6 1 2 0 5 4 3
npejlap 6 1 2 3 0 4 5
npejlpa 6 1 2 3 0 5 4
npejalp 6 1 2 3 4 0 5
npejapl 6 1 2 3 4 5 0
npejpla 6 1 2 3 5 0 4
npejpal 6 1 2 3 5 4 0
npealjp 6 1 2 4 0 3 5
npealpj 6 1 2 4 0 5 3
npeajlp 6 1 2 4 3 0 5
npeajpl 6 1 2 4 3 5 0
npeaplj 6 1 2 4 5 0 3
npeapjl 6 1 2 4 5 3 0
npeplja 6 1 2 5 0 3 4
npeplaj 6 1 2 5 0 4 3
npepjla 6 1 2 5 3 0 4
npepjal 6 1 2 5 3 4 0
npepalj 6 1 2 5 4 0 3
npepajl 6 1 2 5 4 3 0
npjleap 6 1 3 0 2 4 5
npjlepa 6 1 3 0 2 5 4
npjlaep 6 1 3 0 4 2 5
npjlape 6 1 3 0 4 5 2
npjlpea 6 1 3 0 5 2 4
npjlpae 6 1 3 0 5 4 2
npjelap 6 1 3 2 0 4 5
npjelpa 6 1 3 2 0 5 4
npjealp 6 1 3 2 4 0 5
npjeapl 6 1 3 2 4 5 0
npjepla 6 1 3 2 5 0 4
npjepal 6 1 3 2 5 4 0
npjalep 6 1 3 4 0 2 5
npjalpe 6 1 3 4 0 5 2
npjaelp 6 1 3 4 2 0 5
npjaepl 6 1 3 4 2 5 0
npjaple 6 1 3 4 5 0 2
npjapel 6 1 3 4 5 2 0
npjplea 6 1 3 5 0 2 4
npjplae 6 1 3 5 0 4 2
npjpela 6 1 3 5 2 0 4
npjpeal 6 1 3 5 2 4 0
npjpale 6 1 3 5 4 0 2
npjpael 6 1 3 5 4 2 0
npalejp 6 1 4 0 2 3 5
npalepj 6 1 4 0 2 5 3
npaljep 6 1 4 0 3 2 5
npaljpe 6 1 4 0 3 5 2
npalpej 6 1 4 0 5 2 3
npalpje 6 1 4 0 5 3 2
npaeljp 6 1 4 2 0 3 5
npaelpj 6 1 4 2 0 5 3
npaejlp 6 1 4 2 3 0 5
npaejpl 6 1 4 2 3 5 0
npaeplj 6 1 4 2 5 0 3
npaepjl 6 1 4 2 5 3 0
npajlep 6 1 4 3 0 2 5
npajlpe 6 1 4 3 0 5 2
npajelp 6 1 4 3 2 0 5
npajepl 6 1 4 3 2 5 0
npajple 6 1 4 3 5 0 2
npajpel 6 1 4 3 5 2 0
npaplej 6 1 4 5 0 2 3
npaplje 6 1 4 5 0 3 2
npapelj 6 1 4 5 2 0 3
npapejl 6 1 4 5 2 3 0
npapjle 6 1 4 5 3 0 2
npapjel 6 1 4 5 3 2 0
nppleja 6 1 5 0 2 3 4
nppleaj 6 1 5 0 2 4 3
nppljea 6 1 5 0 3 2 4
nppljae 6 1 5 0 3 4 2
npplaej 6 1 5 0 4 2 3
npplaje 6 1 5 0 4 3 2
nppelja 6 1 5 2 0 3 4
nppelaj 6 1 5 2 0 4 3
nppejla 6 1 5 2 3 0 4
nppejal 6 1 5 2 3 4 0
nppealj 6 1 5 2 4 0 3
nppeajl 6 1 5 2 4 3 0
nppjlea 6 1 5 3 0 2 4
nppjlae 6 1 5 3 0 4 2
nppjela 6 1 5 3 2 0 4
nppjeal 6 1 5 3 2 4 0
nppjale 6 1 5 3 4 0 2
nppjael 6 1 5 3 4 2 0
nppalej 6 1 5 4 0 2 3
nppalje 6 1 5 4 0 3 2
nppaelj 6 1 5 4 2 0 3
nppaejl 6 1 5 4 2 3 0
nppajle 6 1 5 4 3 0 2
nppajel 6 1 5 4 3 2 0
nelpjap 6 2 0 1 3 4 5
nelpjpa 6 2 0 1 3 5 4
nelpajp 6 2 0 1 4 3 5
nelpapj 6 2 0 1 4 5 3
nelppja 6 2 0 1 5 3 4
nelppaj 6 2 0 1 5 4 3
neljpap 6 2 0 3 1 4 5
neljppa 6 2 0 3 1 5 4
neljapp 6 2 0 3 4 1 5
neljapp 6 2 0 3 4 5 1
neljppa 6 2 0 3 5 1 4
neljpap 6 2 0 3 5 4 1
nelapjp 6 2 0 4 1 3 5
nelappj 6 2 0 4 1 5 3
nelajpp 6 2 0 4 3 1 5
nelajpp 6 2 0 4 3 5 1
nelappj 6 2 0 4 5 1 3
nelapjp 6 2 0 4 5 3 1
nelppja 6 2 0 5 1 3 4
nelppaj 6 2 0 5 1 4 3
nelpjpa 6 2 0 5 3 1 4
nelpjap 6 2 0 5 3 4 1
nelpapj 6 2 0 5 4 1 3
nelpajp 6 2 0 5 4 3 1
nepljap 6 2 1 0 3 4 5
nepljpa 6 2 1 0 3 5 4
neplajp 6 2 1 0 4 3 5
neplapj 6 2 1 0 4 5 3
neplpja 6 2 1 0 5 3 4
neplpaj 6 2 1 0 5 4 3
nepjlap 6 2 1 3 0 4 5
nepjlpa 6 2 1 3 0 5 4
nepjalp 6 2 1 3 4 0 5
nepjapl 6 2 1 3 4 5 0
nepjpla 6 2 1 3 5 0 4
nepjpal 6 2 1 3 5 4 0
nepaljp 6 2 1 4 0 3 5
nepalpj 6 2 1 4 0 5 3
nepajlp 6 2 1 4 3 0 5
nepajpl 6 2 1 4 3 5 0
nepaplj 6 2 1 4 5 0 3
nepapjl 6 2 1 4 5 3 0
nepplja 6 2 1 5 0 3 4
nepplaj 6 2 1 5 0 4 3
neppjla 6 2 1 5 3 0 4
neppjal 6 2 1 5 3 4 0
neppalj 6 2 1 5 4 0 3
neppajl 6 2 1 5 4 3 0
nejlpap 6 2 3 0 1 4 5
nejlppa 6 2 3 0 1 5 4
nejlapp 6 2 3 0 4 1 5
nejlapp 6 2 3 0 4 5 1
nejlppa 6 2 3 0 5 1 4
nejlpap 6 2 3 0 5 4 1
nejplap 6 2 3 1 0 4 5
nejplpa 6 2 3 1 0 5 4
nejpalp 6 2 3 1 4 0 5
nejpapl 6 2 3 1 4 5 0
nejppla 6 2 3 1 5 0 4
nejppal 6 2 3 1 5 4 0
nejalpp 6 2 3 4 0 1 5
nejalpp 6 2 3 4 0 5 1
nejaplp 6 2 3 4 1 0 5
nejappl 6 2 3 4 1 5 0
nejaplp 6 2 3 4 5 0 1
nejappl 6 2 3 4 5 1 0
nejplpa 6 2 3 5 0 1 4
nejplap 6 2 3 5 0 4 1
nejppla 6 2 3 5 1 0 4
nejppal 6 2 3 5 1 4 0
nejpalp 6 2 3 5 4 0 1
nejpapl 6 2 3 5 4 1 0
nealpjp 6 2 4 0 1 3 5
nealppj 6 2 4 0 1 5 3
nealjpp 6 2 4 0 3 1 5
nealjpp 6 2 4 0 3 5 1
nealppj 6 2 4 0 5 1 3
nealpjp 6 2 4 0 5 3 1
neapljp 6 2 4 1 0 3 5
neaplpj 6 2 4 1 0 5 3
neapjlp 6 2 4 1 3 0 5
neapjpl 6 2 4 1 3 5 0
neapplj 6 2 4 1 5 0 3
neappjl 6 2 4 1 5 3 0
neajlpp 6 2 4 3 0 1 5
neajlpp 6 2 4 3 0 5 1
neajplp 6 2 4 3 1 0 5
neajppl 6 2 4 3 1 5 0
neajplp 6 2 4 3 5 0 1
neajppl 6 2 4 3 5 1 0
neaplpj 6 2 4 5 0 1 3
neapljp 6 2 4 5 0 3 1
neapplj 6 2 4 5 1 0 3
neappjl 6 2 4 5 1 3 0
neapjlp 6 2 4 5 3 0 1
neapjpl 6 2 4 5 3 1 0
neplpja 6 2 5 0 1 3 4
neplpaj 6 2 5 0 1 4 3
nepljpa 6 2 5 0 3 1 4
nepljap 6 2 5 0 3 4 1
neplapj 6 2 5 0 4 1 3
neplajp 6 2 5 0 4 3 1
nepplja 6 2 5 1 0 3 4
nepplaj 6 2 5 1 0 4 3
neppjla 6 2 5 1 3 0 4
neppjal 6 2 5 1 3 4 0
neppalj 6 2 5 1 4 0 3
neppajl 6 2 5 1 4 3 0
nepjlpa 6 2 5 3 0 1 4
nepjlap 6 2 5 3 0 4 1
nepjpla 6 2 5 3 1 0 4
nepjpal 6 2 5 3 1 4 0
nepjalp 6 2 5 3 4 0 1
nepjapl 6 2 5 3 4 1 0
nepalpj 6 2 5 4 0 1 3
nepaljp 6 2 5 4 0 3 1
nepaplj 6 2 5 4 1 0 3
nepapjl 6 2 5 4 1 3 0
nepajlp 6 2 5 4 3 0 1
nepajpl 6 2 5 4 3 1 0
njlpeap 6 3 0 1 2 4 5
njlpepa 6 3 0 1 2 5 4
njlpaep 6 3 0 1 4 2 5
njlpape 6 3 0 1 4 5 2
njlppea 6 3 0 1 5 2 4
njlppae 6 3 0 1 5 4 2
njlepap 6 3 0 2 1 4 5
njleppa 6 3 0 2 1 5 4
njleapp 6 3 0 2 4 1 5
njleapp 6 3 0 2 4 5 1
njleppa 6 3 0 2 5 1 4
njlepap 6 3 0 2 5 4 1
njlapep 6 3 0 4 1 2 5
njlappe 6 3 0 4 1 5 2
njlaepp 6 3 0 4 2 1 5
njlaepp 6 3 0 4 2 5 1
njlappe 6 3 0 4 5 1 2
njlapep 6 3 0 4 5 2 1
njlppea 6 3 0 5 1 2 4
njlppae 6 3 0 5 1 4 2
njlpepa 6 3 0 5 2 1 4
njlpeap 6 3 0 5 2 4 1
njlpape 6 3 0 5 4 1 2
njlpaep 6 3 0 5 4 2 1
njpleap 6 3 1 0 2 4 5
njplepa 6 3 1 0 2 5 4
njplaep 6 3 1 0 4 2 5
njplape 6 3 1 0 4 5 2
njplpea 6 3 1 0 5 2 4
njplpae 6 3 1 0 5 4 2
njpelap 6 3 1 2 0 4 5
njpelpa 6 3 1 2 0 5 4
njpealp 6 3 1 2 4 0 5
njpeapl 6 3 1 2 4 5 0
njpepla 6 3 1 2 5 0 4
njpepal 6 3 1 2 5 4 0
njpalep 6 3 1 4 0 2 5
njpalpe 6 3 1 4 0 5 2
njpaelp 6 3 1 4 2 0 5
njpaepl 6 3 1 4 2 5 0
njpaple 6 3 1 4 5 0 2
njpapel 6 3 1 4 5 2 0
njpplea 6 3 1 5 0 2 4
njpplae 6 3 1 5 0 4 2
njppela 6 3 1 5 2 0 4
njppeal 6 3 1 5 2 4 0
njppale 6 3 1 5 4 0 2
njppael 6 3 1 5 4 2 0
njelpap 6 3 2 0 1 4 5
njelppa 6 3 2 0 1 5 4
njelapp 6 3 2 0 4 1 5
njelapp 6 3 2 0 4 5 1
njelppa 6 3 2 0 5 1 4
njelpap 6 3 2 0 5 4 1
njeplap 6 3 2 1 0 4 5
njeplpa 6 3 2 1 0 5 4
njepalp 6 3 2 1 4 0 5
njepapl 6 3 2 1 4 5 0
njeppla 6 3 2 1 5 0 4
njeppal 6 3 2 1 5 4 0
njealpp 6 3 2 4 0 1 5
njealpp 6 3 2 4 0 5 1
njeaplp 6 3 2 4 1 0 5
njeappl 6 3 2 4 1 5 0
njeaplp 6 3 2 4 5 0 1
njeappl 6 3 2 4 5 1 0
njeplpa 6 3 2 5 0 1 4
njeplap 6 3 2 5 0 4 1
njeppla 6 3 2 5 1 0 4
njeppal 6 3 2 5 1 4 0
njepalp 6 3 2 5 4 0 1
njepapl 6 3 2 5 4 1 0
njalpep 6 3 4 0 1 2 5
njalppe 6 3 4 0 1 5 2
njalepp 6 3 4 0 2 1 5
njalepp 6 3 4 0 2 5 1
njalppe 6 3 4 0 5 1 2
njalpep 6 3 4 0 5 2 1
njaplep 6 3 4 1 0 2 5
njaplpe 6 3 4 1 0 5 2
njapelp 6 3 4 1 2 0 5
njapepl 6 3 4 1 2 5 0
njapple 6 3 4 1 5 0 2
njappel 6 3 4 1 5 2 0
njaelpp 6 3 4 2 0 1 5
njaelpp 6 3 4 2 0 5 1
njaeplp 6 3 4 2 1 0 5
njaeppl 6 3 4 2 1 5 0
njaeplp 6 3 4 2 5 0 1
njaeppl 6 3 4 2 5 1 0
njaplpe 6 3 4 5 0 1 2
njaplep 6 3 4 5 0 2 1
njapple 6 3 4 5 1 0 2
njappel 6 3 4 5 1 2 0
njapelp 6 3 4 5 2 0 1
njapepl 6 3 4 5 2 1 0
njplpea 6 3 5 0 1 2 4
njplpae 6 3 5 0 1 4 2
njplepa 6 3 5 0 2 1 4
njpleap 6 3 5 0 2 4 1
njplape 6 3 5 0 4 1 2
njplaep 6 3 5 0 4 2 1
njpplea 6 3 5 1 0 2 4
njpplae 6 3 5 1 0 4 2
njppela 6 3 5 1 2 0 4
njppeal 6 3 5 1 2 4 0
njppale 6 3 5 1 4 0 2
njppael 6 3 5 1 4 2 0
njpelpa 6 3 5 2 0 1 4
njpelap 6 3 5 2 0 4 1
njpepla 6 3 5 2 1 0 4
njpepal 6 3 5 2 1 4 0
njpealp 6 3 5 2 4 0 1
njpeapl 6 3 5 2 4 1 0
njpalpe 6 3 5 4 0 1 2
njpalep 6 3 5 4 0 2 1
njpaple 6 3 5 4 1 0 2
njpapel 6 3 5 4 1 2 0
njpaelp 6 3 5 4 2 0 1
njpaepl 6 3 5 4 2 1 0
nalpejp 6 4 0 1 2 3 5
nalpepj 6 4 0 1 2 5 3
nalpjep 6 4 0 1 3 2 5
nalpjpe 6 4 0 1 3 5 2
nalppej 6 4 0 1 5 2 3
nalppje 6 4 0 1 5 3 2
nalepjp 6 4 0 2 1 3 5
naleppj 6 4 0 2 1 5 3
nalejpp 6 4 0 2 3 1 5
nalejpp 6 4 0 2 3 5 1
naleppj 6 4 0 2 5 1 3
nalepjp 6 4 0 2 5 3 1
naljpep 6 4 0 3 1 2 5
naljppe 6 4 0 3 1 5 2
naljepp 6 4 0 3 2 1 5
naljepp 6 4 0 3 2 5 1
naljppe 6 4 0 3 5 1 2
naljpep 6 4 0 3 5 2 1
nalppej 6 4 0 5 1 2 3
nalppje 6 4 0 5 1 3 2
nalpepj 6 4 0 5 2 1 3
nalpejp 6 4 0 5 2 3 1
nalpjpe 6 4 0 5 3 1 2
nalpjep 6 4 0 5 3 2 1
naplejp 6 4 1 0 2 3 5
naplepj 6 4 1 0 2 5 3
napljep 6 4 1 0 3 2 5
napljpe 6 4 1 0 3 5 2
naplpej 6 4 1 0 5 2 3
naplpje 6 4 1 0 5 3 2
napeljp 6 4 1 2 0 3 5
napelpj 6 4 1 2 0 5 3
napejlp 6 4 1 2 3 0 5
napejpl 6 4 1 2 3 5 0
napeplj 6 4 1 2 5 0 3
napepjl 6 4 1 2 5 3 0
napjlep 6 4 1 3 0 2 5
napjlpe 6 4 1 3 0 5 2
napjelp 6 4 1 3 2 0 5
napjepl 6 4 1 3 2 5 0
napjple 6 4 1 3 5 0 2
napjpel 6 4 1 3 5 2 0
napplej 6 4 1 5 0 2 3
napplje 6 4 1 5 0 3 2
nappelj 6 4 1 5 2 0 3
nappejl 6 4 1 5 2 3 0
nappjle 6 4 1 5 3 0 2
nappjel 6 4 1 5 3 2 0
naelpjp 6 4 2 0 1 3 5
naelppj 6 4 2 0 1 5 3
naeljpp 6 4 2 0 3 1 5
naeljpp 6 4 2 0 3 5 1
naelppj 6 4 2 0 5 1 3
naelpjp 6 4 2 0 5 3 1
naepljp 6 4 2 1 0 3 5
naeplpj 6 4 2 1 0 5 3
naepjlp 6 4 2 1 3 0 5
naepjpl 6 4 2 1 3 5 0
naepplj 6 4 2 1 5 0 3
naeppjl 6 4 2 1 5 3 0
naejlpp 6 4 2 3 0 1 5
naejlpp 6 4 2 3 0 5 1
naejplp 6 4 2 3 1 0 5
naejppl 6 4 2 3 1 5 0
naejplp 6 4 2 3 5 0 1
naejppl 6 4 2 3 5 1 0
naeplpj 6 4 2 5 0 1 3
naepljp 6 4 2 5 0 3 1
naepplj 6 4 2 5 1 0 3
naeppjl 6 4 2 5 1 3 0
naepjlp 6 4 2 5 3 0 1
naepjpl 6 4 2 5 3 1 0
najlpep 6 4 3 0 1 2 5
najlppe 6 4 3 0 1 5 2
najlepp 6 4 3 0 2 1 5
najlepp 6 4 3 0 2 5 1
najlppe 6 4 3 0 5 1 2
najlpep 6 4 3 0 5 2 1
najplep 6 4 3 1 0 2 5
najplpe 6 4 3 1 0 5 2
najpelp 6 4 3 1 2 0 5
najpepl 6 4 3 1 2 5 0
najpple 6 4 3 1 5 0 2
najppel 6 4 3 1 5 2 0
najelpp 6 4 3 2 0 1 5
najelpp 6 4 3 2 0 5 1
najeplp 6 4 3 2 1 0 5
najeppl 6 4 3 2 1 5 0
najeplp 6 4 3 2 5 0 1
najeppl 6 4 3 2 5 1 0
najplpe 6 4 3 5 0 1 2
najplep 6 4 3 5 0 2 1
najpple 6 4 3 5 1 0 2
najppel 6 4 3 5 1 2 0
najpelp 6 4 3 5 2 0 1
najpepl 6 4 3 5 2 1 0
naplpej 6 4 5 0 1 2 3
naplpje 6 4 5 0 1 3 2
naplepj 6 4 5 0 2 1 3
naplejp 6 4 5 0 2 3 1
napljpe 6 4 5 0 3 1 2
napljep 6 4 5 0 3 2 1
napplej 6 4 5 1 0 2 3
napplje 6 4 5 1 0 3 2
nappelj 6 4 5 1 2 0 3
nappejl 6 4 5 1 2 3 0
nappjle 6 4 5 1 3 0 2
nappjel 6 4 5 1 3 2 0
