Shift: 4
eixctig 0 1 2 3 4 5 6
igixtce 5 6 1 2 4 3 0
igicext 5 6 1 3 0 2 4
igicetx 5 6 1 3 0 4 2
igicxet 5 6 1 3 2 0 4
igicxte 5 6 1 3 2 4 0
igictex 5 6 1 3 4 0 2
igictxe 5 6 1 3 4 2 0
igitexc 5 6 1 4 0 2 3
igitecx 5 6 1 4 0 3 2
igitxec 5 6 1 4 2 0 3
igitxce 5 6 1 4 2 3 0
igitcex 5 6 1 4 3 0 2
igitcxe 5 6 1 4 3 2 0
igxeict 5 6 2 0 1 3 4
igxeitc 5 6 2 0 1 4 3
igxecit 5 6 2 0 3 1 4
igxecti 5 6 2 0 3 4 1
igxetic 5 6 2 0 4 1 3
igxetci 5 6 2 0 4 3 1
igxiect 5 6 2 1 0 3 4
igxietc 5 6 2 1 0 4 3
igxicet 5 6 2 1 3 0 4
igxicte 5 6 2 1 3 4 0
igxitec 5 6 2 1 4 0 3
igxitce 5 6 2 1 4 3 0
igxceit 5 6 2 3 0 1 4
igxceti 5 6 2 3 0 4 1
igxciet 5 6 2 3 1 0 4
igxcite 5 6 2 3 1 4 0
igxctei 5 6 2 3 4 0 1
igxctie 5 6 2 3 4 1 0
igxteic 5 6 2 4 0 1 3
igxteci 5 6 2 4 0 3 1
igxtiec 5 6 2 4 1 0 3
igxtice 5 6 2 4 1 3 0
igxtcei 5 6 2 4 3 0 1
igxtcie 5 6 2 4 3 1 0
igceixt 5 6 3 0 1 2 4
igceitx 5 6 3 0 1 4 2
igcexit 5 6 3 0 2 1 4
igcexti 5 6 3 0 2 4 1
igcetix 5 6 3 0 4 1 2
igcetxi 5 6 3 0 4 2 1
igciext 5 6 3 1 0 2 4
igcietx 5 6 3 1 0 4 2
igcixet 5 6 3 1 2 0 4
igcixte 5 6 3 1 2 4 0
igcitex 5 6 3 1 4 0 2
igcitxe 5 6 3 1 4 2 0
igcxeit 5 6 3 2 0 1 4
igcxeti 5 6 3 2 0 4 1
igcxiet 5 6 3 2 1 0 4
igcxite 5 6 3 2 1 4 0
igcxtei 5 6 3 2 4 0 1
igcxtie 5 6 3 2 4 1 0
igcteix 5 6 3 4 0 1 2
igctexi 5 6 3 4 0 2 1
igctiex 5 6 3 4 1 0 2
igctixe 5 6 3 4 1 2 0
igctxei 5 6 3 4 2 0 1
igctxie 5 6 3 4 2 1 0
igteixc 5 6 4 0 1 2 3
igteicx 5 6 4 0 1 3 2
igtexic 5 6 4 0 2 1 3
igtexci 5 6 4 0 2 3 1
igtecix 5 6 4 0 3 1 2
igtecxi 5 6 4 0 3 2 1
igtiexc 5 6 4 1 0 2 3
igtiecx 5 6 4 1 0 3 2
igtixec 5 6 4 1 2 0 3
igtixce 5 6 4 1 2 3 0
igticex 5 6 4 1 3 0 2
igticxe 5 6 4 1 3 2 0
igtxeic 5 6 4 2 0 1 3
igtxeci 5 6 4 2 0 3 1
igtxiec 5 6 4 2 1 0 3
igtxice 5 6 4 2 1 3 0
igtxcei 5 6 4 2 3 0 1
igtxcie 5 6 4 2 3 1 0
igtceix 5 6 4 3 0 1 2
igtcexi 5 6 4 3 0 2 1
igtciex 5 6 4 3 1 0 2
igtcixe 5 6 4 3 1 2 0
igtcxei 5 6 4 3 2 0 1
igtcxie 5 6 4 3 2 1 0
geixcti 6 0 1 2 3 4 5
geixcit 6 0 1 2 3 5 4
geixtci 6 0 1 2 4 3 5
geixtic 6 0 1 2 4 5 3
geixict 6 0 1 2 5 3 4
geixitc 6 0 1 2 5 4 3
geicxti 6 0 1 3 2 4 5
geicxit 6 0 1 3 2 5 4
geictxi 6 0 1 3 4 2 5
geictix 6 0 1 3 4 5 2
geicixt 6 0 1 3 5 2 4
geicitx 6 0 1 3 5 4 2
geitxci 6 0 1 4 2 3 5
geitxic 6 0 1 4 2 5 3
geitcxi 6 0 1 4 3 2 5
geitcix 6 0 1 4 3 5 2
geitixc 6 0 1 4 5 2 3
geiticx 6 0 1 4 5 3 2
geiixct 6 0 1 5 2 3 4
geiixtc 6 0 1 5 2 4 3
geiicxt 6 0 1 5 3 2 4
geiictx 6 0 1 5 3 4 2
geiitxc 6 0 1 5 4 2 3
geiitcx 6 0 1 5 4 3 2
gexicti 6 0 2 1 3 4 5
gexicit 6 0 2 1 3 5 4
gexitci 6 0 2 1 4 3 5
gexitic 6 0 2 1 4 5 3
gexiict 6 0 2 1 5 3 4
gexiitc 6 0 2 1 5 4 3
gexciti 6 0 2 3 1 4 5
gexciit 6 0 2 3 1 5 4
gexctii 6 0 2 3 4 1 5
gexctii 6 0 2 3 4 5 1
gexciit 6 0 2 3 5 1 4
gexciti 6 0 2 3 5 4 1
gextici 6 0 2 4 1 3 5
gextiic 6 0 2 4 1 5 3
gextcii 6 0 2 4 3 1 5
gextcii 6 0 2 4 3 5 1
gextiic 6 0 2 4 5 1 3
gextici 6 0 2 4 5 3 1
gexiict 6 0 2 5 1 3 4
gexiitc 6 0 2 5 1 4 3
gexicit 6 0 2 5 3 1 4
gexicti 6 0 2 5 3 4 1
gexitic 6 0 2 5 4 1 3
gexitci 6 0 2 5 4 3 1
gecixti 6 0 3 1 2 4 5
gecixit 6 0 3 1 2 5 4
gecitxi 6 0 3 1 4 2 5
gecitix 6 0 3 1 4 5 2
geciixt 6 0 3 1 5 2 4
geciitx 6 0 3 1 5 4 2
gecxiti 6 0 3 2 1 4 5
gecxiit 6 0 3 2 1 5 4
gecxtii 6 0 3 2 4 1 5
gecxtii 6 0 3 2 4 5 1
gecxiit 6 0 3 2 5 1 4
gecxiti 6 0 3 2 5 4 1
gectixi 6 0 3 4 1 2 5
gectiix 6 0 3 4 1 5 2
gectxii 6 0 3 4 2 1 5
gectxii 6 0 3 4 2 5 1
gectiix 6 0 3 4 5 1 2
gectixi 6 0 3 4 5 2 1
geciixt 6 0 3 5 1 2 4
geciitx 6 0 3 5 1 4 2
gecixit 6 0 3 5 2 1 4
gecixti 6 0 3 5 2 4 1
gecitix 6 0 3 5 4 1 2
gecitxi 6 0 3 5 4 2 1
getixci 6 0 4 1 2 3 5
getixic 6 0 4 1 2 5 3
geticxi 6 0 4 1 3 2 5
geticix 6 0 4 1 3 5 2
getiixc 6 0 4 1 5 2 3
getiicx 6 0 4 1 5 3 2
getxici 6 0 4 2 1 3 5
getxiic 6 0 4 2 1 5 3
getxcii 6 0 4 2 3 1 5
getxcii 6 0 4 2 3 5 1
getxiic 6 0 4 2 5 1 3
getxici 6 0 4 2 5 3 1
getcixi 6 0 4 3 1 2 5
getciix 6 0 4 3 1 5 2
getcxii 6 0 4 3 2 1 5
getcxii 6 0 4 3 2 5 1
getciix 6 0 4 3 5 1 2
getcixi 6 0 4 3 5 2 1
getiixc 6 0 4 5 1 2 3
getiicx 6 0 4 5 1 3 2
getixic 6 0 4 5 2 1 3
getixci 6 0 4 5 2 3 1
geticix 6 0 4 5 3 1 2
geticxi 6 0 4 5 3 2 1
geiixct 6 0 5 1 2 3 4
geiixtc 6 0 5 1 2 4 3
geiicxt 6 0 5 1 3 2 4
geiictx 6 0 5 1 3 4 2
geiitxc 6 0 5 1 4 2 3
geiitcx 6 0 5 1 4 3 2
geixict 6 0 5 2 1 3 4
geixitc 6 0 5 2 1 4 3
geixcit 6 0 5 2 3 1 4
geixcti 6 0 5 2 3 4 1
geixtic 6 0 5 2 4 1 3
geixtci 6 0 5 2 4 3 1
geicixt 6 0 5 3 1 2 4
geicitx 6 0 5 3 1 4 2
geicxit 6 0 5 3 2 1 4
geicxti 6 0 5 3 2 4 1
geictix 6 0 5 3 4 1 2
geictxi 6 0 5 3 4 2 1
geitixc 6 0 5 4 1 2 3
geiticx 6 0 5 4 1 3 2
geitxic 6 0 5 4 2 1 3
geitxci 6 0 5 4 2 3 1
geitcix 6 0 5 4 3 1 2
geitcxi 6 0 5 4 3 2 1
giexcti 6 1 0 2 3 4 5
giexcit 6 1 0 2 3 5 4
giextci 6 1 0 2 4 3 5
giextic 6 1 0 2 4 5 3
giexict 6 1 0 2 5 3 4
giexitc 6 1 0 2 5 4 3
giecxti 6 1 0 3 2 4 5
giecxit 6 1 0 3 2 5 4
giectxi 6 1 0 3 4 2 5
giectix 6 1 0 3 4 5 2
giecixt 6 1 0 3 5 2 4
giecitx 6 1 0 3 5 4 2
gietxci 6 1 0 4 2 3 5
gietxic 6 1 0 4 2 5 3
gietcxi 6 1 0 4 3 2 5
gietcix 6 1 0 4 3 5 2
gietixc 6 1 0 4 5 2 3
gieticx 6 1 0 4 5 3 2
gieixct 6 1 0 5 2 3 4
gieixtc 6 1 0 5 2 4 3
gieicxt 6 1 0 5 3 2 4
gieictx 6 1 0 5 3 4 2
gieitxc 6 1 0 5 4 2 3
gieitcx 6 1 0 5 4 3 2
gixecti 6 1 2 0 3 4 5
gixecit 6 1 2 0 3 5 4
gixetci 6 1 2 0 4 3 5
gixetic 6 1 2 0 4 5 3
gixeict 6 1 2 0 5 3 4
gixeitc 6 1 2 0 5 4 3
gixceti 6 1 2 3 0 4 5
gixceit 6 1 2 3 0 5 4
gixctei 6 1 2 3 4 0 5
gixctie 6 1 2 3 4 5 0
gixciet 6 1 2 3 5 0 4
gixcite 6 1 2 3 5 4 0
gixteci 6 1 2 4 0 3 5
gixteic 6 1 2 4 0 5 3
gixtcei 6 1 2 4 3 0 5
gixtcie 6 1 2 4 3 5 0
gixtiec 6 1 2 4 5 0 3
gixtice 6 1 2 4 5 3 0
gixiect 6 1 2 5 0 3 4
gixietc 6 1 2 5 0 4 3
gixicet 6 1 2 5 3 0 4
gixicte 6 1 2 5 3 4 0
gixitec 6 1 2 5 4 0 3
gixitce 6 1 2 5 4 3 0
gicexti 6 1 3 0 2 4 5
gicexit 6 1 3 0 2 5 4
gicetxi 6 1 3 0 4 2 5
gicetix 6 1 3 0 4 5 2
giceixt 6 1 3 0 5 2 4
giceitx 6 1 3 0 5 4 2
gicxeti 6 1 3 2 0 4 5
gicxeit 6 1 3 2 0 5 4
gicxtei 6 1 3 2 4 0 5
gicxtie 6 1 3 2 4 5 0
gicxiet 6 1 3 2 5 0 4
gicxite 6 1 3 2 5 4 0
gictexi 6 1 3 4 0 2 5
gicteix 6 1 3 4 0 5 2
gictxei 6 1 3 4 2 0 5
gictxie 6 1 3 4 2 5 0
gictiex 6 1 3 4 5 0 2
gictixe 6 1 3 4 5 2 0
giciext 6 1 3 5 0 2 4
gicietx 6 1 3 5 0 4 2
gicixet 6 1 3 5 2 0 4
gicixte 6 1 3 5 2 4 0
gicitex 6 1 3 5 4 0 2
gicitxe 6 1 3 5 4 2 0
gitexci 6 1 4 0 2 3 5
gitexic 6 1 4 0 2 5 3
gitecxi 6 1 4 0 3 2 5
gitecix 6 1 4 0 3 5 2
giteixc 6 1 4 0 5 2 3
giteicx 6 1 4 0 5 3 2
gitxeci 6 1 4 2 0 3 5
gitxeic 6 1 4 2 0 5 3
gitxcei 6 1 4 2 3 0 5
gitxcie 6 1 4 2 3 5 0
gitxiec 6 1 4 2 5 0 3
gitxice 6 1 4 2 5 3 0
gitcexi 6 1 4 3 0 2 5
gitceix 6 1 4 3 0 5 2
gitcxei 6 1 4 3 2 0 5
gitcxie 6 1 4 3 2 5 0
gitciex 6 1 4 3 5 0 2
gitcixe 6 1 4 3 5 2 0
gitiexc 6 1 4 5 0 2 3
gitiecx 6 1 4 5 0 3 2
gitixec 6 1 4 5 2 0 3
gitixce 6 1 4 5 2 3 0
giticex 6 1 4 5 3 0 2
giticxe 6 1 4 5 3 2 0
giiexct 6 1 5 0 2 3 4
giiextc 6 1 5 0 2 4 3
giiecxt 6 1 5 0 3 2 4
giiectx 6 1 5 0 3 4 2
giietxc 6 1 5 0 4 2 3
giietcx 6 1 5 0 4 3 2
giixect 6 1 5 2 0 3 4
giixetc 6 1 5 2 0 4 3
giixcet 6 1 5 2 3 0 4
giixcte 6 1 5 2 3 4 0
giixtec 6 1 5 2 4 0 3
giixtce 6 1 5 2 4 3 0
giicext 6 1 5 3 0 2 4
giicetx 6 1 5 3 0 4 2
giicxet 6 1 5 3 2 0 4
giicxte 6 1 5 3 2 4 0
giictex 6 1 5 3 4 0 2
giictxe 6 1 5 3 4 2 0
giitexc 6 1 5 4 0 2 3
giitecx 6 1 5 4 0 3 2
giitxec 6 1 5 4 2 0 3
giitxce 6 1 5 4 2 3 0
giitcex 6 1 5 4 3 0 2
giitcxe 6 1 5 4 3 2 0
gxeicti 6 2 0 1 3 4 5
gxeicit 6 2 0 1 3 5 4
gxeitci 6 2 0 1 4 3 5
gxeitic 6 2 0 1 4 5 3
gxeiict 6 2 0 1 5 3 4
gxeiitc 6 2 0 1 5 4 3
gxeciti 6 2 0 3 1 4 5
gxeciit 6 2 0 3 1 5 4
gxectii 6 2 0 3 4 1 5
gxectii 6 2 0 3 4 5 1
gxeciit 6 2 0 3 5 1 4
gxeciti 6 2 0 3 5 4 1
gxetici 6 2 0 4 1 3 5
gxetiic 6 2 0 4 1 5 3
gxetcii 6 2 0 4 3 1 5
gxetcii 6 2 0 4 3 5 1
gxetiic 6 2 0 4 5 1 3
gxetici 6 2 0 4 5 3 1
gxeiict 6 2 0 5 1 3 4
gxeiitc 6 2 0 5 1 4 3
gxeicit 6 2 0 5 3 1 4
gxeicti 6 2 0 5 3 4 1
gxeitic 6 2 0 5 4 1 3
gxeitci 6 2 0 5 4 3 1
gxiecti 6 2 1 0 3 4 5
gxiecit 6 2 1 0 3 5 4
gxietci 6 2 1 0 4 3 5
gxietic 6 2 1 0 4 5 3
gxieict 6 2 1 0 5 3 4
gxieitc 6 2 1 0 5 4 3
gxiceti 6 2 1 3 0 4 5
gxiceit 6 2 1 3 0 5 4
gxictei 6 2 1 3 4 0 5
gxictie 6 2 1 3 4 5 0
gxiciet 6 2 1 3 5 0 4
gxicite 6 2 1 3 5 4 0
gxiteci 6 2 1 4 0 3 5
gxiteic 6 2 1 4 0 5 3
gxitcei 6 2 1 4 3 0 5
gxitcie 6 2 1 4 3 5 0
gxitiec 6 2 1 4 5 0 3
gxitice 6 2 1 4 5 3 0
gxiiect 6 2 1 5 0 3 4
gxiietc 6 2 1 5 0 4 3
gxiicet 6 2 1 5 3 0 4
gxiicte 6 2 1 5 3 4 0
gxiitec 6 2 1 5 4 0 3
gxiitce 6 2 1 5 4 3 0
gxceiti 6 2 3 0 1 4 5
gxceiit 6 2 3 0 1 5 4
gxcetii 6 2 3 0 4 1 5
gxcetii 6 2 3 0 4 5 1
gxceiit 6 2 3 0 5 1 4
gxceiti 6 2 3 0 5 4 1
gxcieti 6 2 3 1 0 4 5
gxcieit 6 2 3 1 0 5 4
gxcitei 6 2 3 1 4 0 5
gxcitie 6 2 3 1 4 5 0
gxciiet 6 2 3 1 5 0 4
gxciite 6 2 3 1 5 4 0
gxcteii 6 2 3 4 0 1 5
gxcteii 6 2 3 4 0 5 1
gxctiei 6 2 3 4 1 0 5
gxctiie 6 2 3 4 1 5 0
gxctiei 6 2 3 4 5 0 1
gxctiie 6 2 3 4 5 1 0
gxcieit 6 2 3 5 0 1 4
gxcieti 6 2 3 5 0 4 1
gxciiet 6 2 3 5 1 0 4
gxciite 6 2 3 5 1 4 0
gxcitei 6 2 3 5 4 0 1
gxcitie 6 2 3 5 4 1 0
gxteici 6 2 4 0 1 3 5
gxteiic 6 2 4 0 1 5 3
gxtecii 6 2 4 0 3 1 5
gxtecii 6 2 4 0 3 5 1
gxteiic 6 2 4 0 5 1 3
gxteici 6 2 4 0 5 3 1
gxtieci 6 2 4 1 0 3 5
gxtieic 6 2 4 1 0 5 3
gxticei 6 2 4 1 3 0 5
gxticie 6 2 4 1 3 5 0
gxtiiec 6 2 4 1 5 0 3
gxtiice 6 2 4 1 5 3 0
gxtceii 6 2 4 3 0 1 5
gxtceii 6 2 4 3 0 5 1
gxtciei 6 2 4 3 1 0 5
gxtciie 6 2 4 3 1 5 0
gxtciei 6 2 4 3 5 0 1
gxtciie 6 2 4 3 5 1 0
gxtieic 6 2 4 5 0 1 3
gxtieci 6 2 4 5 0 3 1
gxtiiec 6 2 4 5 1 0 3
gxtiice 6 2 4 5 1 3 0
gxticei 6 2 4 5 3 0 1
gxticie 6 2 4 5 3 1 0
gxieict 6 2 5 0 1 3 4
gxieitc 6 2 5 0 1 4 3
gxiecit 6 2 5 0 3 1 4
gxiecti 6 2 5 0 3 4 1
gxietic 6 2 5 0 4 1 3
gxietci 6 2 5 0 4 3 1
gxiiect 6 2 5 1 0 3 4
gxiietc 6 2 5 1 0 4 3
gxiicet 6 2 5 1 3 0 4
gxiicte 6 2 5 1 3 4 0
gxiitec 6 2 5 1 4 0 3
gxiitce 6 2 5 1 4 3 0
gxiceit 6 2 5 3 0 1 4
gxiceti 6 2 5 3 0 4 1
gxiciet 6 2 5 3 1 0 4
gxicite 6 2 5 3 1 4 0
gxictei 6 2 5 3 4 0 1
gxictie 6 2 5 3 4 1 0
gxiteic 6 2 5 4 0 1 3
gxiteci 6 2 5 4 0 3 1
gxitiec 6 2 5 4 1 0 3
gxitice 6 2 5 4 1 3 0
gxitcei 6 2 5 4 3 0 1
gxitcie 6 2 5 4 3 1 0
gceixti 6 3 0 1 2 4 5
gceixit 6 3 0 1 2 5 4
gceitxi 6 3 0 1 4 2 5
gceitix 6 3 0 1 4 5 2
gceiixt 6 3 0 1 5 2 4
gceiitx 6 3 0 1 5 4 2
gcexiti 6 3 0 2 1 4 5
gcexiit 6 3 0 2 1 5 4
gcextii 6 3 0 2 4 1 5
gcextii 6 3 0 2 4 5 1
gcexiit 6 3 0 2 5 1 4
gcexiti 6 3 0 2 5 4 1
gcetixi 6 3 0 4 1 2 5
gcetiix 6 3 0 4 1 5 2
gcetxii 6 3 0 4 2 1 5
gcetxii 6 3 0 4 2 5 1
gcetiix 6 3 0 4 5 1 2
gcetixi 6 3 0 4 5 2 1
gceiixt 6 3 0 5 1 2 4
gceiitx 6 3 0 5 1 4 2
gceixit 6 3 0 5 2 1 4
gceixti 6 3 0 5 2 4 1
gceitix 6 3 0 5 4 1 2
gceitxi 6 3 0 5 4 2 1
gciexti 6 3 1 0 2 4 5
gciexit 6 3 1 0 2 5 4
gcietxi 6 3 1 0 4 2 5
gcietix 6 3 1 0 4 5 2
gcieixt 6 3 1 0 5 2 4
gcieitx 6 3 1 0 5 4 2
gcixeti 6 3 1 2 0 4 5
gcixeit 6 3 1 2 0 5 4
gcixtei 6 3 1 2 4 0 5
gcixtie 6 3 1 2 4 5 0
gcixiet 6 3 1 2 5 0 4
gcixite 6 3 1 2 5 4 0
gcitexi 6 3 1 4 0 2 5
gciteix 6 3 1 4 0 5 2
gcitxei 6 3 1 4 2 0 5
gcitxie 6 3 1 4 2 5 0
gcitiex 6 3 1 4 5 0 2
gcitixe 6 3 1 4 5 2 0
gciiext 6 3 1 5 0 2 4
gciietx 6 3 1 5 0 4 2
gciixet 6 3 1 5 2 0 4
gciixte 6 3 1 5 2 4 0
gciitex 6 3 1 5 4 0 2
gciitxe 6 3 1 5 4 2 0
gcxeiti 6 3 2 0 1 4 5
gcxeiit 6 3 2 0 1 5 4
gcxetii 6 3 2 0 4 1 5
gcxetii 6 3 2 0 4 5 1
gcxeiit 6 3 2 0 5 1 4
gcxeiti 6 3 2 0 5 4 1
gcxieti 6 3 2 1 0 4 5
gcxieit 6 3 2 1 0 5 4
gcxitei 6 3 2 1 4 0 5
gcxitie 6 3 2 1 4 5 0
gcxiiet 6 3 2 1 5 0 4
gcxiite 6 3 2 1 5 4 0
gcxteii 6 3 2 4 0 1 5
gcxteii 6 3 2 4 0 5 1
gcxtiei 6 3 2 4 1 0 5
gcxtiie 6 3 2 4 1 5 0
gcxtiei 6 3 2 4 5 0 1
gcxtiie 6 3 2 4 5 1 0
gcxieit 6 3 2 5 0 1 4
gcxieti 6 3 2 5 0 4 1
gcxiiet 6 3 2 5 1 0 4
gcxiite 6 3 2 5 1 4 0
gcxitei 6 3 2 5 4 0 1
gcxitie 6 3 2 5 4 1 0
gcteixi 6 3 4 0 1 2 5
gcteiix 6 3 4 0 1 5 2
gctexii 6 3 4 0 2 1 5
gctexii 6 3 4 0 2 5 1
gcteiix 6 3 4 0 5 1 2
gcteixi 6 3 4 0 5 2 1
gctiexi 6 3 4 1 0 2 5
gctieix 6 3 4 1 0 5 2
gctixei 6 3 4 1 2 0 5
gctixie 6 3 4 1 2 5 0
gctiiex 6 3 4 1 5 0 2
gctiixe 6 3 4 1 5 2 0
gctxeii 6 3 4 2 0 1 5
gctxeii 6 3 4 2 0 5 1
gctxiei 6 3 4 2 1 0 5
gctxiie 6 3 4 2 1 5 0
gctxiei 6 3 4 2 5 0 1
gctxiie 6 3 4 2 5 1 0
gctieix 6 3 4 5 0 1 2
gctiexi 6 3 4 5 0 2 1
gctiiex 6 3 4 5 1 0 2
gctiixe 6 3 4 5 1 2 0
gctixei 6 3 4 5 2 0 1
gctixie 6 3 4 5 2 1 0
gcieixt 6 3 5 0 1 2 4
gcieitx 6 3 5 0 1 4 2
gciexit 6 3 5 0 2 1 4
gciexti 6 3 5 0 2 4 1
gcietix 6 3 5 0 4 1 2
gcietxi 6 3 5 0 4 2 1
gciiext 6 3 5 1 0 2 4
gciietx 6 3 5 1 0 4 2
gciixet 6 3 5 1 2 0 4
gciixte 6 3 5 1 2 4 0
gciitex 6 3 5 1 4 0 2
gciitxe 6 3 5 1 4 2 0
gcixeit 6 3 5 2 0 1 4
gcixeti 6 3 5 2 0 4 1
gcixiet 6 3 5 2 1 0 4
gcixite 6 3 5 2 1 4 0
gcixtei 6 3 5 2 4 0 1
gcixtie 6 3 5 2 4 1 0
gciteix 6 3 5 4 0 1 2
gcitexi 6 3 5 4 0 2 1
gcitiex 6 3 5 4 1 0 2
gcitixe 6 3 5 4 1 2 0
gcitxei 6 3 5 4 2 0 1
gcitxie 6 3 5 4 2 1 0
gteixci 6 4 0 1 2 3 5
gteixic 6 4 0 1 2 5 3
gteicxi 6 4 0 1 3 2 5
gteicix 6 4 0 1 3 5 2
gteiixc 6 4 0 1 5 2 3
gteiicx 6 4 0 1 5 3 2
gtexici 6 4 0 2 1 3 5
gtexiic 6 4 0 2 1 5 3
gtexcii 6 4 0 2 3 1 5
gtexcii 6 4 0 2 3 5 1
gtexiic 6 4 0 2 5 1 3
gtexici 6 4 0 2 5 3 1
gtecixi 6 4 0 3 1 2 5
gteciix 6 4 0 3 1 5 2
gtecxii 6 4 0 3 2 1 5
gtecxii 6 4 0 3 2 5 1
gteciix 6 4 0 3 5 1 2
gtecixi 6 4 0 3 5 2 1
gteiixc 6 4 0 5 1 2 3
gteiicx 6 4 0 5 1 3 2
gteixic 6 4 0 5 2 1 3
gteixci 6 4 0 5 2 3 1
gteicix 6 4 0 5 3 1 2
gteicxi 6 4 0 5 3 2 1
gtiexci 6 4 1 0 2 3 5
gtiexic 6 4 1 0 2 5 3
gtiecxi 6 4 1 0 3 2 5
gtiecix 6 4 1 0 3 5 2
gtieixc 6 4 1 0 5 2 3
gtieicx 6 4 1 0 5 3 2
gtixeci 6 4 1 2 0 3 5
gtixeic 6 4 1 2 0 5 3
gtixcei 6 4 1 2 3 0 5
gtixcie 6 4 1 2 3 5 0
gtixiec 6 4 1 2 5 0 3
gtixice 6 4 1 2 5 3 0
gticexi 6 4 1 3 0 2 5
gticeix 6 4 1 3 0 5 2
gticxei 6 4 1 3 2 0 5
gticxie 6 4 1 3 2 5 0
gticiex 6 4 1 3 5 0 2
gticixe 6 4 1 3 5 2 0
gtiiexc 6 4 1 5 0 2 3
gtiiecx 6 4 1 5 0 3 2
gtiixec 6 4 1 5 2 0 3
gtiixce 6 4 1 5 2 3 0
gtiicex 6 4 1 5 3 0 2
gtiicxe 6 4 1 5 3 2 0
gtxeici 6 4 2 0 1 3 5
gtxeiic 6 4 2 0 1 5 3
gtxecii 6 4 2 0 3 1 5
gtxecii 6 4 2 0 3 5 1
gtxeiic 6 4 2 0 5 1 3
gtxeici 6 4 2 0 5 3 1
gtxieci 6 4 2 1 0 3 5
gtxieic 6 4 2 1 0 5 3
gtxicei 6 4 2 1 3 0 5
gtxicie 6 4 2 1 3 5 0
gtxiiec 6 4 2 1 5 0 3
gtxiice 6 4 2 1 5 3 0
gtxceii 6 4 2 3 0 1 5
gtxceii 6 4 2 3 0 5 1
gtxciei 6 4 2 3 1 0 5
gtxciie 6 4 2 3 1 5 0
gtxciei 6 4 2 3 5 0 1
gtxciie 6 4 2 3 5 1 0
gtxieic 6 4 2 5 0 1 3
gtxieci 6 4 2 5 0 3 1
gtxiiec 6 4 2 5 1 0 3
gtxiice 6 4 2 5 1 3 0
gtxicei 6 4 2 5 3 0 1
gtxicie 6 4 2 5 3 1 0
gtceixi 6 4 3 0 1 2 5
gtceiix 6 4 3 0 1 5 2
gtcexii 6 4 3 0 2 1 5
gtcexii 6 4 3 0 2 5 1
gtceiix 6 4 3 0 5 1 2
gtceixi 6 4 3 0 5 2 1
gtciexi 6 4 3 1 0 2 5
gtcieix 6 4 3 1 0 5 2
gtcixei 6 4 3 1 2 0 5
gtcixie 6 4 3 1 2 5 0
gtciiex 6 4 3 1 5 0 2
gtciixe 6 4 3 1 5 2 0
gtcxeii 6 4 3 2 0 1 5
gtcxeii 6 4 3 2 0 5 1
gtcxiei 6 4 3 2 1 0 5
gtcxiie 6 4 3 2 1 5 0
gtcxiei 6 4 3 2 5 0 1
gtcxiie 6 4 3 2 5 1 0
gtcieix 6 4 3 5 0 1 2
gtciexi 6 4 3 5 0 2 1
gtciiex 6 4 3 5 1 0 2
gtciixe 6 4 3 5 1 2 0
gtcixei 6 4 3 5 2 0 1
gtcixie 6 4 3 5 2 1 0
gtieixc 6 4 5 0 1 2 3
gtieicx 6 4 5 0 1 3 2
gtiexic 6 4 5 0 2 1 3
gtiexci 6 4 5 0 2 3 1
gtiecix 6 4 5 0 3 1 2
gtiecxi 6 4 5 0 3 2 1
gtiiexc 6 4 5 1 0 2 3
gtiiecx 6 4 5 1 0 3 2
gtiixec 6 4 5 1 2 0 3
gtiixce 6 4 5 1 2 3 0
gtiicex 6 4 5 1 3 0 2
gtiicxe 6 4 5 1 3 2 0
gtixeic 6 4 5 2 0 1 3
gtixeci 6 4 5 2 0 3 1
gtixiec 6 4 5 2 1 0 3
gtixice 6 4 5 2 1 3 0
gtixcei 6 4 5 2 3 0 1
gtixcie 6 4 5 2 3 1 0
gticeix 6 4 5 3 0 1 2
gticexi 6 4 5 3 0 2 1
gticiex 6 4 5 3 1 0 2
gticixe 6 4 5 3 1 2 0
gticxei 6 4 5 3 2 0 1
gticxie 6 4 5 3 2 1 0
gieixct 6 5 0 1 2 3 4
gieixtc 6 5 0 1 2 4 3
gieicxt 6 5 0 1 3 2 4
gieictx 6 5 0 1 3 4 2
gieitxc 6 5 0 1 4 2 3
gieitcx 6 5 0 1 4 3 2
giexict 6 5 0 2 1 3 4
giexitc 6 5 0 2 1 4 3
giexcit 6 5 0 2 3 1 4
giexcti 6 5 0 2 3 4 1
giextic 6 5 0 2 4 1 3
giextci 6 5 0 2 4 3 1
giecixt 6 5 0 3 1 2 4
giecitx 6 5 0 3 1 4 2
giecxit 6 5 0 3 2 1 4
giecxti 6 5 0 3 2 4 1
giectix 6 5 0 3 4 1 2
giectxi 6 5 0 3 4 2 1
gietixc 6 5 0 4 1 2 3
gieticx 6 5 0 4 1 3 2
gietxic 6 5 0 4 2 1 3
gietxci 6 5 0 4 2 3 1
gietcix 6 5 0 4 3 1 2
gietcxi 6 5 0 4 3 2 1
giiexct 6 5 1 0 2 3 4
giiextc 6 5 1 0 2 4 3
giiecxt 6 5 1 0 3 2 4
giiectx 6 5 1 0 3 4 2
giietxc 6 5 1 0 4 2 3
giietcx 6 5 1 0 4 3 2
giixect 6 5 1 2 0 3 4
