Shift: 16
qujofus 0 1 2 3 4 5 6
uosfqju 5 3 6 4 0 2 1
uosfuqj 5 3 6 4 1 0 2
uosfujq 5 3 6 4 1 2 0
uosfjqu 5 3 6 4 2 0 1
uosfjuq 5 3 6 4 2 1 0
ufqujos 5 4 0 1 2 3 6
ufqujso 5 4 0 1 2 6 3
ufquojs 5 4 0 1 3 2 6
ufquosj 5 4 0 1 3 6 2
ufqusjo 5 4 0 1 6 2 3
ufqusoj 5 4 0 1 6 3 2
ufqjuos 5 4 0 2 1 3 6
ufqjuso 5 4 0 2 1 6 3
ufqjous 5 4 0 2 3 1 6
ufqjosu 5 4 0 2 3 6 1
ufqjsuo 5 4 0 2 6 1 3
ufqjsou 5 4 0 2 6 3 1
ufqoujs 5 4 0 3 1 2 6
ufqousj 5 4 0 3 1 6 2
ufqojus 5 4 0 3 2 1 6
ufqojsu 5 4 0 3 2 6 1
ufqosuj 5 4 0 3 6 1 2
ufqosju 5 4 0 3 6 2 1
ufqsujo 5 4 0 6 1 2 3
ufqsuoj 5 4 0 6 1 3 2
ufqsjuo 5 4 0 6 2 1 3
ufqsjou 5 4 0 6 2 3 1
ufqsouj 5 4 0 6 3 1 2
ufqsoju 5 4 0 6 3 2 1
ufuqjos 5 4 1 0 2 3 6
ufuqjso 5 4 1 0 2 6 3
ufuqojs 5 4 1 0 3 2 6
ufuqosj 5 4 1 0 3 6 2
ufuqsjo 5 4 1 0 6 2 3
ufuqsoj 5 4 1 0 6 3 2
ufujqos 5 4 1 2 0 3 6
ufujqso 5 4 1 2 0 6 3
ufujoqs 5 4 1 2 3 0 6
ufujosq 5 4 1 2 3 6 0
ufujsqo 5 4 1 2 6 0 3
ufujsoq 5 4 1 2 6 3 0
ufuoqjs 5 4 1 3 0 2 6
ufuoqsj 5 4 1 3 0 6 2
ufuojqs 5 4 1 3 2 0 6
ufuojsq 5 4 1 3 2 6 0
ufuosqj 5 4 1 3 6 0 2
ufuosjq 5 4 1 3 6 2 0
ufusqjo 5 4 1 6 0 2 3
ufusqoj 5 4 1 6 0 3 2
ufusjqo 5 4 1 6 2 0 3
ufusjoq 5 4 1 6 2 3 0
ufusoqj 5 4 1 6 3 0 2
ufusojq 5 4 1 6 3 2 0
ufjquos 5 4 2 0 1 3 6
ufjquso 5 4 2 0 1 6 3
ufjqous 5 4 2 0 3 1 6
ufjqosu 5 4 2 0 3 6 1
ufjqsuo 5 4 2 0 6 1 3
ufjqsou 5 4 2 0 6 3 1
ufjuqos 5 4 2 1 0 3 6
ufjuqso 5 4 2 1 0 6 3
ufjuoqs 5 4 2 1 3 0 6
ufjuosq 5 4 2 1 3 6 0
ufjusqo 5 4 2 1 6 0 3
ufjusoq 5 4 2 1 6 3 0
ufjoqus 5 4 2 3 0 1 6
ufjoqsu 5 4 2 3 0 6 1
ufjouqs 5 4 2 3 1 0 6
ufjousq 5 4 2 3 1 6 0
ufjosqu 5 4 2 3 6 0 1
ufjosuq 5 4 2 3 6 1 0
ufjsquo 5 4 2 6 0 1 3
ufjsqou 5 4 2 6 0 3 1
ufjsuqo 5 4 2 6 1 0 3
ufjsuoq 5 4 2 6 1 3 0
ufjsoqu 5 4 2 6 3 0 1
ufjsouq 5 4 2 6 3 1 0
ufoqujs 5 4 3 0 1 2 6
ufoqusj 5 4 3 0 1 6 2
ufoqjus 5 4 3 0 2 1 6
ufoqjsu 5 4 3 0 2 6 1
ufoqsuj 5 4 3 0 6 1 2
ufoqsju 5 4 3 0 6 2 1
ufouqjs 5 4 3 1 0 2 6
ufouqsj 5 4 3 1 0 6 2
ufoujqs 5 4 3 1 2 0 6
ufoujsq 5 4 3 1 2 6 0
ufousqj 5 4 3 1 6 0 2
ufousjq 5 4 3 1 6 2 0
ufojqus 5 4 3 2 0 1 6
ufojqsu 5 4 3 2 0 6 1
ufojuqs 5 4 3 2 1 0 6
ufojusq 5 4 3 2 1 6 0
ufojsqu 5 4 3 2 6 0 1
ufojsuq 5 4 3 2 6 1 0
ufosquj 5 4 3 6 0 1 2
ufosqju 5 4 3 6 0 2 1
ufosuqj 5 4 3 6 1 0 2
ufosujq 5 4 3 6 1 2 0
ufosjqu 5 4 3 6 2 0 1
ufosjuq 5 4 3 6 2 1 0
ufsqujo 5 4 6 0 1 2 3
ufsquoj 5 4 6 0 1 3 2
ufsqjuo 5 4 6 0 2 1 3
ufsqjou 5 4 6 0 2 3 1
ufsqouj 5 4 6 0 3 1 2
ufsqoju 5 4 6 0 3 2 1
ufsuqjo 5 4 6 1 0 2 3
ufsuqoj 5 4 6 1 0 3 2
ufsujqo 5 4 6 1 2 0 3
ufsujoq 5 4 6 1 2 3 0
ufsuoqj 5 4 6 1 3 0 2
ufsuojq 5 4 6 1 3 2 0
ufsjquo 5 4 6 2 0 1 3
ufsjqou 5 4 6 2 0 3 1
ufsjuqo 5 4 6 2 1 0 3
ufsjuoq 5 4 6 2 1 3 0
ufsjoqu 5 4 6 2 3 0 1
ufsjouq 5 4 6 2 3 1 0
ufsoquj 5 4 6 3 0 1 2
ufsoqju 5 4 6 3 0 2 1
ufsouqj 5 4 6 3 1 0 2
ufsoujq 5 4 6 3 1 2 0
ufsojqu 5 4 6 3 2 0 1
ufsojuq 5 4 6 3 2 1 0
usqujof 5 6 0 1 2 3 4
usqujfo 5 6 0 1 2 4 3
usquojf 5 6 0 1 3 2 4
usquofj 5 6 0 1 3 4 2
usqufjo 5 6 0 1 4 2 3
usqufoj 5 6 0 1 4 3 2
usqjuof 5 6 0 2 1 3 4
usqjufo 5 6 0 2 1 4 3
usqjouf 5 6 0 2 3 1 4
usqjofu 5 6 0 2 3 4 1
usqjfuo 5 6 0 2 4 1 3
usqjfou 5 6 0 2 4 3 1
usqoujf 5 6 0 3 1 2 4
usqoufj 5 6 0 3 1 4 2
usqojuf 5 6 0 3 2 1 4
usqojfu 5 6 0 3 2 4 1
usqofuj 5 6 0 3 4 1 2
usqofju 5 6 0 3 4 2 1
usqfujo 5 6 0 4 1 2 3
usqfuoj 5 6 0 4 1 3 2
usqfjuo 5 6 0 4 2 1 3
usqfjou 5 6 0 4 2 3 1
usqfouj 5 6 0 4 3 1 2
usqfoju 5 6 0 4 3 2 1
usuqjof 5 6 1 0 2 3 4
usuqjfo 5 6 1 0 2 4 3
usuqojf 5 6 1 0 3 2 4
usuqofj 5 6 1 0 3 4 2
usuqfjo 5 6 1 0 4 2 3
usuqfoj 5 6 1 0 4 3 2
usujqof 5 6 1 2 0 3 4
usujqfo 5 6 1 2 0 4 3
usujoqf 5 6 1 2 3 0 4
usujofq 5 6 1 2 3 4 0
usujfqo 5 6 1 2 4 0 3
usujfoq 5 6 1 2 4 3 0
usuoqjf 5 6 1 3 0 2 4
usuoqfj 5 6 1 3 0 4 2
usuojqf 5 6 1 3 2 0 4
usuojfq 5 6 1 3 2 4 0
usuofqj 5 6 1 3 4 0 2
usuofjq 5 6 1 3 4 2 0
usufqjo 5 6 1 4 0 2 3
usufqoj 5 6 1 4 0 3 2
usufjqo 5 6 1 4 2 0 3
usufjoq 5 6 1 4 2 3 0
usufoqj 5 6 1 4 3 0 2
usufojq 5 6 1 4 3 2 0
usjquof 5 6 2 0 1 3 4
usjqufo 5 6 2 0 1 4 3
usjqouf 5 6 2 0 3 1 4
usjqofu 5 6 2 0 3 4 1
usjqfuo 5 6 2 0 4 1 3
usjqfou 5 6 2 0 4 3 1
usjuqof 5 6 2 1 0 3 4
usjuqfo 5 6 2 1 0 4 3
usjuoqf 5 6 2 1 3 0 4
usjuofq 5 6 2 1 3 4 0
usjufqo 5 6 2 1 4 0 3
usjufoq 5 6 2 1 4 3 0
usjoquf 5 6 2 3 0 1 4
usjoqfu 5 6 2 3 0 4 1
usjouqf 5 6 2 3 1 0 4
usjoufq 5 6 2 3 1 4 0
usjofqu 5 6 2 3 4 0 1
usjofuq 5 6 2 3 4 1 0
usjfquo 5 6 2 4 0 1 3
usjfqou 5 6 2 4 0 3 1
usjfuqo 5 6 2 4 1 0 3
usjfuoq 5 6 2 4 1 3 0
usjfoqu 5 6 2 4 3 0 1
usjfouq 5 6 2 4 3 1 0
usoqujf 5 6 3 0 1 2 4
usoqufj 5 6 3 0 1 4 2
usoqjuf 5 6 3 0 2 1 4
usoqjfu 5 6 3 0 2 4 1
usoqfuj 5 6 3 0 4 1 2
usoqfju 5 6 3 0 4 2 1
usouqjf 5 6 3 1 0 2 4
usouqfj 5 6 3 1 0 4 2
usoujqf 5 6 3 1 2 0 4
usoujfq 5 6 3 1 2 4 0
usoufqj 5 6 3 1 4 0 2
usoufjq 5 6 3 1 4 2 0
usojquf 5 6 3 2 0 1 4
usojqfu 5 6 3 2 0 4 1
usojuqf 5 6 3 2 1 0 4
usojufq 5 6 3 2 1 4 0
usojfqu 5 6 3 2 4 0 1
usojfuq 5 6 3 2 4 1 0
usofquj 5 6 3 4 0 1 2
usofqju 5 6 3 4 0 2 1
usofuqj 5 6 3 4 1 0 2
usofujq 5 6 3 4 1 2 0
usofjqu 5 6 3 4 2 0 1
usofjuq 5 6 3 4 2 1 0
usfqujo 5 6 4 0 1 2 3
usfquoj 5 6 4 0 1 3 2
usfqjuo 5 6 4 0 2 1 3
usfqjou 5 6 4 0 2 3 1
usfqouj 5 6 4 0 3 1 2
usfqoju 5 6 4 0 3 2 1
usfuqjo 5 6 4 1 0 2 3
usfuqoj 5 6 4 1 0 3 2
usfujqo 5 6 4 1 2 0 3
usfujoq 5 6 4 1 2 3 0
usfuoqj 5 6 4 1 3 0 2
usfuojq 5 6 4 1 3 2 0
usfjquo 5 6 4 2 0 1 3
usfjqou 5 6 4 2 0 3 1
usfjuqo 5 6 4 2 1 0 3
usfjuoq 5 6 4 2 1 3 0
usfjoqu 5 6 4 2 3 0 1
usfjouq 5 6 4 2 3 1 0
usfoquj 5 6 4 3 0 1 2
usfoqju 5 6 4 3 0 2 1
usfouqj 5 6 4 3 1 0 2
usfoujq 5 6 4 3 1 2 0
usfojqu 5 6 4 3 2 0 1
usfojuq 5 6 4 3 2 1 0
squjofu 6 0 1 2 3 4 5
squjouf 6 0 1 2 3 5 4
squjfou 6 0 1 2 4 3 5
squjfuo 6 0 1 2 4 5 3
squjuof 6 0 1 2 5 3 4
squjufo 6 0 1 2 5 4 3
squojfu 6 0 1 3 2 4 5
squojuf 6 0 1 3 2 5 4
squofju 6 0 1 3 4 2 5
squofuj 6 0 1 3 4 5 2
squoujf 6 0 1 3 5 2 4
squoufj 6 0 1 3 5 4 2
squfjou 6 0 1 4 2 3 5
squfjuo 6 0 1 4 2 5 3
squfoju 6 0 1 4 3 2 5
squfouj 6 0 1 4 3 5 2
squfujo 6 0 1 4 5 2 3
squfuoj 6 0 1 4 5 3 2
squujof 6 0 1 5 2 3 4
squujfo 6 0 1 5 2 4 3
squuojf 6 0 1 5 3 2 4
squuofj 6 0 1 5 3 4 2
squufjo 6 0 1 5 4 2 3
squufoj 6 0 1 5 4 3 2
sqjuofu 6 0 2 1 3 4 5
sqjuouf 6 0 2 1 3 5 4
sqjufou 6 0 2 1 4 3 5
sqjufuo 6 0 2 1 4 5 3
sqjuuof 6 0 2 1 5 3 4
sqjuufo 6 0 2 1 5 4 3
sqjoufu 6 0 2 3 1 4 5
sqjouuf 6 0 2 3 1 5 4
sqjofuu 6 0 2 3 4 1 5
sqjofuu 6 0 2 3 4 5 1
sqjouuf 6 0 2 3 5 1 4
sqjoufu 6 0 2 3 5 4 1
sqjfuou 6 0 2 4 1 3 5
sqjfuuo 6 0 2 4 1 5 3
sqjfouu 6 0 2 4 3 1 5
sqjfouu 6 0 2 4 3 5 1
sqjfuuo 6 0 2 4 5 1 3
sqjfuou 6 0 2 4 5 3 1
sqjuuof 6 0 2 5 1 3 4
sqjuufo 6 0 2 5 1 4 3
sqjuouf 6 0 2 5 3 1 4
sqjuofu 6 0 2 5 3 4 1
sqjufuo 6 0 2 5 4 1 3
sqjufou 6 0 2 5 4 3 1
sqoujfu 6 0 3 1 2 4 5
sqoujuf 6 0 3 1 2 5 4
sqoufju 6 0 3 1 4 2 5
sqoufuj 6 0 3 1 4 5 2
sqouujf 6 0 3 1 5 2 4
sqouufj 6 0 3 1 5 4 2
sqojufu 6 0 3 2 1 4 5
sqojuuf 6 0 3 2 1 5 4
sqojfuu 6 0 3 2 4 1 5
sqojfuu 6 0 3 2 4 5 1
sqojuuf 6 0 3 2 5 1 4
sqojufu 6 0 3 2 5 4 1
sqofuju 6 0 3 4 1 2 5
sqofuuj 6 0 3 4 1 5 2
sqofjuu 6 0 3 4 2 1 5
sqofjuu 6 0 3 4 2 5 1
sqofuuj 6 0 3 4 5 1 2
sqofuju 6 0 3 4 5 2 1
sqouujf 6 0 3 5 1 2 4
sqouufj 6 0 3 5 1 4 2
sqoujuf 6 0 3 5 2 1 4
sqoujfu 6 0 3 5 2 4 1
sqoufuj 6 0 3 5 4 1 2
sqoufju 6 0 3 5 4 2 1
sqfujou 6 0 4 1 2 3 5
sqfujuo 6 0 4 1 2 5 3
sqfuoju 6 0 4 1 3 2 5
sqfuouj 6 0 4 1 3 5 2
sqfuujo 6 0 4 1 5 2 3
sqfuuoj 6 0 4 1 5 3 2
sqfjuou 6 0 4 2 1 3 5
sqfjuuo 6 0 4 2 1 5 3
sqfjouu 6 0 4 2 3 1 5
sqfjouu 6 0 4 2 3 5 1
sqfjuuo 6 0 4 2 5 1 3
sqfjuou 6 0 4 2 5 3 1
sqfouju 6 0 4 3 1 2 5
sqfouuj 6 0 4 3 1 5 2
sqfojuu 6 0 4 3 2 1 5
sqfojuu 6 0 4 3 2 5 1
sqfouuj 6 0 4 3 5 1 2
sqfouju 6 0 4 3 5 2 1
sqfuujo 6 0 4 5 1 2 3
sqfuuoj 6 0 4 5 1 3 2
sqfujuo 6 0 4 5 2 1 3
sqfujou 6 0 4 5 2 3 1
sqfuouj 6 0 4 5 3 1 2
sqfuoju 6 0 4 5 3 2 1
squujof 6 0 5 1 2 3 4
squujfo 6 0 5 1 2 4 3
squuojf 6 0 5 1 3 2 4
squuofj 6 0 5 1 3 4 2
squufjo 6 0 5 1 4 2 3
squufoj 6 0 5 1 4 3 2
squjuof 6 0 5 2 1 3 4
squjufo 6 0 5 2 1 4 3
squjouf 6 0 5 2 3 1 4
squjofu 6 0 5 2 3 4 1
squjfuo 6 0 5 2 4 1 3
squjfou 6 0 5 2 4 3 1
squoujf 6 0 5 3 1 2 4
squoufj 6 0 5 3 1 4 2
squojuf 6 0 5 3 2 1 4
squojfu 6 0 5 3 2 4 1
squofuj 6 0 5 3 4 1 2
squofju 6 0 5 3 4 2 1
squfujo 6 0 5 4 1 2 3
squfuoj 6 0 5 4 1 3 2
squfjuo 6 0 5 4 2 1 3
squfjou 6 0 5 4 2 3 1
squfouj 6 0 5 4 3 1 2
squfoju 6 0 5 4 3 2 1
suqjofu 6 1 0 2 3 4 5
suqjouf 6 1 0 2 3 5 4
suqjfou 6 1 0 2 4 3 5
suqjfuo 6 1 0 2 4 5 3
suqjuof 6 1 0 2 5 3 4
suqjufo 6 1 0 2 5 4 3
suqojfu 6 1 0 3 2 4 5
suqojuf 6 1 0 3 2 5 4
suqofju 6 1 0 3 4 2 5
suqofuj 6 1 0 3 4 5 2
suqoujf 6 1 0 3 5 2 4
suqoufj 6 1 0 3 5 4 2
suqfjou 6 1 0 4 2 3 5
suqfjuo 6 1 0 4 2 5 3
suqfoju 6 1 0 4 3 2 5
suqfouj 6 1 0 4 3 5 2
suqfujo 6 1 0 4 5 2 3
suqfuoj 6 1 0 4 5 3 2
suqujof 6 1 0 5 2 3 4
suqujfo 6 1 0 5 2 4 3
suquojf 6 1 0 5 3 2 4
suquofj 6 1 0 5 3 4 2
suqufjo 6 1 0 5 4 2 3
suqufoj 6 1 0 5 4 3 2
sujqofu 6 1 2 0 3 4 5
sujqouf 6 1 2 0 3 5 4
sujqfou 6 1 2 0 4 3 5
sujqfuo 6 1 2 0 4 5 3
sujquof 6 1 2 0 5 3 4
sujqufo 6 1 2 0 5 4 3
sujoqfu 6 1 2 3 0 4 5
sujoquf 6 1 2 3 0 5 4
sujofqu 6 1 2 3 4 0 5
sujofuq 6 1 2 3 4 5 0
sujouqf 6 1 2 3 5 0 4
sujoufq 6 1 2 3 5 4 0
sujfqou 6 1 2 4 0 3 5
sujfquo 6 1 2 4 0 5 3
sujfoqu 6 1 2 4 3 0 5
sujfouq 6 1 2 4 3 5 0
sujfuqo 6 1 2 4 5 0 3
sujfuoq 6 1 2 4 5 3 0
sujuqof 6 1 2 5 0 3 4
sujuqfo 6 1 2 5 0 4 3
sujuoqf 6 1 2 5 3 0 4
sujuofq 6 1 2 5 3 4 0
sujufqo 6 1 2 5 4 0 3
sujufoq 6 1 2 5 4 3 0
suoqjfu 6 1 3 0 2 4 5
suoqjuf 6 1 3 0 2 5 4
suoqfju 6 1 3 0 4 2 5
suoqfuj 6 1 3 0 4 5 2
suoqujf 6 1 3 0 5 2 4
suoqufj 6 1 3 0 5 4 2
suojqfu 6 1 3 2 0 4 5
suojquf 6 1 3 2 0 5 4
suojfqu 6 1 3 2 4 0 5
suojfuq 6 1 3 2 4 5 0
suojuqf 6 1 3 2 5 0 4
suojufq 6 1 3 2 5 4 0
suofqju 6 1 3 4 0 2 5
suofquj 6 1 3 4 0 5 2
suofjqu 6 1 3 4 2 0 5
suofjuq 6 1 3 4 2 5 0
suofuqj 6 1 3 4 5 0 2
suofujq 6 1 3 4 5 2 0
suouqjf 6 1 3 5 0 2 4
suouqfj 6 1 3 5 0 4 2
suoujqf 6 1 3 5 2 0 4
suoujfq 6 1 3 5 2 4 0
suoufqj 6 1 3 5 4 0 2
suoufjq 6 1 3 5 4 2 0
sufqjou 6 1 4 0 2 3 5
sufqjuo 6 1 4 0 2 5 3
sufqoju 6 1 4 0 3 2 5
sufqouj 6 1 4 0 3 5 2
sufqujo 6 1 4 0 5 2 3
sufquoj 6 1 4 0 5 3 2
sufjqou 6 1 4 2 0 3 5
sufjquo 6 1 4 2 0 5 3
sufjoqu 6 1 4 2 3 0 5
sufjouq 6 1 4 2 3 5 0
sufjuqo 6 1 4 2 5 0 3
sufjuoq 6 1 4 2 5 3 0
sufoqju 6 1 4 3 0 2 5
sufoquj 6 1 4 3 0 5 2
sufojqu 6 1 4 3 2 0 5
sufojuq 6 1 4 3 2 5 0
sufouqj 6 1 4 3 5 0 2
sufoujq 6 1 4 3 5 2 0
sufuqjo 6 1 4 5 0 2 3
sufuqoj 6 1 4 5 0 3 2
sufujqo 6 1 4 5 2 0 3
sufujoq 6 1 4 5 2 3 0
sufuoqj 6 1 4 5 3 0 2
sufuojq 6 1 4 5 3 2 0
suuqjof 6 1 5 0 2 3 4
suuqjfo 6 1 5 0 2 4 3
suuqojf 6 1 5 0 3 2 4
suuqofj 6 1 5 0 3 4 2
suuqfjo 6 1 5 0 4 2 3
suuqfoj 6 1 5 0 4 3 2
suujqof 6 1 5 2 0 3 4
suujqfo 6 1 5 2 0 4 3
suujoqf 6 1 5 2 3 0 4
suujofq 6 1 5 2 3 4 0
suujfqo 6 1 5 2 4 0 3
suujfoq 6 1 5 2 4 3 0
suuoqjf 6 1 5 3 0 2 4
suuoqfj 6 1 5 3 0 4 2
suuojqf 6 1 5 3 2 0 4
suuojfq 6 1 5 3 2 4 0
suuofqj 6 1 5 3 4 0 2
suuofjq 6 1 5 3 4 2 0
suufqjo 6 1 5 4 0 2 3
suufqoj 6 1 5 4 0 3 2
suufjqo 6 1 5 4 2 0 3
suufjoq 6 1 5 4 2 3 0
suufoqj 6 1 5 4 3 0 2
suufojq 6 1 5 4 3 2 0
sjquofu 6 2 0 1 3 4 5
sjquouf 6 2 0 1 3 5 4
sjqufou 6 2 0 1 4 3 5
sjqufuo 6 2 0 1 4 5 3
sjquuof 6 2 0 1 5 3 4
sjquufo 6 2 0 1 5 4 3
sjqoufu 6 2 0 3 1 4 5
sjqouuf 6 2 0 3 1 5 4
sjqofuu 6 2 0 3 4 1 5
sjqofuu 6 2 0 3 4 5 1
sjqouuf 6 2 0 3 5 1 4
sjqoufu 6 2 0 3 5 4 1
sjqfuou 6 2 0 4 1 3 5
sjqfuuo 6 2 0 4 1 5 3
sjqfouu 6 2 0 4 3 1 5
sjqfouu 6 2 0 4 3 5 1
sjqfuuo 6 2 0 4 5 1 3
sjqfuou 6 2 0 4 5 3 1
sjquuof 6 2 0 5 1 3 4
sjquufo 6 2 0 5 1 4 3
sjquouf 6 2 0 5 3 1 4
sjquofu 6 2 0 5 3 4 1
sjqufuo 6 2 0 5 4 1 3
sjqufou 6 2 0 5 4 3 1
sjuqofu 6 2 1 0 3 4 5
sjuqouf 6 2 1 0 3 5 4
sjuqfou 6 2 1 0 4 3 5
sjuqfuo 6 2 1 0 4 5 3
sjuquof 6 2 1 0 5 3 4
sjuqufo 6 2 1 0 5 4 3
sjuoqfu 6 2 1 3 0 4 5
sjuoquf 6 2 1 3 0 5 4
sjuofqu 6 2 1 3 4 0 5
sjuofuq 6 2 1 3 4 5 0
sjuouqf 6 2 1 3 5 0 4
sjuoufq 6 2 1 3 5 4 0
sjufqou 6 2 1 4 0 3 5
sjufquo 6 2 1 4 0 5 3
sjufoqu 6 2 1 4 3 0 5
sjufouq 6 2 1 4 3 5 0
sjufuqo 6 2 1 4 5 0 3
sjufuoq 6 2 1 4 5 3 0
sjuuqof 6 2 1 5 0 3 4
sjuuqfo 6 2 1 5 0 4 3
sjuuoqf 6 2 1 5 3 0 4
sjuuofq 6 2 1 5 3 4 0
sjuufqo 6 2 1 5 4 0 3
sjuufoq 6 2 1 5 4 3 0
sjoqufu 6 2 3 0 1 4 5
sjoquuf 6 2 3 0 1 5 4
sjoqfuu 6 2 3 0 4 1 5
sjoqfuu 6 2 3 0 4 5 1
sjoquuf 6 2 3 0 5 1 4
sjoqufu 6 2 3 0 5 4 1
sjouqfu 6 2 3 1 0 4 5
sjouquf 6 2 3 1 0 5 4
sjoufqu 6 2 3 1 4 0 5
sjoufuq 6 2 3 1 4 5 0
sjouuqf 6 2 3 1 5 0 4
sjouufq 6 2 3 1 5 4 0
sjofquu 6 2 3 4 0 1 5
sjofquu 6 2 3 4 0 5 1
sjofuqu 6 2 3 4 1 0 5
sjofuuq 6 2 3 4 1 5 0
sjofuqu 6 2 3 4 5 0 1
sjofuuq 6 2 3 4 5 1 0
sjouquf 6 2 3 5 0 1 4
sjouqfu 6 2 3 5 0 4 1
sjouuqf 6 2 3 5 1 0 4
sjouufq 6 2 3 5 1 4 0
sjoufqu 6 2 3 5 4 0 1
sjoufuq 6 2 3 5 4 1 0
sjfquou 6 2 4 0 1 3 5
sjfquuo 6 2 4 0 1 5 3
sjfqouu 6 2 4 0 3 1 5
sjfqouu 6 2 4 0 3 5 1
sjfquuo 6 2 4 0 5 1 3
sjfquou 6 2 4 0 5 3 1
sjfuqou 6 2 4 1 0 3 5
sjfuquo 6 2 4 1 0 5 3
sjfuoqu 6 2 4 1 3 0 5
sjfuouq 6 2 4 1 3 5 0
sjfuuqo 6 2 4 1 5 0 3
sjfuuoq 6 2 4 1 5 3 0
sjfoquu 6 2 4 3 0 1 5
sjfoquu 6 2 4 3 0 5 1
sjfouqu 6 2 4 3 1 0 5
sjfouuq 6 2 4 3 1 5 0
sjfouqu 6 2 4 3 5 0 1
sjfouuq 6 2 4 3 5 1 0
sjfuquo 6 2 4 5 0 1 3
sjfuqou 6 2 4 5 0 3 1
sjfuuqo 6 2 4 5 1 0 3
sjfuuoq 6 2 4 5 1 3 0
sjfuoqu 6 2 4 5 3 0 1
sjfuouq 6 2 4 5 3 1 0
sjuquof 6 2 5 0 1 3 4
sjuqufo 6 2 5 0 1 4 3
sjuqouf 6 2 5 0 3 1 4
sjuqofu 6 2 5 0 3 4 1
sjuqfuo 6 2 5 0 4 1 3
sjuqfou 6 2 5 0 4 3 1
sjuuqof 6 2 5 1 0 3 4
sjuuqfo 6 2 5 1 0 4 3
sjuuoqf 6 2 5 1 3 0 4
sjuuofq 6 2 5 1 3 4 0
sjuufqo 6 2 5 1 4 0 3
sjuufoq 6 2 5 1 4 3 0
sjuoquf 6 2 5 3 0 1 4
sjuoqfu 6 2 5 3 0 4 1
sjuouqf 6 2 5 3 1 0 4
sjuoufq 6 2 5 3 1 4 0
sjuofqu 6 2 5 3 4 0 1
sjuofuq 6 2 5 3 4 1 0
sjufquo 6 2 5 4 0 1 3
sjufqou 6 2 5 4 0 3 1
sjufuqo 6 2 5 4 1 0 3
sjufuoq 6 2 5 4 1 3 0
sjufoqu 6 2 5 4 3 0 1
sjufouq 6 2 5 4 3 1 0
soqujfu 6 3 0 1 2 4 5
soqujuf 6 3 0 1 2 5 4
soqufju 6 3 0 1 4 2 5
soqufuj 6 3 0 1 4 5 2
soquujf 6 3 0 1 5 2 4
soquufj 6 3 0 1 5 4 2
soqjufu 6 3 0 2 1 4 5
soqjuuf 6 3 0 2 1 5 4
soqjfuu 6 3 0 2 4 1 5
soqjfuu 6 3 0 2 4 5 1
soqjuuf 6 3 0 2 5 1 4
soqjufu 6 3 0 2 5 4 1
soqfuju 6 3 0 4 1 2 5
soqfuuj 6 3 0 4 1 5 2
soqfjuu 6 3 0 4 2 1 5
soqfjuu 6 3 0 4 2 5 1
soqfuuj 6 3 0 4 5 1 2
soqfuju 6 3 0 4 5 2 1
soquujf 6 3 0 5 1 2 4
soquufj 6 3 0 5 1 4 2
soqujuf 6 3 0 5 2 1 4
soqujfu 6 3 0 5 2 4 1
soqufuj 6 3 0 5 4 1 2
soqufju 6 3 0 5 4 2 1
souqjfu 6 3 1 0 2 4 5
souqjuf 6 3 1 0 2 5 4
souqfju 6 3 1 0 4 2 5
souqfuj 6 3 1 0 4 5 2
souqujf 6 3 1 0 5 2 4
souqufj 6 3 1 0 5 4 2
soujqfu 6 3 1 2 0 4 5
soujquf 6 3 1 2 0 5 4
soujfqu 6 3 1 2 4 0 5
soujfuq 6 3 1 2 4 5 0
soujuqf 6 3 1 2 5 0 4
soujufq 6 3 1 2 5 4 0
soufqju 6 3 1 4 0 2 5
soufquj 6 3 1 4 0 5 2
soufjqu 6 3 1 4 2 0 5
soufjuq 6 3 1 4 2 5 0
soufuqj 6 3 1 4 5 0 2
soufujq 6 3 1 4 5 2 0
souuqjf 6 3 1 5 0 2 4
souuqfj 6 3 1 5 0 4 2
souujqf 6 3 1 5 2 0 4
souujfq 6 3 1 5 2 4 0
souufqj 6 3 1 5 4 0 2
souufjq 6 3 1 5 4 2 0
sojqufu 6 3 2 0 1 4 5
sojquuf 6 3 2 0 1 5 4
sojqfuu 6 3 2 0 4 1 5
sojqfuu 6 3 2 0 4 5 1
sojquuf 6 3 2 0 5 1 4
sojqufu 6 3 2 0 5 4 1
sojuqfu 6 3 2 1 0 4 5
sojuquf 6 3 2 1 0 5 4
sojufqu 6 3 2 1 4 0 5
sojufuq 6 3 2 1 4 5 0
sojuuqf 6 3 2 1 5 0 4
sojuufq 6 3 2 1 5 4 0
sojfquu 6 3 2 4 0 1 5
sojfquu 6 3 2 4 0 5 1
sojfuqu 6 3 2 4 1 0 5
sojfuuq 6 3 2 4 1 5 0
sojfuqu 6 3 2 4 5 0 1
sojfuuq 6 3 2 4 5 1 0
sojuquf 6 3 2 5 0 1 4
sojuqfu 6 3 2 5 0 4 1
sojuuqf 6 3 2 5 1 0 4
sojuufq 6 3 2 5 1 4 0
sojufqu 6 3 2 5 4 0 1
sojufuq 6 3 2 5 4 1 0
sofquju 6 3 4 0 1 2 5
sofquuj 6 3 4 0 1 5 2
sofqjuu 6 3 4 0 2 1 5
sofqjuu 6 3 4 0 2 5 1
sofquuj 6 3 4 0 5 1 2
sofquju 6 3 4 0 5 2 1
sofuqju 6 3 4 1 0 2 5
sofuquj 6 3 4 1 0 5 2
