Shift: 6
gkzevki 0 1 2 3 4 5 6
kvgeikz 5 4 0 3 6 1 2
kvgeizk 5 4 0 3 6 2 1
kvgikze 5 4 0 6 1 2 3
kvgikez 5 4 0 6 1 3 2
kvgizke 5 4 0 6 2 1 3
kvgizek 5 4 0 6 2 3 1
kvgiekz 5 4 0 6 3 1 2
kvgiezk 5 4 0 6 3 2 1
kvkgzei 5 4 1 0 2 3 6
kvkgzie 5 4 1 0 2 6 3
kvkgezi 5 4 1 0 3 2 6
kvkgeiz 5 4 1 0 3 6 2
kvkgize 5 4 1 0 6 2 3
kvkgiez 5 4 1 0 6 3 2
kvkzgei 5 4 1 2 0 3 6
kvkzgie 5 4 1 2 0 6 3
kvkzegi 5 4 1 2 3 0 6
kvkzeig 5 4 1 2 3 6 0
kvkzige 5 4 1 2 6 0 3
kvkzieg 5 4 1 2 6 3 0
kvkegzi 5 4 1 3 0 2 6
kvkegiz 5 4 1 3 0 6 2
kvkezgi 5 4 1 3 2 0 6
kvkezig 5 4 1 3 2 6 0
kvkeigz 5 4 1 3 6 0 2
kvkeizg 5 4 1 3 6 2 0
kvkigze 5 4 1 6 0 2 3
kvkigez 5 4 1 6 0 3 2
kvkizge 5 4 1 6 2 0 3
kvkizeg 5 4 1 6 2 3 0
kvkiegz 5 4 1 6 3 0 2
kvkiezg 5 4 1 6 3 2 0
kvzgkei 5 4 2 0 1 3 6
kvzgkie 5 4 2 0 1 6 3
kvzgeki 5 4 2 0 3 1 6
kvzgeik 5 4 2 0 3 6 1
kvzgike 5 4 2 0 6 1 3
kvzgiek 5 4 2 0 6 3 1
kvzkgei 5 4 2 1 0 3 6
kvzkgie 5 4 2 1 0 6 3
kvzkegi 5 4 2 1 3 0 6
kvzkeig 5 4 2 1 3 6 0
kvzkige 5 4 2 1 6 0 3
kvzkieg 5 4 2 1 6 3 0
kvzegki 5 4 2 3 0 1 6
kvzegik 5 4 2 3 0 6 1
kvzekgi 5 4 2 3 1 0 6
kvzekig 5 4 2 3 1 6 0
kvzeigk 5 4 2 3 6 0 1
kvzeikg 5 4 2 3 6 1 0
kvzigke 5 4 2 6 0 1 3
kvzigek 5 4 2 6 0 3 1
kvzikge 5 4 2 6 1 0 3
kvzikeg 5 4 2 6 1 3 0
kvziegk 5 4 2 6 3 0 1
kvziekg 5 4 2 6 3 1 0
kvegkzi 5 4 3 0 1 2 6
kvegkiz 5 4 3 0 1 6 2
kvegzki 5 4 3 0 2 1 6
kvegzik 5 4 3 0 2 6 1
kvegikz 5 4 3 0 6 1 2
kvegizk 5 4 3 0 6 2 1
kvekgzi 5 4 3 1 0 2 6
kvekgiz 5 4 3 1 0 6 2
kvekzgi 5 4 3 1 2 0 6
kvekzig 5 4 3 1 2 6 0
kvekigz 5 4 3 1 6 0 2
kvekizg 5 4 3 1 6 2 0
kvezgki 5 4 3 2 0 1 6
kvezgik 5 4 3 2 0 6 1
kvezkgi 5 4 3 2 1 0 6
kvezkig 5 4 3 2 1 6 0
kvezigk 5 4 3 2 6 0 1
kvezikg 5 4 3 2 6 1 0
kveigkz 5 4 3 6 0 1 2
kveigzk 5 4 3 6 0 2 1
kveikgz 5 4 3 6 1 0 2
kveikzg 5 4 3 6 1 2 0
kveizgk 5 4 3 6 2 0 1
kveizkg 5 4 3 6 2 1 0
kvigkze 5 4 6 0 1 2 3
kvigkez 5 4 6 0 1 3 2
kvigzke 5 4 6 0 2 1 3
kvigzek 5 4 6 0 2 3 1
kvigekz 5 4 6 0 3 1 2
kvigezk 5 4 6 0 3 2 1
kvikgze 5 4 6 1 0 2 3
kvikgez 5 4 6 1 0 3 2
kvikzge 5 4 6 1 2 0 3
kvikzeg 5 4 6 1 2 3 0
kvikegz 5 4 6 1 3 0 2
kvikezg 5 4 6 1 3 2 0
kvizgke 5 4 6 2 0 1 3
kvizgek 5 4 6 2 0 3 1
kvizkge 5 4 6 2 1 0 3
kvizkeg 5 4 6 2 1 3 0
kvizegk 5 4 6 2 3 0 1
kvizekg 5 4 6 2 3 1 0
kviegkz 5 4 6 3 0 1 2
kviegzk 5 4 6 3 0 2 1
kviekgz 5 4 6 3 1 0 2
kviekzg 5 4 6 3 1 2 0
kviezgk 5 4 6 3 2 0 1
kviezkg 5 4 6 3 2 1 0
kigkzev 5 6 0 1 2 3 4
kigkzve 5 6 0 1 2 4 3
kigkezv 5 6 0 1 3 2 4
kigkevz 5 6 0 1 3 4 2
kigkvze 5 6 0 1 4 2 3
kigkvez 5 6 0 1 4 3 2
kigzkev 5 6 0 2 1 3 4
kigzkve 5 6 0 2 1 4 3
kigzekv 5 6 0 2 3 1 4
kigzevk 5 6 0 2 3 4 1
kigzvke 5 6 0 2 4 1 3
kigzvek 5 6 0 2 4 3 1
kigekzv 5 6 0 3 1 2 4
kigekvz 5 6 0 3 1 4 2
kigezkv 5 6 0 3 2 1 4
kigezvk 5 6 0 3 2 4 1
kigevkz 5 6 0 3 4 1 2
kigevzk 5 6 0 3 4 2 1
kigvkze 5 6 0 4 1 2 3
kigvkez 5 6 0 4 1 3 2
kigvzke 5 6 0 4 2 1 3
kigvzek 5 6 0 4 2 3 1
kigvekz 5 6 0 4 3 1 2
kigvezk 5 6 0 4 3 2 1
kikgzev 5 6 1 0 2 3 4
kikgzve 5 6 1 0 2 4 3
kikgezv 5 6 1 0 3 2 4
kikgevz 5 6 1 0 3 4 2
kikgvze 5 6 1 0 4 2 3
kikgvez 5 6 1 0 4 3 2
kikzgev 5 6 1 2 0 3 4
kikzgve 5 6 1 2 0 4 3
kikzegv 5 6 1 2 3 0 4
kikzevg 5 6 1 2 3 4 0
kikzvge 5 6 1 2 4 0 3
kikzveg 5 6 1 2 4 3 0
kikegzv 5 6 1 3 0 2 4
kikegvz 5 6 1 3 0 4 2
kikezgv 5 6 1 3 2 0 4
kikezvg 5 6 1 3 2 4 0
kikevgz 5 6 1 3 4 0 2
kikevzg 5 6 1 3 4 2 0
kikvgze 5 6 1 4 0 2 3
kikvgez 5 6 1 4 0 3 2
kikvzge 5 6 1 4 2 0 3
kikvzeg 5 6 1 4 2 3 0
kikvegz 5 6 1 4 3 0 2
kikvezg 5 6 1 4 3 2 0
kizgkev 5 6 2 0 1 3 4
kizgkve 5 6 2 0 1 4 3
kizgekv 5 6 2 0 3 1 4
kizgevk 5 6 2 0 3 4 1
kizgvke 5 6 2 0 4 1 3
kizgvek 5 6 2 0 4 3 1
kizkgev 5 6 2 1 0 3 4
kizkgve 5 6 2 1 0 4 3
kizkegv 5 6 2 1 3 0 4
kizkevg 5 6 2 1 3 4 0
kizkvge 5 6 2 1 4 0 3
kizkveg 5 6 2 1 4 3 0
kizegkv 5 6 2 3 0 1 4
kizegvk 5 6 2 3 0 4 1
kizekgv 5 6 2 3 1 0 4
kizekvg 5 6 2 3 1 4 0
kizevgk 5 6 2 3 4 0 1
kizevkg 5 6 2 3 4 1 0
kizvgke 5 6 2 4 0 1 3
kizvgek 5 6 2 4 0 3 1
kizvkge 5 6 2 4 1 0 3
kizvkeg 5 6 2 4 1 3 0
kizvegk 5 6 2 4 3 0 1
kizvekg 5 6 2 4 3 1 0
kiegkzv 5 6 3 0 1 2 4
kiegkvz 5 6 3 0 1 4 2
kiegzkv 5 6 3 0 2 1 4
kiegzvk 5 6 3 0 2 4 1
kiegvkz 5 6 3 0 4 1 2
kiegvzk 5 6 3 0 4 2 1
kiekgzv 5 6 3 1 0 2 4
kiekgvz 5 6 3 1 0 4 2
kiekzgv 5 6 3 1 2 0 4
kiekzvg 5 6 3 1 2 4 0
kiekvgz 5 6 3 1 4 0 2
kiekvzg 5 6 3 1 4 2 0
kiezgkv 5 6 3 2 0 1 4
kiezgvk 5 6 3 2 0 4 1
kiezkgv 5 6 3 2 1 0 4
kiezkvg 5 6 3 2 1 4 0
kiezvgk 5 6 3 2 4 0 1
kiezvkg 5 6 3 2 4 1 0
kievgkz 5 6 3 4 0 1 2
kievgzk 5 6 3 4 0 2 1
kievkgz 5 6 3 4 1 0 2
kievkzg 5 6 3 4 1 2 0
kievzgk 5 6 3 4 2 0 1
kievzkg 5 6 3 4 2 1 0
kivgkze 5 6 4 0 1 2 3
kivgkez 5 6 4 0 1 3 2
kivgzke 5 6 4 0 2 1 3
kivgzek 5 6 4 0 2 3 1
kivgekz 5 6 4 0 3 1 2
kivgezk 5 6 4 0 3 2 1
kivkgze 5 6 4 1 0 2 3
kivkgez 5 6 4 1 0 3 2
kivkzge 5 6 4 1 2 0 3
kivkzeg 5 6 4 1 2 3 0
kivkegz 5 6 4 1 3 0 2
kivkezg 5 6 4 1 3 2 0
kivzgke 5 6 4 2 0 1 3
kivzgek 5 6 4 2 0 3 1
kivzkge 5 6 4 2 1 0 3
kivzkeg 5 6 4 2 1 3 0
kivzegk 5 6 4 2 3 0 1
kivzekg 5 6 4 2 3 1 0
kivegkz 5 6 4 3 0 1 2
kivegzk 5 6 4 3 0 2 1
kivekgz 5 6 4 3 1 0 2
kivekzg 5 6 4 3 1 2 0
kivezgk 5 6 4 3 2 0 1
kivezkg 5 6 4 3 2 1 0
igkzevk 6 0 1 2 3 4 5
igkzekv 6 0 1 2 3 5 4
igkzvek 6 0 1 2 4 3 5
igkzvke 6 0 1 2 4 5 3
igkzkev 6 0 1 2 5 3 4
igkzkve 6 0 1 2 5 4 3
igkezvk 6 0 1 3 2 4 5
igkezkv 6 0 1 3 2 5 4
igkevzk 6 0 1 3 4 2 5
igkevkz 6 0 1 3 4 5 2
igkekzv 6 0 1 3 5 2 4
igkekvz 6 0 1 3 5 4 2
igkvzek 6 0 1 4 2 3 5
igkvzke 6 0 1 4 2 5 3
igkvezk 6 0 1 4 3 2 5
igkvekz 6 0 1 4 3 5 2
igkvkze 6 0 1 4 5 2 3
igkvkez 6 0 1 4 5 3 2
igkkzev 6 0 1 5 2 3 4
igkkzve 6 0 1 5 2 4 3
igkkezv 6 0 1 5 3 2 4
igkkevz 6 0 1 5 3 4 2
igkkvze 6 0 1 5 4 2 3
igkkvez 6 0 1 5 4 3 2
igzkevk 6 0 2 1 3 4 5
igzkekv 6 0 2 1 3 5 4
igzkvek 6 0 2 1 4 3 5
igzkvke 6 0 2 1 4 5 3
igzkkev 6 0 2 1 5 3 4
igzkkve 6 0 2 1 5 4 3
igzekvk 6 0 2 3 1 4 5
igzekkv 6 0 2 3 1 5 4
igzevkk 6 0 2 3 4 1 5
igzevkk 6 0 2 3 4 5 1
igzekkv 6 0 2 3 5 1 4
igzekvk 6 0 2 3 5 4 1
igzvkek 6 0 2 4 1 3 5
igzvkke 6 0 2 4 1 5 3
igzvekk 6 0 2 4 3 1 5
igzvekk 6 0 2 4 3 5 1
igzvkke 6 0 2 4 5 1 3
igzvkek 6 0 2 4 5 3 1
igzkkev 6 0 2 5 1 3 4
igzkkve 6 0 2 5 1 4 3
igzkekv 6 0 2 5 3 1 4
igzkevk 6 0 2 5 3 4 1
igzkvke 6 0 2 5 4 1 3
igzkvek 6 0 2 5 4 3 1
igekzvk 6 0 3 1 2 4 5
igekzkv 6 0 3 1 2 5 4
igekvzk 6 0 3 1 4 2 5
igekvkz 6 0 3 1 4 5 2
igekkzv 6 0 3 1 5 2 4
igekkvz 6 0 3 1 5 4 2
igezkvk 6 0 3 2 1 4 5
igezkkv 6 0 3 2 1 5 4
igezvkk 6 0 3 2 4 1 5
igezvkk 6 0 3 2 4 5 1
igezkkv 6 0 3 2 5 1 4
igezkvk 6 0 3 2 5 4 1
igevkzk 6 0 3 4 1 2 5
igevkkz 6 0 3 4 1 5 2
igevzkk 6 0 3 4 2 1 5
igevzkk 6 0 3 4 2 5 1
igevkkz 6 0 3 4 5 1 2
igevkzk 6 0 3 4 5 2 1
igekkzv 6 0 3 5 1 2 4
igekkvz 6 0 3 5 1 4 2
igekzkv 6 0 3 5 2 1 4
igekzvk 6 0 3 5 2 4 1
igekvkz 6 0 3 5 4 1 2
igekvzk 6 0 3 5 4 2 1
igvkzek 6 0 4 1 2 3 5
igvkzke 6 0 4 1 2 5 3
igvkezk 6 0 4 1 3 2 5
igvkekz 6 0 4 1 3 5 2
igvkkze 6 0 4 1 5 2 3
igvkkez 6 0 4 1 5 3 2
igvzkek 6 0 4 2 1 3 5
igvzkke 6 0 4 2 1 5 3
igvzekk 6 0 4 2 3 1 5
igvzekk 6 0 4 2 3 5 1
igvzkke 6 0 4 2 5 1 3
igvzkek 6 0 4 2 5 3 1
igvekzk 6 0 4 3 1 2 5
igvekkz 6 0 4 3 1 5 2
igvezkk 6 0 4 3 2 1 5
igvezkk 6 0 4 3 2 5 1
igvekkz 6 0 4 3 5 1 2
igvekzk 6 0 4 3 5 2 1
igvkkze 6 0 4 5 1 2 3
igvkkez 6 0 4 5 1 3 2
igvkzke 6 0 4 5 2 1 3
igvkzek 6 0 4 5 2 3 1
igvkekz 6 0 4 5 3 1 2
igvkezk 6 0 4 5 3 2 1
igkkzev 6 0 5 1 2 3 4
igkkzve 6 0 5 1 2 4 3
igkkezv 6 0 5 1 3 2 4
igkkevz 6 0 5 1 3 4 2
igkkvze 6 0 5 1 4 2 3
igkkvez 6 0 5 1 4 3 2
igkzkev 6 0 5 2 1 3 4
igkzkve 6 0 5 2 1 4 3
igkzekv 6 0 5 2 3 1 4
igkzevk 6 0 5 2 3 4 1
igkzvke 6 0 5 2 4 1 3
igkzvek 6 0 5 2 4 3 1
igkekzv 6 0 5 3 1 2 4
igkekvz 6 0 5 3 1 4 2
igkezkv 6 0 5 3 2 1 4
igkezvk 6 0 5 3 2 4 1
igkevkz 6 0 5 3 4 1 2
igkevzk 6 0 5 3 4 2 1
igkvkze 6 0 5 4 1 2 3
igkvkez 6 0 5 4 1 3 2
igkvzke 6 0 5 4 2 1 3
igkvzek 6 0 5 4 2 3 1
igkvekz 6 0 5 4 3 1 2
igkvezk 6 0 5 4 3 2 1
ikgzevk 6 1 0 2 3 4 5
ikgzekv 6 1 0 2 3 5 4
ikgzvek 6 1 0 2 4 3 5
ikgzvke 6 1 0 2 4 5 3
ikgzkev 6 1 0 2 5 3 4
ikgzkve 6 1 0 2 5 4 3
ikgezvk 6 1 0 3 2 4 5
ikgezkv 6 1 0 3 2 5 4
ikgevzk 6 1 0 3 4 2 5
ikgevkz 6 1 0 3 4 5 2
ikgekzv 6 1 0 3 5 2 4
ikgekvz 6 1 0 3 5 4 2
ikgvzek 6 1 0 4 2 3 5
ikgvzke 6 1 0 4 2 5 3
ikgvezk 6 1 0 4 3 2 5
ikgvekz 6 1 0 4 3 5 2
ikgvkze 6 1 0 4 5 2 3
ikgvkez 6 1 0 4 5 3 2
ikgkzev 6 1 0 5 2 3 4
ikgkzve 6 1 0 5 2 4 3
ikgkezv 6 1 0 5 3 2 4
ikgkevz 6 1 0 5 3 4 2
ikgkvze 6 1 0 5 4 2 3
ikgkvez 6 1 0 5 4 3 2
ikzgevk 6 1 2 0 3 4 5
ikzgekv 6 1 2 0 3 5 4
ikzgvek 6 1 2 0 4 3 5
ikzgvke 6 1 2 0 4 5 3
ikzgkev 6 1 2 0 5 3 4
ikzgkve 6 1 2 0 5 4 3
ikzegvk 6 1 2 3 0 4 5
ikzegkv 6 1 2 3 0 5 4
ikzevgk 6 1 2 3 4 0 5
ikzevkg 6 1 2 3 4 5 0
ikzekgv 6 1 2 3 5 0 4
ikzekvg 6 1 2 3 5 4 0
ikzvgek 6 1 2 4 0 3 5
ikzvgke 6 1 2 4 0 5 3
ikzvegk 6 1 2 4 3 0 5
ikzvekg 6 1 2 4 3 5 0
ikzvkge 6 1 2 4 5 0 3
ikzvkeg 6 1 2 4 5 3 0
ikzkgev 6 1 2 5 0 3 4
ikzkgve 6 1 2 5 0 4 3
ikzkegv 6 1 2 5 3 0 4
ikzkevg 6 1 2 5 3 4 0
ikzkvge 6 1 2 5 4 0 3
ikzkveg 6 1 2 5 4 3 0
ikegzvk 6 1 3 0 2 4 5
ikegzkv 6 1 3 0 2 5 4
ikegvzk 6 1 3 0 4 2 5
ikegvkz 6 1 3 0 4 5 2
ikegkzv 6 1 3 0 5 2 4
ikegkvz 6 1 3 0 5 4 2
ikezgvk 6 1 3 2 0 4 5
ikezgkv 6 1 3 2 0 5 4
ikezvgk 6 1 3 2 4 0 5
ikezvkg 6 1 3 2 4 5 0
ikezkgv 6 1 3 2 5 0 4
ikezkvg 6 1 3 2 5 4 0
ikevgzk 6 1 3 4 0 2 5
ikevgkz 6 1 3 4 0 5 2
ikevzgk 6 1 3 4 2 0 5
ikevzkg 6 1 3 4 2 5 0
ikevkgz 6 1 3 4 5 0 2
ikevkzg 6 1 3 4 5 2 0
ikekgzv 6 1 3 5 0 2 4
ikekgvz 6 1 3 5 0 4 2
ikekzgv 6 1 3 5 2 0 4
ikekzvg 6 1 3 5 2 4 0
ikekvgz 6 1 3 5 4 0 2
ikekvzg 6 1 3 5 4 2 0
ikvgzek 6 1 4 0 2 3 5
ikvgzke 6 1 4 0 2 5 3
ikvgezk 6 1 4 0 3 2 5
ikvgekz 6 1 4 0 3 5 2
ikvgkze 6 1 4 0 5 2 3
ikvgkez 6 1 4 0 5 3 2
ikvzgek 6 1 4 2 0 3 5
ikvzgke 6 1 4 2 0 5 3
ikvzegk 6 1 4 2 3 0 5
ikvzekg 6 1 4 2 3 5 0
ikvzkge 6 1 4 2 5 0 3
ikvzkeg 6 1 4 2 5 3 0
ikvegzk 6 1 4 3 0 2 5
ikvegkz 6 1 4 3 0 5 2
ikvezgk 6 1 4 3 2 0 5
ikvezkg 6 1 4 3 2 5 0
ikvekgz 6 1 4 3 5 0 2
ikvekzg 6 1 4 3 5 2 0
ikvkgze 6 1 4 5 0 2 3
ikvkgez 6 1 4 5 0 3 2
ikvkzge 6 1 4 5 2 0 3
ikvkzeg 6 1 4 5 2 3 0
ikvkegz 6 1 4 5 3 0 2
ikvkezg 6 1 4 5 3 2 0
ikkgzev 6 1 5 0 2 3 4
ikkgzve 6 1 5 0 2 4 3
ikkgezv 6 1 5 0 3 2 4
ikkgevz 6 1 5 0 3 4 2
ikkgvze 6 1 5 0 4 2 3
ikkgvez 6 1 5 0 4 3 2
ikkzgev 6 1 5 2 0 3 4
ikkzgve 6 1 5 2 0 4 3
ikkzegv 6 1 5 2 3 0 4
ikkzevg 6 1 5 2 3 4 0
ikkzvge 6 1 5 2 4 0 3
ikkzveg 6 1 5 2 4 3 0
ikkegzv 6 1 5 3 0 2 4
ikkegvz 6 1 5 3 0 4 2
ikkezgv 6 1 5 3 2 0 4
ikkezvg 6 1 5 3 2 4 0
ikkevgz 6 1 5 3 4 0 2
ikkevzg 6 1 5 3 4 2 0
ikkvgze 6 1 5 4 0 2 3
ikkvgez 6 1 5 4 0 3 2
ikkvzge 6 1 5 4 2 0 3
ikkvzeg 6 1 5 4 2 3 0
ikkvegz 6 1 5 4 3 0 2
ikkvezg 6 1 5 4 3 2 0
izgkevk 6 2 0 1 3 4 5
izgkekv 6 2 0 1 3 5 4
izgkvek 6 2 0 1 4 3 5
izgkvke 6 2 0 1 4 5 3
izgkkev 6 2 0 1 5 3 4
izgkkve 6 2 0 1 5 4 3
izgekvk 6 2 0 3 1 4 5
izgekkv 6 2 0 3 1 5 4
izgevkk 6 2 0 3 4 1 5
izgevkk 6 2 0 3 4 5 1
izgekkv 6 2 0 3 5 1 4
izgekvk 6 2 0 3 5 4 1
izgvkek 6 2 0 4 1 3 5
izgvkke 6 2 0 4 1 5 3
izgvekk 6 2 0 4 3 1 5
izgvekk 6 2 0 4 3 5 1
izgvkke 6 2 0 4 5 1 3
izgvkek 6 2 0 4 5 3 1
izgkkev 6 2 0 5 1 3 4
izgkkve 6 2 0 5 1 4 3
izgkekv 6 2 0 5 3 1 4
izgkevk 6 2 0 5 3 4 1
izgkvke 6 2 0 5 4 1 3
izgkvek 6 2 0 5 4 3 1
izkgevk 6 2 1 0 3 4 5
izkgekv 6 2 1 0 3 5 4
izkgvek 6 2 1 0 4 3 5
izkgvke 6 2 1 0 4 5 3
izkgkev 6 2 1 0 5 3 4
izkgkve 6 2 1 0 5 4 3
izkegvk 6 2 1 3 0 4 5
izkegkv 6 2 1 3 0 5 4
izkevgk 6 2 1 3 4 0 5
izkevkg 6 2 1 3 4 5 0
izkekgv 6 2 1 3 5 0 4
izkekvg 6 2 1 3 5 4 0
izkvgek 6 2 1 4 0 3 5
izkvgke 6 2 1 4 0 5 3
izkvegk 6 2 1 4 3 0 5
izkvekg 6 2 1 4 3 5 0
izkvkge 6 2 1 4 5 0 3
izkvkeg 6 2 1 4 5 3 0
izkkgev 6 2 1 5 0 3 4
izkkgve 6 2 1 5 0 4 3
izkkegv 6 2 1 5 3 0 4
izkkevg 6 2 1 5 3 4 0
izkkvge 6 2 1 5 4 0 3
izkkveg 6 2 1 5 4 3 0
izegkvk 6 2 3 0 1 4 5
izegkkv 6 2 3 0 1 5 4
izegvkk 6 2 3 0 4 1 5
izegvkk 6 2 3 0 4 5 1
izegkkv 6 2 3 0 5 1 4
izegkvk 6 2 3 0 5 4 1
izekgvk 6 2 3 1 0 4 5
izekgkv 6 2 3 1 0 5 4
izekvgk 6 2 3 1 4 0 5
izekvkg 6 2 3 1 4 5 0
izekkgv 6 2 3 1 5 0 4
izekkvg 6 2 3 1 5 4 0
izevgkk 6 2 3 4 0 1 5
izevgkk 6 2 3 4 0 5 1
izevkgk 6 2 3 4 1 0 5
izevkkg 6 2 3 4 1 5 0
izevkgk 6 2 3 4 5 0 1
izevkkg 6 2 3 4 5 1 0
izekgkv 6 2 3 5 0 1 4
izekgvk 6 2 3 5 0 4 1
izekkgv 6 2 3 5 1 0 4
izekkvg 6 2 3 5 1 4 0
izekvgk 6 2 3 5 4 0 1
izekvkg 6 2 3 5 4 1 0
izvgkek 6 2 4 0 1 3 5
izvgkke 6 2 4 0 1 5 3
izvgekk 6 2 4 0 3 1 5
izvgekk 6 2 4 0 3 5 1
izvgkke 6 2 4 0 5 1 3
izvgkek 6 2 4 0 5 3 1
izvkgek 6 2 4 1 0 3 5
izvkgke 6 2 4 1 0 5 3
izvkegk 6 2 4 1 3 0 5
izvkekg 6 2 4 1 3 5 0
izvkkge 6 2 4 1 5 0 3
izvkkeg 6 2 4 1 5 3 0
izvegkk 6 2 4 3 0 1 5
izvegkk 6 2 4 3 0 5 1
izvekgk 6 2 4 3 1 0 5
izvekkg 6 2 4 3 1 5 0
izvekgk 6 2 4 3 5 0 1
izvekkg 6 2 4 3 5 1 0
izvkgke 6 2 4 5 0 1 3
izvkgek 6 2 4 5 0 3 1
izvkkge 6 2 4 5 1 0 3
izvkkeg 6 2 4 5 1 3 0
izvkegk 6 2 4 5 3 0 1
izvkekg 6 2 4 5 3 1 0
izkgkev 6 2 5 0 1 3 4
izkgkve 6 2 5 0 1 4 3
izkgekv 6 2 5 0 3 1 4
izkgevk 6 2 5 0 3 4 1
izkgvke 6 2 5 0 4 1 3
izkgvek 6 2 5 0 4 3 1
izkkgev 6 2 5 1 0 3 4
izkkgve 6 2 5 1 0 4 3
izkkegv 6 2 5 1 3 0 4
izkkevg 6 2 5 1 3 4 0
izkkvge 6 2 5 1 4 0 3
izkkveg 6 2 5 1 4 3 0
izkegkv 6 2 5 3 0 1 4
izkegvk 6 2 5 3 0 4 1
izkekgv 6 2 5 3 1 0 4
izkekvg 6 2 5 3 1 4 0
izkevgk 6 2 5 3 4 0 1
izkevkg 6 2 5 3 4 1 0
izkvgke 6 2 5 4 0 1 3
izkvgek 6 2 5 4 0 3 1
izkvkge 6 2 5 4 1 0 3
izkvkeg 6 2 5 4 1 3 0
izkvegk 6 2 5 4 3 0 1
izkvekg 6 2 5 4 3 1 0
iegkzvk 6 3 0 1 2 4 5
iegkzkv 6 3 0 1 2 5 4
iegkvzk 6 3 0 1 4 2 5
iegkvkz 6 3 0 1 4 5 2
iegkkzv 6 3 0 1 5 2 4
iegkkvz 6 3 0 1 5 4 2
iegzkvk 6 3 0 2 1 4 5
iegzkkv 6 3 0 2 1 5 4
iegzvkk 6 3 0 2 4 1 5
iegzvkk 6 3 0 2 4 5 1
iegzkkv 6 3 0 2 5 1 4
iegzkvk 6 3 0 2 5 4 1
iegvkzk 6 3 0 4 1 2 5
iegvkkz 6 3 0 4 1 5 2
iegvzkk 6 3 0 4 2 1 5
iegvzkk 6 3 0 4 2 5 1
iegvkkz 6 3 0 4 5 1 2
iegvkzk 6 3 0 4 5 2 1
iegkkzv 6 3 0 5 1 2 4
iegkkvz 6 3 0 5 1 4 2
iegkzkv 6 3 0 5 2 1 4
iegkzvk 6 3 0 5 2 4 1
iegkvkz 6 3 0 5 4 1 2
iegkvzk 6 3 0 5 4 2 1
iekgzvk 6 3 1 0 2 4 5
iekgzkv 6 3 1 0 2 5 4
iekgvzk 6 3 1 0 4 2 5
iekgvkz 6 3 1 0 4 5 2
iekgkzv 6 3 1 0 5 2 4
iekgkvz 6 3 1 0 5 4 2
iekzgvk 6 3 1 2 0 4 5
iekzgkv 6 3 1 2 0 5 4
iekzvgk 6 3 1 2 4 0 5
iekzvkg 6 3 1 2 4 5 0
iekzkgv 6 3 1 2 5 0 4
iekzkvg 6 3 1 2 5 4 0
iekvgzk 6 3 1 4 0 2 5
iekvgkz 6 3 1 4 0 5 2
iekvzgk 6 3 1 4 2 0 5
iekvzkg 6 3 1 4 2 5 0
iekvkgz 6 3 1 4 5 0 2
iekvkzg 6 3 1 4 5 2 0
iekkgzv 6 3 1 5 0 2 4
iekkgvz 6 3 1 5 0 4 2
iekkzgv 6 3 1 5 2 0 4
iekkzvg 6 3 1 5 2 4 0
iekkvgz 6 3 1 5 4 0 2
iekkvzg 6 3 1 5 4 2 0
iezgkvk 6 3 2 0 1 4 5
iezgkkv 6 3 2 0 1 5 4
iezgvkk 6 3 2 0 4 1 5
iezgvkk 6 3 2 0 4 5 1
iezgkkv 6 3 2 0 5 1 4
iezgkvk 6 3 2 0 5 4 1
iezkgvk 6 3 2 1 0 4 5
iezkgkv 6 3 2 1 0 5 4
iezkvgk 6 3 2 1 4 0 5
iezkvkg 6 3 2 1 4 5 0
iezkkgv 6 3 2 1 5 0 4
iezkkvg 6 3 2 1 5 4 0
iezvgkk 6 3 2 4 0 1 5
iezvgkk 6 3 2 4 0 5 1
iezvkgk 6 3 2 4 1 0 5
iezvkkg 6 3 2 4 1 5 0
iezvkgk 6 3 2 4 5 0 1
iezvkkg 6 3 2 4 5 1 0
iezkgkv 6 3 2 5 0 1 4
iezkgvk 6 3 2 5 0 4 1
iezkkgv 6 3 2 5 1 0 4
iezkkvg 6 3 2 5 1 4 0
iezkvgk 6 3 2 5 4 0 1
iezkvkg 6 3 2 5 4 1 0
ievgkzk 6 3 4 0 1 2 5
ievgkkz 6 3 4 0 1 5 2
ievgzkk 6 3 4 0 2 1 5
ievgzkk 6 3 4 0 2 5 1
ievgkkz 6 3 4 0 5 1 2
ievgkzk 6 3 4 0 5 2 1
ievkgzk 6 3 4 1 0 2 5
ievkgkz 6 3 4 1 0 5 2
ievkzgk 6 3 4 1 2 0 5
ievkzkg 6 3 4 1 2 5 0
ievkkgz 6 3 4 1 5 0 2
ievkkzg 6 3 4 1 5 2 0
ievzgkk 6 3 4 2 0 1 5
ievzgkk 6 3 4 2 0 5 1
ievzkgk 6 3 4 2 1 0 5
ievzkkg 6 3 4 2 1 5 0
ievzkgk 6 3 4 2 5 0 1
ievzkkg 6 3 4 2 5 1 0
ievkgkz 6 3 4 5 0 1 2
ievkgzk 6 3 4 5 0 2 1
ievkkgz 6 3 4 5 1 0 2
ievkkzg 6 3 4 5 1 2 0
ievkzgk 6 3 4 5 2 0 1
ievkzkg 6 3 4 5 2 1 0
iekgkzv 6 3 5 0 1 2 4
iekgkvz 6 3 5 0 1 4 2
iekgzkv 6 3 5 0 2 1 4
