Shift: 22
wapulay 0 1 2 3 4 5 6
aywupla 5 6 0 3 2 4 1
aywulap 5 6 0 3 4 1 2
aywulpa 5 6 0 3 4 2 1
aywlapu 5 6 0 4 1 2 3
aywlaup 5 6 0 4 1 3 2
aywlpau 5 6 0 4 2 1 3
aywlpua 5 6 0 4 2 3 1
aywluap 5 6 0 4 3 1 2
aywlupa 5 6 0 4 3 2 1
ayawpul 5 6 1 0 2 3 4
ayawplu 5 6 1 0 2 4 3
ayawupl 5 6 1 0 3 2 4
ayawulp 5 6 1 0 3 4 2
ayawlpu 5 6 1 0 4 2 3
ayawlup 5 6 1 0 4 3 2
ayapwul 5 6 1 2 0 3 4
ayapwlu 5 6 1 2 0 4 3
ayapuwl 5 6 1 2 3 0 4
ayapulw 5 6 1 2 3 4 0
ayaplwu 5 6 1 2 4 0 3
ayapluw 5 6 1 2 4 3 0
ayauwpl 5 6 1 3 0 2 4
ayauwlp 5 6 1 3 0 4 2
ayaupwl 5 6 1 3 2 0 4
ayauplw 5 6 1 3 2 4 0
ayaulwp 5 6 1 3 4 0 2
ayaulpw 5 6 1 3 4 2 0
ayalwpu 5 6 1 4 0 2 3
ayalwup 5 6 1 4 0 3 2
ayalpwu 5 6 1 4 2 0 3
ayalpuw 5 6 1 4 2 3 0
ayaluwp 5 6 1 4 3 0 2
ayalupw 5 6 1 4 3 2 0
aypwaul 5 6 2 0 1 3 4
aypwalu 5 6 2 0 1 4 3
aypwual 5 6 2 0 3 1 4
aypwula 5 6 2 0 3 4 1
aypwlau 5 6 2 0 4 1 3
aypwlua 5 6 2 0 4 3 1
aypawul 5 6 2 1 0 3 4
aypawlu 5 6 2 1 0 4 3
aypauwl 5 6 2 1 3 0 4
aypaulw 5 6 2 1 3 4 0
aypalwu 5 6 2 1 4 0 3
aypaluw 5 6 2 1 4 3 0
aypuwal 5 6 2 3 0 1 4
aypuwla 5 6 2 3 0 4 1
aypuawl 5 6 2 3 1 0 4
aypualw 5 6 2 3 1 4 0
aypulwa 5 6 2 3 4 0 1
aypulaw 5 6 2 3 4 1 0
ayplwau 5 6 2 4 0 1 3
ayplwua 5 6 2 4 0 3 1
ayplawu 5 6 2 4 1 0 3
ayplauw 5 6 2 4 1 3 0
aypluwa 5 6 2 4 3 0 1
aypluaw 5 6 2 4 3 1 0
ayuwapl 5 6 3 0 1 2 4
ayuwalp 5 6 3 0 1 4 2
ayuwpal 5 6 3 0 2 1 4
ayuwpla 5 6 3 0 2 4 1
ayuwlap 5 6 3 0 4 1 2
ayuwlpa 5 6 3 0 4 2 1
ayuawpl 5 6 3 1 0 2 4
ayuawlp 5 6 3 1 0 4 2
ayuapwl 5 6 3 1 2 0 4
ayuaplw 5 6 3 1 2 4 0
ayualwp 5 6 3 1 4 0 2
ayualpw 5 6 3 1 4 2 0
ayupwal 5 6 3 2 0 1 4
ayupwla 5 6 3 2 0 4 1
ayupawl 5 6 3 2 1 0 4
ayupalw 5 6 3 2 1 4 0
ayuplwa 5 6 3 2 4 0 1
ayuplaw 5 6 3 2 4 1 0
ayulwap 5 6 3 4 0 1 2
ayulwpa 5 6 3 4 0 2 1
ayulawp 5 6 3 4 1 0 2
ayulapw 5 6 3 4 1 2 0
ayulpwa 5 6 3 4 2 0 1
ayulpaw 5 6 3 4 2 1 0
aylwapu 5 6 4 0 1 2 3
aylwaup 5 6 4 0 1 3 2
aylwpau 5 6 4 0 2 1 3
aylwpua 5 6 4 0 2 3 1
aylwuap 5 6 4 0 3 1 2
aylwupa 5 6 4 0 3 2 1
aylawpu 5 6 4 1 0 2 3
aylawup 5 6 4 1 0 3 2
aylapwu 5 6 4 1 2 0 3
aylapuw 5 6 4 1 2 3 0
aylauwp 5 6 4 1 3 0 2
aylaupw 5 6 4 1 3 2 0
aylpwau 5 6 4 2 0 1 3
aylpwua 5 6 4 2 0 3 1
aylpawu 5 6 4 2 1 0 3
aylpauw 5 6 4 2 1 3 0
aylpuwa 5 6 4 2 3 0 1
aylpuaw 5 6 4 2 3 1 0
ayluwap 5 6 4 3 0 1 2
ayluwpa 5 6 4 3 0 2 1
ayluawp 5 6 4 3 1 0 2
ayluapw 5 6 4 3 1 2 0
aylupwa 5 6 4 3 2 0 1
aylupaw 5 6 4 3 2 1 0
ywapula 6 0 1 2 3 4 5
ywapual 6 0 1 2 3 5 4
ywaplua 6 0 1 2 4 3 5
ywaplau 6 0 1 2 4 5 3
ywapaul 6 0 1 2 5 3 4
ywapalu 6 0 1 2 5 4 3
ywaupla 6 0 1 3 2 4 5
ywaupal 6 0 1 3 2 5 4
ywaulpa 6 0 1 3 4 2 5
ywaulap 6 0 1 3 4 5 2
ywauapl 6 0 1 3 5 2 4
ywaualp 6 0 1 3 5 4 2
ywalpua 6 0 1 4 2 3 5
ywalpau 6 0 1 4 2 5 3
ywalupa 6 0 1 4 3 2 5
ywaluap 6 0 1 4 3 5 2
ywalapu 6 0 1 4 5 2 3
ywalaup 6 0 1 4 5 3 2
ywaapul 6 0 1 5 2 3 4
ywaaplu 6 0 1 5 2 4 3
ywaaupl 6 0 1 5 3 2 4
ywaaulp 6 0 1 5 3 4 2
ywaalpu 6 0 1 5 4 2 3
ywaalup 6 0 1 5 4 3 2
ywpaula 6 0 2 1 3 4 5
ywpaual 6 0 2 1 3 5 4
ywpalua 6 0 2 1 4 3 5
ywpalau 6 0 2 1 4 5 3
ywpaaul 6 0 2 1 5 3 4
ywpaalu 6 0 2 1 5 4 3
ywpuala 6 0 2 3 1 4 5
ywpuaal 6 0 2 3 1 5 4
ywpulaa 6 0 2 3 4 1 5
ywpulaa 6 0 2 3 4 5 1
ywpuaal 6 0 2 3 5 1 4
ywpuala 6 0 2 3 5 4 1
ywplaua 6 0 2 4 1 3 5
ywplaau 6 0 2 4 1 5 3
ywpluaa 6 0 2 4 3 1 5
ywpluaa 6 0 2 4 3 5 1
ywplaau 6 0 2 4 5 1 3
ywplaua 6 0 2 4 5 3 1
ywpaaul 6 0 2 5 1 3 4
ywpaalu 6 0 2 5 1 4 3
ywpaual 6 0 2 5 3 1 4
ywpaula 6 0 2 5 3 4 1
ywpalau 6 0 2 5 4 1 3
ywpalua 6 0 2 5 4 3 1
ywuapla 6 0 3 1 2 4 5
ywuapal 6 0 3 1 2 5 4
ywualpa 6 0 3 1 4 2 5
ywualap 6 0 3 1 4 5 2
ywuaapl 6 0 3 1 5 2 4
ywuaalp 6 0 3 1 5 4 2
ywupala 6 0 3 2 1 4 5
ywupaal 6 0 3 2 1 5 4
ywuplaa 6 0 3 2 4 1 5
ywuplaa 6 0 3 2 4 5 1
ywupaal 6 0 3 2 5 1 4
ywupala 6 0 3 2 5 4 1
ywulapa 6 0 3 4 1 2 5
ywulaap 6 0 3 4 1 5 2
ywulpaa 6 0 3 4 2 1 5
ywulpaa 6 0 3 4 2 5 1
ywulaap 6 0 3 4 5 1 2
ywulapa 6 0 3 4 5 2 1
ywuaapl 6 0 3 5 1 2 4
ywuaalp 6 0 3 5 1 4 2
ywuapal 6 0 3 5 2 1 4
ywuapla 6 0 3 5 2 4 1
ywualap 6 0 3 5 4 1 2
ywualpa 6 0 3 5 4 2 1
ywlapua 6 0 4 1 2 3 5
ywlapau 6 0 4 1 2 5 3
ywlaupa 6 0 4 1 3 2 5
ywlauap 6 0 4 1 3 5 2
ywlaapu 6 0 4 1 5 2 3
ywlaaup 6 0 4 1 5 3 2
ywlpaua 6 0 4 2 1 3 5
ywlpaau 6 0 4 2 1 5 3
ywlpuaa 6 0 4 2 3 1 5
ywlpuaa 6 0 4 2 3 5 1
ywlpaau 6 0 4 2 5 1 3
ywlpaua 6 0 4 2 5 3 1
ywluapa 6 0 4 3 1 2 5
ywluaap 6 0 4 3 1 5 2
ywlupaa 6 0 4 3 2 1 5
ywlupaa 6 0 4 3 2 5 1
ywluaap 6 0 4 3 5 1 2
ywluapa 6 0 4 3 5 2 1
ywlaapu 6 0 4 5 1 2 3
ywlaaup 6 0 4 5 1 3 2
ywlapau 6 0 4 5 2 1 3
ywlapua 6 0 4 5 2 3 1
ywlauap 6 0 4 5 3 1 2
ywlaupa 6 0 4 5 3 2 1
ywaapul 6 0 5 1 2 3 4
ywaaplu 6 0 5 1 2 4 3
ywaaupl 6 0 5 1 3 2 4
ywaaulp 6 0 5 1 3 4 2
ywaalpu 6 0 5 1 4 2 3
ywaalup 6 0 5 1 4 3 2
ywapaul 6 0 5 2 1 3 4
ywapalu 6 0 5 2 1 4 3
ywapual 6 0 5 2 3 1 4
ywapula 6 0 5 2 3 4 1
ywaplau 6 0 5 2 4 1 3
ywaplua 6 0 5 2 4 3 1
ywauapl 6 0 5 3 1 2 4
ywaualp 6 0 5 3 1 4 2
ywaupal 6 0 5 3 2 1 4
ywaupla 6 0 5 3 2 4 1
ywaulap 6 0 5 3 4 1 2
ywaulpa 6 0 5 3 4 2 1
ywalapu 6 0 5 4 1 2 3
ywalaup 6 0 5 4 1 3 2
ywalpau 6 0 5 4 2 1 3
ywalpua 6 0 5 4 2 3 1
ywaluap 6 0 5 4 3 1 2
ywalupa 6 0 5 4 3 2 1
yawpula 6 1 0 2 3 4 5
yawpual 6 1 0 2 3 5 4
yawplua 6 1 0 2 4 3 5
yawplau 6 1 0 2 4 5 3
yawpaul 6 1 0 2 5 3 4
yawpalu 6 1 0 2 5 4 3
yawupla 6 1 0 3 2 4 5
yawupal 6 1 0 3 2 5 4
yawulpa 6 1 0 3 4 2 5
yawulap 6 1 0 3 4 5 2
yawuapl 6 1 0 3 5 2 4
yawualp 6 1 0 3 5 4 2
yawlpua 6 1 0 4 2 3 5
yawlpau 6 1 0 4 2 5 3
yawlupa 6 1 0 4 3 2 5
yawluap 6 1 0 4 3 5 2
yawlapu 6 1 0 4 5 2 3
yawlaup 6 1 0 4 5 3 2
yawapul 6 1 0 5 2 3 4
yawaplu 6 1 0 5 2 4 3
yawaupl 6 1 0 5 3 2 4
yawaulp 6 1 0 5 3 4 2
yawalpu 6 1 0 5 4 2 3
yawalup 6 1 0 5 4 3 2
yapwula 6 1 2 0 3 4 5
yapwual 6 1 2 0 3 5 4
yapwlua 6 1 2 0 4 3 5
yapwlau 6 1 2 0 4 5 3
yapwaul 6 1 2 0 5 3 4
yapwalu 6 1 2 0 5 4 3
yapuwla 6 1 2 3 0 4 5
yapuwal 6 1 2 3 0 5 4
yapulwa 6 1 2 3 4 0 5
yapulaw 6 1 2 3 4 5 0
yapuawl 6 1 2 3 5 0 4
yapualw 6 1 2 3 5 4 0
yaplwua 6 1 2 4 0 3 5
yaplwau 6 1 2 4 0 5 3
yapluwa 6 1 2 4 3 0 5
yapluaw 6 1 2 4 3 5 0
yaplawu 6 1 2 4 5 0 3
yaplauw 6 1 2 4 5 3 0
yapawul 6 1 2 5 0 3 4
yapawlu 6 1 2 5 0 4 3
yapauwl 6 1 2 5 3 0 4
yapaulw 6 1 2 5 3 4 0
yapalwu 6 1 2 5 4 0 3
yapaluw 6 1 2 5 4 3 0
yauwpla 6 1 3 0 2 4 5
yauwpal 6 1 3 0 2 5 4
yauwlpa 6 1 3 0 4 2 5
yauwlap 6 1 3 0 4 5 2
yauwapl 6 1 3 0 5 2 4
yauwalp 6 1 3 0 5 4 2
yaupwla 6 1 3 2 0 4 5
yaupwal 6 1 3 2 0 5 4
yauplwa 6 1 3 2 4 0 5
yauplaw 6 1 3 2 4 5 0
yaupawl 6 1 3 2 5 0 4
yaupalw 6 1 3 2 5 4 0
yaulwpa 6 1 3 4 0 2 5
yaulwap 6 1 3 4 0 5 2
yaulpwa 6 1 3 4 2 0 5
yaulpaw 6 1 3 4 2 5 0
yaulawp 6 1 3 4 5 0 2
yaulapw 6 1 3 4 5 2 0
yauawpl 6 1 3 5 0 2 4
yauawlp 6 1 3 5 0 4 2
yauapwl 6 1 3 5 2 0 4
yauaplw 6 1 3 5 2 4 0
yaualwp 6 1 3 5 4 0 2
yaualpw 6 1 3 5 4 2 0
yalwpua 6 1 4 0 2 3 5
yalwpau 6 1 4 0 2 5 3
yalwupa 6 1 4 0 3 2 5
yalwuap 6 1 4 0 3 5 2
yalwapu 6 1 4 0 5 2 3
yalwaup 6 1 4 0 5 3 2
yalpwua 6 1 4 2 0 3 5
yalpwau 6 1 4 2 0 5 3
yalpuwa 6 1 4 2 3 0 5
yalpuaw 6 1 4 2 3 5 0
yalpawu 6 1 4 2 5 0 3
yalpauw 6 1 4 2 5 3 0
yaluwpa 6 1 4 3 0 2 5
yaluwap 6 1 4 3 0 5 2
yalupwa 6 1 4 3 2 0 5
yalupaw 6 1 4 3 2 5 0
yaluawp 6 1 4 3 5 0 2
yaluapw 6 1 4 3 5 2 0
yalawpu 6 1 4 5 0 2 3
yalawup 6 1 4 5 0 3 2
yalapwu 6 1 4 5 2 0 3
yalapuw 6 1 4 5 2 3 0
yalauwp 6 1 4 5 3 0 2
yalaupw 6 1 4 5 3 2 0
yaawpul 6 1 5 0 2 3 4
yaawplu 6 1 5 0 2 4 3
yaawupl 6 1 5 0 3 2 4
yaawulp 6 1 5 0 3 4 2
yaawlpu 6 1 5 0 4 2 3
yaawlup 6 1 5 0 4 3 2
yaapwul 6 1 5 2 0 3 4
yaapwlu 6 1 5 2 0 4 3
yaapuwl 6 1 5 2 3 0 4
yaapulw 6 1 5 2 3 4 0
yaaplwu 6 1 5 2 4 0 3
yaapluw 6 1 5 2 4 3 0
yaauwpl 6 1 5 3 0 2 4
yaauwlp 6 1 5 3 0 4 2
yaaupwl 6 1 5 3 2 0 4
yaauplw 6 1 5 3 2 4 0
yaaulwp 6 1 5 3 4 0 2
yaaulpw 6 1 5 3 4 2 0
yaalwpu 6 1 5 4 0 2 3
yaalwup 6 1 5 4 0 3 2
yaalpwu 6 1 5 4 2 0 3
yaalpuw 6 1 5 4 2 3 0
yaaluwp 6 1 5 4 3 0 2
yaalupw 6 1 5 4 3 2 0
ypwaula 6 2 0 1 3 4 5
ypwaual 6 2 0 1 3 5 4
ypwalua 6 2 0 1 4 3 5
ypwalau 6 2 0 1 4 5 3
ypwaaul 6 2 0 1 5 3 4
ypwaalu 6 2 0 1 5 4 3
ypwuala 6 2 0 3 1 4 5
ypwuaal 6 2 0 3 1 5 4
ypwulaa 6 2 0 3 4 1 5
ypwulaa 6 2 0 3 4 5 1
ypwuaal 6 2 0 3 5 1 4
ypwuala 6 2 0 3 5 4 1
ypwlaua 6 2 0 4 1 3 5
ypwlaau 6 2 0 4 1 5 3
ypwluaa 6 2 0 4 3 1 5
ypwluaa 6 2 0 4 3 5 1
ypwlaau 6 2 0 4 5 1 3
ypwlaua 6 2 0 4 5 3 1
ypwaaul 6 2 0 5 1 3 4
ypwaalu 6 2 0 5 1 4 3
ypwaual 6 2 0 5 3 1 4
ypwaula 6 2 0 5 3 4 1
ypwalau 6 2 0 5 4 1 3
ypwalua 6 2 0 5 4 3 1
ypawula 6 2 1 0 3 4 5
ypawual 6 2 1 0 3 5 4
ypawlua 6 2 1 0 4 3 5
ypawlau 6 2 1 0 4 5 3
ypawaul 6 2 1 0 5 3 4
ypawalu 6 2 1 0 5 4 3
ypauwla 6 2 1 3 0 4 5
ypauwal 6 2 1 3 0 5 4
ypaulwa 6 2 1 3 4 0 5
ypaulaw 6 2 1 3 4 5 0
ypauawl 6 2 1 3 5 0 4
ypaualw 6 2 1 3 5 4 0
ypalwua 6 2 1 4 0 3 5
ypalwau 6 2 1 4 0 5 3
ypaluwa 6 2 1 4 3 0 5
ypaluaw 6 2 1 4 3 5 0
ypalawu 6 2 1 4 5 0 3
ypalauw 6 2 1 4 5 3 0
ypaawul 6 2 1 5 0 3 4
ypaawlu 6 2 1 5 0 4 3
ypaauwl 6 2 1 5 3 0 4
ypaaulw 6 2 1 5 3 4 0
ypaalwu 6 2 1 5 4 0 3
ypaaluw 6 2 1 5 4 3 0
ypuwala 6 2 3 0 1 4 5
ypuwaal 6 2 3 0 1 5 4
ypuwlaa 6 2 3 0 4 1 5
ypuwlaa 6 2 3 0 4 5 1
ypuwaal 6 2 3 0 5 1 4
ypuwala 6 2 3 0 5 4 1
ypuawla 6 2 3 1 0 4 5
ypuawal 6 2 3 1 0 5 4
ypualwa 6 2 3 1 4 0 5
ypualaw 6 2 3 1 4 5 0
ypuaawl 6 2 3 1 5 0 4
ypuaalw 6 2 3 1 5 4 0
ypulwaa 6 2 3 4 0 1 5
ypulwaa 6 2 3 4 0 5 1
ypulawa 6 2 3 4 1 0 5
ypulaaw 6 2 3 4 1 5 0
ypulawa 6 2 3 4 5 0 1
ypulaaw 6 2 3 4 5 1 0
ypuawal 6 2 3 5 0 1 4
ypuawla 6 2 3 5 0 4 1
ypuaawl 6 2 3 5 1 0 4
ypuaalw 6 2 3 5 1 4 0
ypualwa 6 2 3 5 4 0 1
ypualaw 6 2 3 5 4 1 0
yplwaua 6 2 4 0 1 3 5
yplwaau 6 2 4 0 1 5 3
yplwuaa 6 2 4 0 3 1 5
yplwuaa 6 2 4 0 3 5 1
yplwaau 6 2 4 0 5 1 3
yplwaua 6 2 4 0 5 3 1
yplawua 6 2 4 1 0 3 5
yplawau 6 2 4 1 0 5 3
yplauwa 6 2 4 1 3 0 5
yplauaw 6 2 4 1 3 5 0
yplaawu 6 2 4 1 5 0 3
yplaauw 6 2 4 1 5 3 0
ypluwaa 6 2 4 3 0 1 5
ypluwaa 6 2 4 3 0 5 1
ypluawa 6 2 4 3 1 0 5
ypluaaw 6 2 4 3 1 5 0
ypluawa 6 2 4 3 5 0 1
ypluaaw 6 2 4 3 5 1 0
yplawau 6 2 4 5 0 1 3
yplawua 6 2 4 5 0 3 1
yplaawu 6 2 4 5 1 0 3
yplaauw 6 2 4 5 1 3 0
yplauwa 6 2 4 5 3 0 1
yplauaw 6 2 4 5 3 1 0
ypawaul 6 2 5 0 1 3 4
ypawalu 6 2 5 0 1 4 3
ypawual 6 2 5 0 3 1 4
ypawula 6 2 5 0 3 4 1
ypawlau 6 2 5 0 4 1 3
ypawlua 6 2 5 0 4 3 1
ypaawul 6 2 5 1 0 3 4
ypaawlu 6 2 5 1 0 4 3
ypaauwl 6 2 5 1 3 0 4
ypaaulw 6 2 5 1 3 4 0
ypaalwu 6 2 5 1 4 0 3
ypaaluw 6 2 5 1 4 3 0
ypauwal 6 2 5 3 0 1 4
ypauwla 6 2 5 3 0 4 1
ypauawl 6 2 5 3 1 0 4
ypaualw 6 2 5 3 1 4 0
ypaulwa 6 2 5 3 4 0 1
ypaulaw 6 2 5 3 4 1 0
ypalwau 6 2 5 4 0 1 3
ypalwua 6 2 5 4 0 3 1
ypalawu 6 2 5 4 1 0 3
ypalauw 6 2 5 4 1 3 0
ypaluwa 6 2 5 4 3 0 1
ypaluaw 6 2 5 4 3 1 0
yuwapla 6 3 0 1 2 4 5
yuwapal 6 3 0 1 2 5 4
yuwalpa 6 3 0 1 4 2 5
yuwalap 6 3 0 1 4 5 2
yuwaapl 6 3 0 1 5 2 4
yuwaalp 6 3 0 1 5 4 2
yuwpala 6 3 0 2 1 4 5
yuwpaal 6 3 0 2 1 5 4
yuwplaa 6 3 0 2 4 1 5
yuwplaa 6 3 0 2 4 5 1
yuwpaal 6 3 0 2 5 1 4
yuwpala 6 3 0 2 5 4 1
yuwlapa 6 3 0 4 1 2 5
yuwlaap 6 3 0 4 1 5 2
yuwlpaa 6 3 0 4 2 1 5
yuwlpaa 6 3 0 4 2 5 1
yuwlaap 6 3 0 4 5 1 2
yuwlapa 6 3 0 4 5 2 1
yuwaapl 6 3 0 5 1 2 4
yuwaalp 6 3 0 5 1 4 2
yuwapal 6 3 0 5 2 1 4
yuwapla 6 3 0 5 2 4 1
yuwalap 6 3 0 5 4 1 2
yuwalpa 6 3 0 5 4 2 1
yuawpla 6 3 1 0 2 4 5
yuawpal 6 3 1 0 2 5 4
yuawlpa 6 3 1 0 4 2 5
yuawlap 6 3 1 0 4 5 2
yuawapl 6 3 1 0 5 2 4
yuawalp 6 3 1 0 5 4 2
yuapwla 6 3 1 2 0 4 5
yuapwal 6 3 1 2 0 5 4
yuaplwa 6 3 1 2 4 0 5
yuaplaw 6 3 1 2 4 5 0
yuapawl 6 3 1 2 5 0 4
yuapalw 6 3 1 2 5 4 0
yualwpa 6 3 1 4 0 2 5
yualwap 6 3 1 4 0 5 2
yualpwa 6 3 1 4 2 0 5
yualpaw 6 3 1 4 2 5 0
yualawp 6 3 1 4 5 0 2
yualapw 6 3 1 4 5 2 0
yuaawpl 6 3 1 5 0 2 4
yuaawlp 6 3 1 5 0 4 2
yuaapwl 6 3 1 5 2 0 4
yuaaplw 6 3 1 5 2 4 0
yuaalwp 6 3 1 5 4 0 2
yuaalpw 6 3 1 5 4 2 0
yupwala 6 3 2 0 1 4 5
yupwaal 6 3 2 0 1 5 4
yupwlaa 6 3 2 0 4 1 5
yupwlaa 6 3 2 0 4 5 1
yupwaal 6 3 2 0 5 1 4
yupwala 6 3 2 0 5 4 1
yupawla 6 3 2 1 0 4 5
yupawal 6 3 2 1 0 5 4
yupalwa 6 3 2 1 4 0 5
yupalaw 6 3 2 1 4 5 0
yupaawl 6 3 2 1 5 0 4
yupaalw 6 3 2 1 5 4 0
yuplwaa 6 3 2 4 0 1 5
yuplwaa 6 3 2 4 0 5 1
yuplawa 6 3 2 4 1 0 5
yuplaaw 6 3 2 4 1 5 0
yuplawa 6 3 2 4 5 0 1
yuplaaw 6 3 2 4 5 1 0
yupawal 6 3 2 5 0 1 4
yupawla 6 3 2 5 0 4 1
yupaawl 6 3 2 5 1 0 4
yupaalw 6 3 2 5 1 4 0
yupalwa 6 3 2 5 4 0 1
yupalaw 6 3 2 5 4 1 0
yulwapa 6 3 4 0 1 2 5
yulwaap 6 3 4 0 1 5 2
yulwpaa 6 3 4 0 2 1 5
yulwpaa 6 3 4 0 2 5 1
yulwaap 6 3 4 0 5 1 2
yulwapa 6 3 4 0 5 2 1
yulawpa 6 3 4 1 0 2 5
yulawap 6 3 4 1 0 5 2
yulapwa 6 3 4 1 2 0 5
yulapaw 6 3 4 1 2 5 0
yulaawp 6 3 4 1 5 0 2
yulaapw 6 3 4 1 5 2 0
yulpwaa 6 3 4 2 0 1 5
yulpwaa 6 3 4 2 0 5 1
yulpawa 6 3 4 2 1 0 5
yulpaaw 6 3 4 2 1 5 0
yulpawa 6 3 4 2 5 0 1
yulpaaw 6 3 4 2 5 1 0
yulawap 6 3 4 5 0 1 2
yulawpa 6 3 4 5 0 2 1
yulaawp 6 3 4 5 1 0 2
yulaapw 6 3 4 5 1 2 0
yulapwa 6 3 4 5 2 0 1
yulapaw 6 3 4 5 2 1 0
yuawapl 6 3 5 0 1 2 4
yuawalp 6 3 5 0 1 4 2
yuawpal 6 3 5 0 2 1 4
yuawpla 6 3 5 0 2 4 1
yuawlap 6 3 5 0 4 1 2
yuawlpa 6 3 5 0 4 2 1
yuaawpl 6 3 5 1 0 2 4
yuaawlp 6 3 5 1 0 4 2
yuaapwl 6 3 5 1 2 0 4
yuaaplw 6 3 5 1 2 4 0
yuaalwp 6 3 5 1 4 0 2
yuaalpw 6 3 5 1 4 2 0
yuapwal 6 3 5 2 0 1 4
yuapwla 6 3 5 2 0 4 1
yuapawl 6 3 5 2 1 0 4
yuapalw 6 3 5 2 1 4 0
yuaplwa 6 3 5 2 4 0 1
yuaplaw 6 3 5 2 4 1 0
yualwap 6 3 5 4 0 1 2
yualwpa 6 3 5 4 0 2 1
yualawp 6 3 5 4 1 0 2
yualapw 6 3 5 4 1 2 0
yualpwa 6 3 5 4 2 0 1
yualpaw 6 3 5 4 2 1 0
ylwapua 6 4 0 1 2 3 5
ylwapau 6 4 0 1 2 5 3
ylwaupa 6 4 0 1 3 2 5
ylwauap 6 4 0 1 3 5 2
ylwaapu 6 4 0 1 5 2 3
ylwaaup 6 4 0 1 5 3 2
ylwpaua 6 4 0 2 1 3 5
ylwpaau 6 4 0 2 1 5 3
ylwpuaa 6 4 0 2 3 1 5
ylwpuaa 6 4 0 2 3 5 1
ylwpaau 6 4 0 2 5 1 3
ylwpaua 6 4 0 2 5 3 1
ylwuapa 6 4 0 3 1 2 5
ylwuaap 6 4 0 3 1 5 2
ylwupaa 6 4 0 3 2 1 5
ylwupaa 6 4 0 3 2 5 1
ylwuaap 6 4 0 3 5 1 2
ylwuapa 6 4 0 3 5 2 1
ylwaapu 6 4 0 5 1 2 3
ylwaaup 6 4 0 5 1 3 2
ylwapau 6 4 0 5 2 1 3
ylwapua 6 4 0 5 2 3 1
ylwauap 6 4 0 5 3 1 2
ylwaupa 6 4 0 5 3 2 1
ylawpua 6 4 1 0 2 3 5
ylawpau 6 4 1 0 2 5 3
ylawupa 6 4 1 0 3 2 5
ylawuap 6 4 1 0 3 5 2
ylawapu 6 4 1 0 5 2 3
ylawaup 6 4 1 0 5 3 2
ylapwua 6 4 1 2 0 3 5
ylapwau 6 4 1 2 0 5 3
ylapuwa 6 4 1 2 3 0 5
ylapuaw 6 4 1 2 3 5 0
ylapawu 6 4 1 2 5 0 3
ylapauw 6 4 1 2 5 3 0
ylauwpa 6 4 1 3 0 2 5
ylauwap 6 4 1 3 0 5 2
ylaupwa 6 4 1 3 2 0 5
ylaupaw 6 4 1 3 2 5 0
ylauawp 6 4 1 3 5 0 2
ylauapw 6 4 1 3 5 2 0
ylaawpu 6 4 1 5 0 2 3
ylaawup 6 4 1 5 0 3 2
ylaapwu 6 4 1 5 2 0 3
ylaapuw 6 4 1 5 2 3 0
ylaauwp 6 4 1 5 3 0 2
ylaaupw 6 4 1 5 3 2 0
ylpwaua 6 4 2 0 1 3 5
ylpwaau 6 4 2 0 1 5 3
ylpwuaa 6 4 2 0 3 1 5
ylpwuaa 6 4 2 0 3 5 1
ylpwaau 6 4 2 0 5 1 3
ylpwaua 6 4 2 0 5 3 1
ylpawua 6 4 2 1 0 3 5
ylpawau 6 4 2 1 0 5 3
ylpauwa 6 4 2 1 3 0 5
ylpauaw 6 4 2 1 3 5 0
ylpaawu 6 4 2 1 5 0 3
ylpaauw 6 4 2 1 5 3 0
ylpuwaa 6 4 2 3 0 1 5
ylpuwaa 6 4 2 3 0 5 1
ylpuawa 6 4 2 3 1 0 5
ylpuaaw 6 4 2 3 1 5 0
ylpuawa 6 4 2 3 5 0 1
ylpuaaw 6 4 2 3 5 1 0
ylpawau 6 4 2 5 0 1 3
ylpawua 6 4 2 5 0 3 1
ylpaawu 6 4 2 5 1 0 3
ylpaauw 6 4 2 5 1 3 0
ylpauwa 6 4 2 5 3 0 1
ylpauaw 6 4 2 5 3 1 0
yluwapa 6 4 3 0 1 2 5
yluwaap 6 4 3 0 1 5 2
yluwpaa 6 4 3 0 2 1 5
yluwpaa 6 4 3 0 2 5 1
yluwaap 6 4 3 0 5 1 2
yluwapa 6 4 3 0 5 2 1
yluawpa 6 4 3 1 0 2 5
yluawap 6 4 3 1 0 5 2
yluapwa 6 4 3 1 2 0 5
yluapaw 6 4 3 1 2 5 0
yluaawp 6 4 3 1 5 0 2
yluaapw 6 4 3 1 5 2 0
ylupwaa 6 4 3 2 0 1 5
ylupwaa 6 4 3 2 0 5 1
ylupawa 6 4 3 2 1 0 5
ylupaaw 6 4 3 2 1 5 0
ylupawa 6 4 3 2 5 0 1
ylupaaw 6 4 3 2 5 1 0
yluawap 6 4 3 5 0 1 2
yluawpa 6 4 3 5 0 2 1
yluaawp 6 4 3 5 1 0 2
yluaapw 6 4 3 5 1 2 0
yluapwa 6 4 3 5 2 0 1
yluapaw 6 4 3 5 2 1 0
ylawapu 6 4 5 0 1 2 3
ylawaup 6 4 5 0 1 3 2
ylawpau 6 4 5 0 2 1 3
ylawpua 6 4 5 0 2 3 1
ylawuap 6 4 5 0 3 1 2
ylawupa 6 4 5 0 3 2 1
ylaawpu 6 4 5 1 0 2 3
